,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,event_type,event_ref,event_pusher_type
45,DeleteEvent,2023-03-06 14:21:53+00:00,122529924,onicagroup/runway,49699333,dependabot[bot],36744796,onicagroup,branch,dependabot/pip/boto3-1.26.79,user
67,DeleteEvent,2021-11-06 01:31:00+00:00,15847241,xflr6/graphviz,6342379,xflr6,,,branch,actions,user
119,DeleteEvent,2022-09-02 02:17:23+00:00,49976939,learningequality/kolibri,49699333,dependabot[bot],3926525,learningequality,branch,dependabot/npm_and_yarn/testing-library/jest-dom-5.16.5,user
138,DeleteEvent,2023-06-09 13:04:58+00:00,38982731,home-assistant/frontend,6835241,steverep,13844975,home-assistant,branch,renovate/webpack-cli-5.x,user
143,DeleteEvent,2021-07-14 06:22:07+00:00,37137879,QCoDeS/Qcodes,49699333,dependabot[bot],20478252,QCoDeS,branch,dependabot/pip/idna-3.2,user
146,DeleteEvent,2023-05-08 07:28:12+00:00,48049137,zarr-developers/zarr-python,88113,joshmoore,35050297,zarr-developers,branch,dependabot/github_actions/pypa/gh-action-pypi-publish-1.8.6,user
161,DeleteEvent,2022-08-25 19:08:46+00:00,131619646,dagster-io/dagster,1037212,bengotow,40032576,dagster-io,branch,bengotow/lineage-page-tweaks,user
168,DeleteEvent,2023-06-14 18:09:39+00:00,109420826,bachya/pytile,49699333,dependabot[bot],,,branch,dependabot/pip/blacken-docs-1.14.0,user
184,DeleteEvent,2021-11-13 08:09:35+00:00,71932349,ray-project/ray,49699333,dependabot[bot],22125274,ray-project,branch,dependabot/pip/python/requirements/ml/flaml-0.7.0,user
203,DeleteEvent,2022-02-11 04:39:24+00:00,36355765,angr/archinfo,2498805,rhelmot,12520807,angr,branch,feat/store-reg-sizes-in-vex-unicorn-map,user
239,DeleteEvent,2022-09-21 21:59:54+00:00,18513454,cmusphinx/pocketsphinx,3325008,dhdaines,7203378,cmusphinx,branch,python_docs,user
248,DeleteEvent,2021-11-19 14:11:54+00:00,67641996,oneapi-src/oneTBB,79908767,alexandraepan,60144784,oneapi-src,branch,configs,user
287,DeleteEvent,2023-05-15 09:29:15+00:00,87844301,home-assistant-libs/pytradfri,3181692,MartinHjelmare,63743711,home-assistant-libs,branch,dependabot/pip/mypy-1.3.0,user
317,DeleteEvent,2022-11-10 09:55:45+00:00,9316339,ggozad/behaving,183103,ggozad,,,branch,CHORE-update-python,user
347,DeleteEvent,2021-11-02 11:39:39+00:00,13258039,aio-libs/aiohttp,41286756,delete-merged-branch[bot],7049303,aio-libs,branch,dependabot/pip/3.9/wait-for-it-2.2.1,user
348,DeleteEvent,2021-11-02 10:38:08+00:00,13258039,aio-libs/aiohttp,41286756,delete-merged-branch[bot],7049303,aio-libs,branch,dependabot/pip/3.8/python-on-whales-0.30.0,user
353,DeleteEvent,2023-06-02 21:16:27+00:00,21303988,pycontribs/jira,22102283,studioj,1846087,pycontribs,branch,dependabot/pip/main/coverage-7.2.7,user
361,DeleteEvent,2022-11-08 17:46:47+00:00,4127088,Azure/azure-sdk-for-python,53356347,azure-sdk,6844498,Azure,branch,sync-eng/common-benbp/limit-range-4629,user
377,DeleteEvent,2023-06-11 11:14:27+00:00,96727704,valerymelou/django-active-link,9080102,valerymelou,,,branch,pyup-scheduled-update-2023-06-05,user
385,DeleteEvent,2021-07-09 06:34:02+00:00,71996613,blue-yonder/tsfresh,6116188,nils-braun,6234170,blue-yonder,branch,feature/add-black-isort-and-pre-commit,user
428,DeleteEvent,2023-01-11 12:38:51+00:00,161867312,taskcluster/taskcluster,83861,lotas,6257436,taskcluster,branch,feature/5798-worker-type-metrics,user
430,DeleteEvent,2021-04-22 15:50:18+00:00,8077625,python-gitlab/python-gitlab,29139614,renovate[bot],28886265,python-gitlab,branch,renovate/docker-gitlab-gitlab-ce-13.x,user
457,DeleteEvent,2021-04-01 10:57:00+00:00,110748370,SAP/cf-python-logging-support,10976983,alexpenev-s,2531208,SAP,branch,testfix,user
479,DeleteEvent,2022-10-10 16:48:23+00:00,130396768,plus3it/gravitybee,37929162,mergify[bot],15047853,plus3it,branch,dependabot/pip/pyinstaller-5.5,user
499,DeleteEvent,2023-05-24 12:14:28+00:00,8710321,openedx/XBlock,781561,feanil,40179672,openedx,branch,jenkins/upgrade-python-requirements-e89cbc5,user
525,DeleteEvent,2023-03-26 23:24:32+00:00,101357472,hydrosquall/tiingo-python,9020979,hydrosquall,,,branch,pyup-update-tox-3.26.0-to-4.4.7,user
576,DeleteEvent,2022-10-17 07:07:35+00:00,102759628,randovania/randovania,884928,henriquegemignani,45249075,randovania,branch,dependabot/pip/prometheus-client-0.15.0,user
578,DeleteEvent,2023-06-30 12:03:34+00:00,10971814,nilp0inter/cpe,49699333,dependabot[bot],,,branch,dependabot/pip/py-1.10.0,user
