,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,event_type,event_ref,event_pusher_type
127,DeleteEvent,2023-06-29 08:42:08+00:00,9801644,elastic/elasticsearch-py,689327,picandocodigo,6764390,elastic,branch,bump_8.8_to_8.8.3,user
156,DeleteEvent,2023-05-08 20:00:46+00:00,48049137,zarr-developers/zarr-python,88113,joshmoore,35050297,zarr-developers,branch,dependabot/pip/fsspec-2023.5.0,user
176,DeleteEvent,2022-10-04 12:49:58+00:00,72477752,pulumi/pulumi,26634292,bors[bot],21992475,pulumi,branch,staging.tmp,user
195,DeleteEvent,2022-11-11 10:44:41+00:00,75949648,openedx/web-fragments,41958659,UsamaSadiq,40179672,openedx,branch,jenkins/upgrade-python-requirements-b56074a,user
232,DeleteEvent,2022-10-19 22:01:42+00:00,51765936,bachya/simplisafe-python,47216,bachya,,,branch,bump,user
267,DeleteEvent,2022-08-31 10:26:23+00:00,77032889,PyCQA/flake8-pyi,66076021,AlexWaygood,8749848,PyCQA,branch,redundant-literal-union-members,user
273,DeleteEvent,2022-11-08 03:35:33+00:00,71932349,ray-project/ray,49699333,dependabot[bot],22125274,ray-project,branch,dependabot/pip/python/requirements/data_processing/raydp-nightly-2022.11.4.dev1,user
307,DeleteEvent,2022-11-10 14:14:22+00:00,744916,gem/oq-engine,2463856,micheles,316546,gem,branch,gmf-docstring,user
389,DeleteEvent,2023-06-02 18:57:14+00:00,3342046,RDFLib/rdflib,49699333,dependabot[bot],1401847,RDFLib,branch,dependabot/docker/docker/latest/library/python-eaee5f7,user
424,DeleteEvent,2021-08-29 14:42:08+00:00,64991887,microsoft/LightGBM,25141164,StrikerRUS,6154722,microsoft,branch,dask_types,user
469,DeleteEvent,2023-01-11 11:23:42+00:00,14749846,pytroll/trollimage,167802,mraspaud,13004956,pytroll,tag,v1.20.0,user
516,DeleteEvent,2021-11-29 18:56:50+00:00,102759628,randovania/randovania,884928,henriquegemignani,45249075,randovania,branch,bugfix/pretty-print-comment,user
581,DeleteEvent,2023-03-26 11:27:34+00:00,103354538,BGmi/BGmi,13553903,trim21,31912536,BGmi,branch,renovate/pylint-2.x,user
588,DeleteEvent,2022-11-09 12:00:33+00:00,7803088,pylast/pylast,1324225,hugovk,8259519,pylast,branch,all-repos_autofix_add-3.12-dev,user
602,DeleteEvent,2022-09-28 13:00:18+00:00,1079822,jodal/pykka,49699333,dependabot[bot],,,branch,dependabot/pip/flake8-tw-5.0.4,user
635,DeleteEvent,2023-01-13 10:01:09+00:00,32363483,python-escpos/python-escpos,49699333,dependabot[bot],16302939,python-escpos,branch,dependabot/github_actions/actions/setup-python-4.4.0,user
650,DeleteEvent,2021-04-29 00:47:55+00:00,15592459,SFDO-Tooling/CumulusCI,49699333,dependabot[bot],42554011,SFDO-Tooling,branch,dependabot/pip/robotframework-pabot-1.13,user
673,DeleteEvent,2021-04-15 18:49:55+00:00,72477752,pulumi/pulumi,30351955,pulumi-bot,21992475,pulumi,branch,t0yv0/remote-component-py-sdk-5487,user
751,DeleteEvent,2023-01-28 18:41:32+00:00,131619646,dagster-io/dagster,1531373,smackesey,40032576,dagster-io,branch,sean/pyright-gcp,user
793,DeleteEvent,2023-06-07 19:43:59+00:00,138421996,nedbat/coveragepy,23789,nedbat,,,branch,nedbat/pedantic,user
809,DeleteEvent,2023-03-05 22:51:29+00:00,71948498,localstack/localstack,3996682,thrau,28732122,localstack,branch,persistence-plugin-prep,user
814,DeleteEvent,2022-09-13 09:57:00+00:00,53360534,vmware/alb-sdk,15983253,chaitanyaavi,473334,vmware,branch,jenkins_sync_21.1.6_docs,user
817,DeleteEvent,2023-06-26 11:26:55+00:00,37137879,QCoDeS/Qcodes,49699333,dependabot[bot],20478252,QCoDeS,branch,dependabot/pip/jupyter-client-approx-eq-8.3.0,user
826,DeleteEvent,2022-11-15 11:23:26+00:00,5639801,collective/plone.app.locales,1300763,ale-rt,362867,collective,branch,italian-widgets2022,user
839,DeleteEvent,2023-06-21 22:05:31+00:00,131619646,dagster-io/dagster,22457492,OwenKephart,40032576,dagster-io,branch,owen/storage-methods-2,user
849,DeleteEvent,2023-01-12 13:56:53+00:00,61572326,DataDog/dd-trace-py,1320353,brettlangdon,365230,DataDog,branch,juan-fernandez/update-ci-metadata-extraction,user
891,DeleteEvent,2023-03-21 12:32:04+00:00,33678988,genialis/resolwe,4426582,gregorjerse,2120224,genialis,tag,33.1.0a4,user
895,DeleteEvent,2021-07-08 23:05:28+00:00,51206425,aio-libs/multidict,72856194,aio-libs-github-bot[bot],7049303,aio-libs,branch,dependabot/pip/isort-5.9.2,user
931,DeleteEvent,2023-01-03 01:43:03+00:00,37137879,QCoDeS/Qcodes,26634292,bors[bot],20478252,QCoDeS,branch,staging.tmp,user
992,DeleteEvent,2023-03-02 10:39:58+00:00,75772625,secure-systems-lab/securesystemslib,49699333,dependabot[bot],9352491,secure-systems-lab,branch,dependabot/pip/pylint-2.16.2,user
1032,DeleteEvent,2022-08-23 01:25:31+00:00,38982731,home-assistant/frontend,41286756,delete-merged-branch[bot],13844975,home-assistant,branch,frenck-2022-1748,user
1048,DeleteEvent,2023-06-13 09:57:01+00:00,39515694,ungarj/mapchete,3802285,ungarj,,,branch,referencedraster_ndarrays,user
1083,DeleteEvent,2022-08-02 06:18:01+00:00,138597372,encode/starlette,7353520,Kludex,19159390,encode,branch,dependabot/pip/types-pyyaml-6.0.11,user
1087,DeleteEvent,2021-04-28 05:16:20+00:00,2954583,camptocamp/tilecloud,49699333,dependabot[bot],28109,camptocamp,branch,dependabot/pip/c2cciutils-1.1.dev20210426091625,user
1117,DeleteEvent,2023-03-30 21:57:34+00:00,131619646,dagster-io/dagster,29110579,clairelin135,40032576,dagster-io,branch,claire/context-time-window-methods-multipartitions,user
1139,DeleteEvent,2022-09-29 21:52:39+00:00,102066368,source-foundry/font-v,4249591,chrissimpkins,13209832,source-foundry,branch,dependabot/pip/fonttools-4.37.3,user
1149,DeleteEvent,2021-08-11 09:14:34+00:00,83081030,mayeut/pybase64,49699333,dependabot[bot],,,branch,dependabot/pip/wheel-0.37.0,user
1175,DeleteEvent,2023-01-30 19:08:37+00:00,38982731,home-assistant/frontend,663432,bdraco,13844975,home-assistant,branch,refactor_history_unsub,user
