,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,event_type,event_ref,event_pusher_type
39,DeleteEvent,2023-01-02 23:54:02+00:00,37137879,QCoDeS/Qcodes,26634292,bors[bot],20478252,QCoDeS,branch,staging.tmp,user
70,DeleteEvent,2022-09-05 14:27:20+00:00,7918530,offu/WeRoBot,49699333,dependabot[bot],38697276,offu,branch,dependabot/pip/pytest-7.1.2,user
85,DeleteEvent,2022-11-02 20:52:05+00:00,40328505,angr/claripy,20288064,zwimer,12520807,angr,branch,fix/clear-cache-after-abstracting-ast,user
87,DeleteEvent,2023-06-16 02:59:19+00:00,131583406,fniessink/next-action,49699333,dependabot[bot],,,branch,dependabot/pip/hypothesis-6.78.2,user
113,DeleteEvent,2022-11-04 16:49:41+00:00,89753770,luiscberrocal/django-test-tools,976869,luiscberrocal,,,branch,pyup-update-wheel-0.37.1-to-0.38.0,user
121,DeleteEvent,2023-05-17 21:46:25+00:00,77032889,PyCQA/flake8-pyi,66076021,AlexWaygood,8749848,PyCQA,branch,complete-typing,user
122,DeleteEvent,2021-08-12 04:19:56+00:00,77276660,SigmaHQ/sigma,62423083,frack113,79842123,SigmaHQ,branch,frack113-patch-1,user
203,DeleteEvent,2022-09-06 16:53:45+00:00,26235440,bluesky/ophyd,199813,tacaswell,47676189,bluesky,branch,fix-synaxisnoposition,user
244,DeleteEvent,2022-09-26 11:38:43+00:00,98886042,OCHA-DAP/hdx-data-freshness-emailer,1542984,teodorescuserban,5087346,OCHA-DAP,branch,dataset_date_email,user
289,DeleteEvent,2021-11-08 09:22:54+00:00,38982731,home-assistant/frontend,5662298,bramkragten,13844975,home-assistant,branch,filter-out-entity-category-target,user
298,DeleteEvent,2023-06-03 23:22:07+00:00,226992475,googleapis/python-bigquery,5184014,parthea,16785467,googleapis,branch,owl-bot-update-lock-240b5bcc2bafd450912d2da2be15e62bc6de2cf839823ae4bf94d4f392b451dc,user
300,DeleteEvent,2022-08-03 18:42:29+00:00,131619646,dagster-io/dagster,654855,sryza,40032576,dagster-io,branch,materializer-deprecation-fix,user
