,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,event_type,event_ref,event_pusher_type
39,DeleteEvent,2023-03-07 19:44:13+00:00,10865450,astropy/pyvo,6788290,bsipocz,847984,astropy,tag,v1.2.2,user
70,DeleteEvent,2022-11-01 17:49:37+00:00,25181584,h2oai/sparkling-water,3674621,mn-mikke,1402695,h2oai,branch,master-changelog-3.38.0.2-1-29c1c933d3749c23a6a41801640010ef3d55f3e2,user
94,DeleteEvent,2023-01-30 12:15:53+00:00,59046255,plus3it/watchmaker,37929162,mergify[bot],15047853,plus3it,branch,dependabot/pip/awscli-1.27.59,user
126,DeleteEvent,2023-05-17 11:29:36+00:00,137814779,getsentry/sentry-python,10587625,getsentry-bot,1396951,getsentry,branch,release/1.23.1,user
233,DeleteEvent,2022-09-21 14:53:12+00:00,61572326,DataDog/dd-trace-py,6321485,Kyle-Verhoog,365230,DataDog,branch,mergify/bp/0.61/pr-4193,user
273,DeleteEvent,2023-06-19 22:39:16+00:00,36358216,angr/cle,1341797,twizmwazin,12520807,angr,branch,pre-commit-ci-update-config,user
306,DeleteEvent,2021-07-27 21:22:58+00:00,226992475,googleapis/python-bigquery,247555,tswast,16785467,googleapis,branch,require-samples-checks,user
336,DeleteEvent,2022-09-15 07:49:25+00:00,33148320,DataBiosphere/toil,20567496,DailyDreaming,32805087,DataBiosphere,branch,issues/4148-temp-disk,user
389,DeleteEvent,2023-03-20 17:01:35+00:00,131619646,dagster-io/dagster,29110579,clairelin135,40032576,dagster-io,branch,claire/readd-snapshots,user
391,DeleteEvent,2021-08-13 09:53:09+00:00,106306056,kapicorp/kapitan,544768,ramaro,57769023,kapicorp,tag,v0.30.0-a.1,user
433,DeleteEvent,2023-01-22 02:14:10+00:00,137895113,angreal/angreal,6005970,dylanbstorey,45580675,angreal,branch,dependabot/cargo/libgit2-sys-0.13.51.4.5,user
439,DeleteEvent,2023-06-29 17:29:09+00:00,190461316,enorganic/oapi,204975,davebelais,91716117,enorganic,branch,bugfix/iso8601,user
442,DeleteEvent,2023-06-29 12:07:42+00:00,70553423,line/line-bot-sdk-python,29139614,renovate[bot],13128444,line,branch,renovate/org.apache.maven.plugins-maven-surefire-plugin-2.x,user
608,DeleteEvent,2021-08-24 21:17:17+00:00,4127088,Azure/azure-sdk-for-python,1020379,benbp,6844498,Azure,branch,sync-eng/common-benbp/stress-deploy-script-1918,user
612,DeleteEvent,2021-04-29 20:08:03+00:00,33364903,LeapBeyond/scrubadub,582393,thomasbird,33875633,LeapBeyond,branch,feature/numeric_replacer,user
627,DeleteEvent,2022-11-02 19:01:42+00:00,8463294,mozilla/treeherder,62588,jmaher,131524,mozilla,branch,filter-out-retriggers,user
655,DeleteEvent,2022-09-15 15:26:46+00:00,7169945,cenobites/flask-jsonrpc,298350,nycholas,2311253,cenobites,branch,feature/37-cerberus-validator,user
