,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,event_type,event_ref,event_pusher_type
26,DeleteEvent,2023-01-17 18:34:29+00:00,16241224,prompt-toolkit/python-prompt-toolkit,216638,jonathanslenders,44159252,prompt-toolkit,branch,fix-aclosing-mypy-issue,user
49,DeleteEvent,2023-01-02 21:47:06+00:00,37137879,QCoDeS/Qcodes,26634292,bors[bot],20478252,QCoDeS,branch,staging.tmp,user
58,DeleteEvent,2023-01-11 21:22:38+00:00,31667038,latchset/jwcrypto,8332609,simo5,17146082,latchset,branch,ppc64le_emu,user
61,DeleteEvent,2022-10-11 13:00:50+00:00,50903853,AnalogJ/lexicon,9728851,adferrand,,,tag,v3.11.6,user
71,DeleteEvent,2023-06-18 16:53:45+00:00,102581313,python-openapi/openapi-spec-validator,1679024,p1c2u,126442889,python-openapi,branch,dependabot/pip/jsonschema-4.18.0a10,user
80,DeleteEvent,2023-05-18 18:09:32+00:00,61572326,DataDog/dd-trace-py,62392438,mabdinur,365230,DataDog,branch,backport_5868_1_13,user
91,DeleteEvent,2023-01-06 08:23:56+00:00,98885959,angr/ailment,5071575,ltfish,12520807,angr,branch,feat/decompiler_labels,user
185,DeleteEvent,2022-10-04 16:41:12+00:00,7209075,pantsbuild/pants,3956745,thejcannon,3065172,pantsbuild,branch,revert-17085-missingskip,user
268,DeleteEvent,2022-02-11 22:04:43+00:00,43677177,AMICI-dev/AMICI,14923969,FFroehlich,68919097,AMICI-dev,branch,fix_pysb_local_functions,user
396,DeleteEvent,2022-08-11 11:39:13+00:00,37137879,QCoDeS/Qcodes,26634292,bors[bot],20478252,QCoDeS,branch,staging.tmp,user
444,DeleteEvent,2023-06-17 07:41:09+00:00,2909429,nicolargo/glances,29139614,renovate[bot],,,branch,renovate/eslint-8.x-lockfile,user
464,DeleteEvent,2023-01-06 10:10:15+00:00,99846383,horovod/horovod,1778667,maxhgerlach,46361271,horovod,branch,restrict-numpy-version-for-old-pandas,user
486,DeleteEvent,2022-10-13 22:59:47+00:00,72477752,pulumi/pulumi,26634292,bors[bot],21992475,pulumi,branch,staging.tmp,user
513,DeleteEvent,2023-06-13 21:05:21+00:00,161867312,taskcluster/taskcluster,92693437,matt-boris,6257436,taskcluster,branch,matt-boris/fixChangelogDependencyUpgradeNotes,user
581,DeleteEvent,2023-03-26 17:27:16+00:00,43719692,xeBuz/Flask-Validator,29139614,renovate[bot],,,branch,renovate/pytz-2022.x,user
628,DeleteEvent,2023-06-30 04:04:32+00:00,53665596,openedx/edx-drf-extensions,49161187,edx-requirements-bot,40179672,openedx,branch,jenkins/upgrade-python-requirements-69ee267,user
654,DeleteEvent,2023-01-11 06:37:02+00:00,38982731,home-assistant/frontend,6835241,steverep,13844975,home-assistant,branch,dependabot/npm_and_yarn/lint-staged-13.1.0,user
704,DeleteEvent,2023-05-15 21:02:47+00:00,40328394,angr/angr,1341797,twizmwazin,12520807,angr,branch,pre-commit-ci-update-config,user
716,DeleteEvent,2023-06-25 09:03:03+00:00,4127088,Azure/azure-sdk-for-python,53356347,azure-sdk,6844498,Azure,branch,sync-eng/common-benbp/stress-byos-6347,user
792,DeleteEvent,2023-06-13 07:17:47+00:00,104200746,python-openapi/openapi-core,1679024,p1c2u,126442889,python-openapi,branch,dependabot/pip/httpx-0.24.1,user
803,DeleteEvent,2023-01-12 11:30:42+00:00,126029888,amadeus4dev/amadeus-python,15012967,tsolakoua,36638275,amadeus4dev,branch,flight-offers-price,user
812,DeleteEvent,2022-10-19 21:56:13+00:00,109420826,bachya/pytile,47216,bachya,,,branch,bump,user
827,DeleteEvent,2023-01-15 10:03:03+00:00,4127088,Azure/azure-sdk-for-python,53356347,azure-sdk,6844498,Azure,branch,sync-eng/common-migration-5108,user
887,DeleteEvent,2021-11-02 00:52:39+00:00,23127861,nylas/nylas-python,17770919,mrashed-dev,4219865,nylas,branch,mostafarashed/sc-69627/component-crud-support-for-python-sdk,user
944,DeleteEvent,2023-01-03 07:12:09+00:00,37137879,QCoDeS/Qcodes,26634292,bors[bot],20478252,QCoDeS,branch,staging.tmp,user
945,DeleteEvent,2023-01-03 06:31:56+00:00,37137879,QCoDeS/Qcodes,26634292,bors[bot],20478252,QCoDeS,branch,staging.tmp,user
995,DeleteEvent,2023-05-13 17:26:43+00:00,123377553,MetPX/sarracenia,394117,petersilva,36943571,MetPX,branch,v03_wip_issue366_v02,user
1001,DeleteEvent,2021-04-19 20:39:03+00:00,37496521,nteract/nteract,29139614,renovate[bot],12401040,nteract,branch,renovate/jest-26.x,user
1009,DeleteEvent,2021-08-31 21:37:30+00:00,136852747,andrewcooke/choochoo,49699333,dependabot[bot],,,branch,dependabot/npm_and_yarn/js/tar-6.1.5,user
1049,DeleteEvent,2023-06-15 20:30:10+00:00,9801644,elastic/elasticsearch-py,18519037,sethmlarson,6764390,elastic,branch,setup-py,user
1056,DeleteEvent,2022-11-09 13:03:25+00:00,122529924,onicagroup/runway,49699333,dependabot[bot],36744796,onicagroup,branch,dependabot/npm_and_yarn/pyright-1.1.278,user
