,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,release_action,release_tag_name,release_name,release_body
97,ReleaseEvent,2023-06-06 21:59:08+00:00,119399685,astropy/sphinx-astropy,2090236,pllim,847984,astropy,published,v1.9.0,v1.9.0 Release Notes,"## What's Changed
* Updates for recent Sphinx versions by @saimn in https://github.com/astropy/sphinx-astropy/pull/57
* FEAT: Use pydata-sphinx-theme in conf/v2.py by @pllim in https://github.com/astropy/sphinx-astropy/pull/59


**Full Changelog**: https://github.com/astropy/sphinx-astropy/compare/v1.8.0...v1.9.0"
485,ReleaseEvent,2023-01-19 23:50:13+00:00,72477752,pulumi/pulumi,30351955,pulumi-bot,21992475,pulumi,published,v3.52.1,v3.52.1,"## 3.52.1 (2023-01-19)


### Bug Fixes

- [engine] Fix launching non-Go plugins on Windows.
  [#11915](https://github.com/pulumi/pulumi/pull/11915)"
797,ReleaseEvent,2022-10-19 19:39:33+00:00,102102105,DonDebonair/slack-machine,854991,DonDebonair,,,published,v0.20.1,v0.20.1,"### Fixed

- Use `conversations.info` endpoint on Slack WebAPI instead of `channels.info` endpoint, which is deprecated and mark optional fields as such in `User` and `Channel` objects ([#386](https://github.com/DonDebonair/slack-machine/pull/386) by @repudi8or)

**Full Changelog**: https://github.com/DonDebonair/slack-machine/compare/v0.20...v0.20.1"
848,ReleaseEvent,2022-11-07 19:13:45+00:00,49414256,PyPSA/PyPSA,29101152,fneum,32890768,PyPSA,published,v0.21.0, v0.21.0,"## What's Changed
* [pre-commit.ci] pre-commit autoupdate by @pre-commit-ci in https://github.com/PyPSA/PyPSA/pull/463
* Integrate new optimization module based on linopy by @FabianHofmann in https://github.com/PyPSA/PyPSA/pull/336
* [pre-commit.ci] pre-commit autoupdate by @pre-commit-ci in https://github.com/PyPSA/PyPSA/pull/464
* Frontend stats by @p-glaum in https://github.com/PyPSA/PyPSA/pull/457
* linopf: Allow empty lhs in nodal balance for zero rhs by @coroa in https://github.com/PyPSA/PyPSA/pull/465
* optimization: fix postprocessing with different index type by @FabianHofmann in https://github.com/PyPSA/PyPSA/pull/471
* fix example model text for pypsa-earth by @pz-max in https://github.com/PyPSA/PyPSA/pull/469
* add discord reference by @pz-max in https://github.com/PyPSA/PyPSA/pull/468
* Statistics refactor by @FabianHofmann in https://github.com/PyPSA/PyPSA/pull/473
* statistics: fix groupby argument by @FabianHofmann in https://github.com/PyPSA/PyPSA/pull/474
* User update by @pz-max in https://github.com/PyPSA/PyPSA/pull/475
* Restore pandapower importer and add tests by @pz-max in https://github.com/PyPSA/PyPSA/pull/332
* statistics: fix groupby default argument by @FabianHofmann in https://github.com/PyPSA/PyPSA/pull/476
* io: speed up import by @FabianHofmann in https://github.com/PyPSA/PyPSA/pull/480
* prepare release 0.21.0 by @fneum in https://github.com/PyPSA/PyPSA/pull/481


**Full Changelog**: https://github.com/PyPSA/PyPSA/compare/v0.20.1...v0.21.0"
1012,ReleaseEvent,2023-01-15 03:40:08+00:00,32944298,Z3Prover/z3,3085284,NikolajBjorner,11668813,Z3Prover,published,Nightly,Nightly,"nightly build

## Changes:

* 4f7f4376b8e9ee12685968ba63f2cec5d19e8962 fix bug in new core not detecting conflict, fix #6525, add tactic doc

This list of changes was [auto generated](https://dev.azure.com/z3build/Z3Build/_build/results?buildId=4691&view=logs)."
1061,ReleaseEvent,2023-01-13 12:45:41+00:00,84231584,deadc0de6/dotdrop,8973919,deadc0de6,,,published,v1.12.4,v1.12.4,"bug fixes

* fix bug with included profile actions (#375) "
1236,ReleaseEvent,2022-08-22 14:47:28+00:00,43191201,bqplot/bqplot,21197331,martinRenou,16003794,bqplot,published,0.12.34,Release 0.12.34,"## What's Changed

* Backport ipywidgets 8 support by @martinRenou in https://github.com/bqplot/bqplot/pull/1517

**Full Changelog**: https://github.com/bqplot/bqplot/compare/0.12.33...0.12.34"
1268,ReleaseEvent,2021-11-13 02:29:12+00:00,9861437,imageio/imageio,41898282,github-actions[bot],3678179,imageio,published,v2.10.4,v2.10.4,"### Fix
* Consistently handle file opening/closing ([#673](https://github.com/imageio/imageio/issues/673)) ([`b852f45`](https://github.com/imageio/imageio/commit/b852f451a0d5b2e949f5e698b0ef50a4ec4dbb86))

### Documentation
* Reorder getting started menu ([#683](https://github.com/imageio/imageio/issues/683)) ([`94f479e`](https://github.com/imageio/imageio/commit/94f479ebd4161425d0ce4d4d3aeac1a1802ae3ab))"
1328,ReleaseEvent,2021-04-16 20:51:26+00:00,1039520,ytdl-org/youtube-dl,1908898,dstftw,48381040,ytdl-org,published,2021.04.17,youtube-dl 2021.04.17,"Core
+ [utils] Add support for experimental HTTP response status code
  308 Permanent Redirect (#27877, #28768)

Extractors
+ [lbry] Add support for HLS videos (#27877, #28768)
* [youtube] Fix stretched ratio calculation
* [youtube] Improve stretch extraction (#28769)
* [youtube:tab] Improve grid extraction (#28725)
+ [youtube:tab] Detect series playlist on playlists page (#28723)
+ [youtube] Add more invidious instances (#28706)
* [pluralsight] Extend anti-throttling timeout (#28712)
* [youtube] Improve URL to extractor routing (#27572, #28335, #28742)
+ [maoritv] Add support for maoritelevision.com (#24552)
+ [youtube:tab] Pass innertube context and x-goog-visitor-id header along with
  continuation requests (#28702)
* [mtv] Fix Viacom A/B Testing Video Player extraction (#28703)
+ [pornhub] Extract DASH and HLS formats from get_media end point (#28698)
* [cbssports] Fix extraction (#28682)
* [jamendo] Fix track extraction (#28686)
* [curiositystream] Fix format extraction (#26845, #28668)"
1449,ReleaseEvent,2021-04-14 11:26:22+00:00,76347279,automl/random_forest_run,5320498,mfeurer,6469053,automl,published,v0.8.1,Version 0.8.1,Update the license identifier
1607,ReleaseEvent,2021-04-16 19:28:28+00:00,38982731,home-assistant/frontend,41898282,github-actions[bot],13844975,home-assistant,published,20210416.0,20210416.0,"## What's Changed

* Align layout of all cards (#8931) @balloob
* Fixes for integration cards (#8930) @balloob
* Update script editor (#8919) @bramkragten
* Remove non effective CSS for CM6 search panel input (#8921) @spacegaier
* Added missing `<ul>` to beta join dialog (#8927) @spacegaier
* Fix two swapped action/confirm texts (#8922) @CarlosGS
* Corrected ""not loaded"" state string (#8925) @spacegaier
* Correct wording from ""component"" to ""integration"" on new integration page (#8924) @spacegaier
* Show config entry state on card (#8911) @balloob
* Fix activate scene button + allow removing icon (#8916) @bramkragten
* Use const everywhere for ""group.default_view"" (#8918) @spacegaier
* Add z-index to add user dialog (#8917) @bramkragten
* Refactor sequence matching to accept item rather than word array (#8866) @donkawechico
* Set standard name for Cancel button, to align translations (#8914) @CarlosGS
* Fix time selector + base am/pm on user language (#8908) @bramkragten
* Don't add toast to history (#8915) @bramkragten
* Bump typescript to 4.2.4 (#8876) @bramkragten
* Highlight if log comes from custom component (#8912) @balloob
* Hide new light color mode attributes in more-info (#8895) @spacegaier
* Unsubscribe when dismissing during wrap up (#8909) @bdraco
* Fix computing cards (#8894) @dabku
* Improve spelling (#8901) @LEJOUI
* Show toast with call service error (#8904) @bramkragten
* Fix saving entities of the device in scene editor (#8884) @dabku
* Increase supervisor metric value span width to account for blank (#8885) @spacegaier
* Update codemirror (#8903) @bramkragten
* Remove hint about ZHA/Z-Wave config panels moving to integrations page (#8867) @cgarwood
"
2031,ReleaseEvent,2023-03-01 23:24:48+00:00,262422450,scikit-hep/uproot5,1852447,jpivarski,23454624,scikit-hep,published,v5.0.4,Version 5.0.4,"## New features

* feat: allow `uproot.dask` to re-map forms at the data source by @lgray in https://github.com/scikit-hep/uproot5/pull/830
* feat: add support for TLeafG by @ioanaif in https://github.com/scikit-hep/uproot5/pull/840

## Bug-fixes and performance

* fix: separate ZstdDecompressor for each thread (re-do) by @nsmith- in https://github.com/scikit-hep/uproot5/pull/828
* fix: `_awkward_forth.symbol_dict` was missing `np.dtype("">i1"")` by @jpivarski in https://github.com/scikit-hep/uproot5/pull/827
* fix: ak_add_doc should add docs to both the lazy and the materialized array. by @jpivarski in https://github.com/scikit-hep/uproot5/pull/832
* fix: Uproot should be able to run without Awkward. by @jpivarski in https://github.com/scikit-hep/uproot5/pull/831
* fix: add ttree title to __doc__ of top level record by @lgray in https://github.com/scikit-hep/uproot5/pull/836
* fix: complain about CannotBeAwkward earlier, before reading data. by @jpivarski in https://github.com/scikit-hep/uproot5/pull/838
* fix: models should not be wrapped in a ListOffsetForm by @ioanaif in https://github.com/scikit-hep/uproot5/pull/841
* fix: let form mappings apply a behavior by @lgray in https://github.com/scikit-hep/uproot5/pull/834

## Other

* docs: add renyhp as a contributor for code by @allcontributors in https://github.com/scikit-hep/uproot5/pull/829
* ci: [pre-commit.ci] pre-commit autoupdate by @pre-commit-ci in https://github.com/scikit-hep/uproot5/pull/839
* chore: move to Ruff by @henryiii in https://github.com/scikit-hep/uproot5/pull/825

## New Contributors
* @lgray made their first contribution in https://github.com/scikit-hep/uproot5/pull/830
* @ioanaif made their first contribution in https://github.com/scikit-hep/uproot5/pull/841

**Full Changelog**: https://github.com/scikit-hep/uproot5/compare/v5.0.3...v5.0.4"
2202,ReleaseEvent,2022-02-02 13:31:36+00:00,181073614,skalenetwork/skale.py,41898282,github-actions[bot],49560738,skalenetwork,published,5.7dev1,5.7dev1,
2305,ReleaseEvent,2021-04-27 17:26:58+00:00,9801644,elastic/elasticsearch-py,18519037,sethmlarson,6764390,elastic,published,v7.12.1,7.12.1,"# APIs

Updated APIs to 7.12.1

## Text Structure

- Changed the `text_structure.find_text_structure` API from **experimental** to **stable**"
2520,ReleaseEvent,2022-09-06 07:15:10+00:00,144382244,sarugaku/plette,41898282,github-actions[bot],39783362,sarugaku,published,v0.3.0,Release v0.3.0,
2548,ReleaseEvent,2022-08-23 03:40:29+00:00,32944298,Z3Prover/z3,3085284,NikolajBjorner,11668813,Z3Prover,published,Nightly,Nightly,"nightly build

## Changes:

* 0eea021dc32761a1dd854fd6dfa27427b12080fb include global parameters and fixup for HTML meta-characters
* f6e4a45f4beddb1b213f3233527777aed681a0bd Merge branch 'master' of https://github.com/z3prover/z3
* 64e0e785e786a1baa2bf4e32dfe16727bd11ad25 #5953
* 09ab575d2933531449e30955e67ccac2c79c3807 parens
* daa24ef4ced30c2d9164c8907471cc49504fd0b1 add missing error check
* 9eb4237dfe23a70ec15b5e55b6ee2688d1ef46bd fix #6292
* a38308792efceb062fd1b9d5ad6c52ef9a47f552 #6288
* 409230259095bdc157321c5bdc2d8644f1157fda use interface for creating unary equalities
* 17fc43847623bff8a0a3e2fb1ebfbd6719e6d23a don't have bv-ackerman influence simplification
* be0cd74c71eb3e6f9709fb05e5aba78ba13ec35f #6289
<details><summary><b>See More</b></summary>

* 2181a0ff7464ab4c6a140d258d6f1ad36689b501 #6289
* 56fb1615327b75567bbf2b3c5c64806f7ba6d9ff ADT-constructor generation crashed in .NET/Java when no (= default) fields are given (#6287)
* 6ba9ada1e2d4aefd6cbe0602b743124b40e11628 Fix typos. (#6291)
* 706f7fbdc786509169abbb8483f055da9e1689e7 Fix some warnings about unused stuff. (#6290)
* d5d77dfe642181d61f033be508daba2fc88bb286 minor code simplifications
* 08bf7a62933c787c5184b64727a849b551ecf2a2 fix name
* 665ef2c6bae91fb13e7cf4f9aab37b89d08c473a add missing new
* bb5d81195c124f74906da83c4a58e03c3624f14b use equalities
* b26420ed997a6a064b8fdb243e7d2d07541a321a #6285
* ea8b118eb1c50a3ca1138af5d1b4c34d7d77fa85 Android CI: Configure with CMAKE_ANDROID_API (#6284)
* e83a70f9ad2153d480118b7d384e9016fe00dc02 add newlines for description
* 514eaf33aae719e750be664940a00774fef3cf38 Merge branch 'master' of https://github.com/z3prover/z3
* 600b4491aa7c21d101098e699a6d25073dde6216 don't forget parameter documentation
* 540e36e6cba7501a0b3f86e246cbaade20f35f2e roll version number

This list of changes was [auto generated](https://dev.azure.com/z3build/Z3Build/_build/results?buildId=4517&view=logs).</details>"
2665,ReleaseEvent,2023-03-21 14:02:11+00:00,68928471,inspirehep/inspire-schemas,42305444,MJedr,356664,inspirehep,published,61.3.20,61.3.20,
3000,ReleaseEvent,2021-07-15 22:59:51+00:00,26456792,slackapi/python-slack-sdk,19658,seratch,6962987,slackapi,published,v3.8.0,version 3.8.0,"## New Features

### Token Rotation Support (more info to come soon!)

This version includes the token rotation feature support for better security. Refer to [the API document](https://api.slack.com/) for the general information about the feature.

#### How to enable token rotation with this SDK

Apart from the column additions for the feature (specifically, refresh token + expiration date time) and the corresponding changes in your app code, no significant code is needed. Checking the example apps using Flask, Sanic in [this directory](https://github.com/slackapi/python-slack-sdk/tree/main/integration_tests/samples/token_rotation) can be helpful to learn what to do.

In a nutshell, you can call the following `rotate_tokens` method before handling every single incoming request from Slack. As long as your `InstallationStore` support the token rotation patterns, the code below should work as-is. 

```python
from slack_sdk.oauth.token_rotation import TokenRotator
from slack_sdk.oauth.installation_store import FileInstallationStore

# This instance can be singleton; thread-safe
token_rotator = TokenRotator(
    # These are required for refreshing tokens
    client_id=client_id,
    client_secret=client_secret,
)
# Your own InstallationStore here
installation_store = FileInstallationStore()

def rotate_tokens(
    enterprise_id: Optional[str] = None,
    team_id: Optional[str] = None,
    user_id: Optional[str] = None,
    is_enterprise_install: Optional[bool] = None,
):
    installation = installation_store.find_installation(
        enterprise_id=enterprise_id,
        team_id=team_id,
        user_id=user_id,
        is_enterprise_install=is_enterprise_install,
    )
    if installation is not None:
        # If rotation does not occur, refreshed_installation is None
        refreshed_installation = token_rotator.perform_token_rotation(installation=installation)
        if refreshed_installation is not None:
            # Save the new access token for the following processes
            installation_store.save(refreshed_installation)
```

#### Migration guide for `SQLAlchemyInstallationStore` users

If your app uses the built-in `SQLAlchemyInstallationStore` for managing Slack app installations, adding the following database columns is required for this version upgrade. Refer to [the code](https://github.com/slackapi/python-slack-sdk/tree/main/slack_sdk/oauth/installation_store/sqlalchemy) to check the complete ones. 

Also, since this version, all the table columns for string data have their max length for better compatibility with MySQL. We recommend setting the same ones for your models.

##### slack_installations

* `Column(""bot_refresh_token"", String(200)),`
* `Column(""bot_token_expires_at"", DateTime),`
* `Column(""user_refresh_token"", String(200)),`
* `Column(""user_token_expires_at"", DateTime),`

##### slack_bots

* `Column(""bot_refresh_token"", String(200)),`
* `Column(""bot_token_expires_at"", DateTime),`

## Changes

* #1060 Add token rotation feature support - Thanks @seratch
* #1040 Set max length for string columns in SQLAlchemy models for MySQL compatibility - Thanks @tattee
* #1047 Make WebhookClient (sync/async) #send method accept link unfurl params - Thanks @srajiang 
* #1061 WebClient's paginated response iterator does not work for admin.conversations.search API - Thanks @seratch 
* #1054 #1053 conversations_invite() fails with ""error: no_user"" - Thanks @seratch @noperator 
* #1044 Updates PythOnBoardingBot tutorial sample to use bolt-python - Thanks @srajiang 
* #1048 Update command in maintainers guide - Thanks @srajiang 

---
* All issues/pull requests: https://github.com/slackapi/python-slack-sdk/milestone/38?closed=1
* All changes: https://github.com/slackapi/python-slack-sdk/compare/v3.7.0...v3.8.0"
3349,ReleaseEvent,2021-04-07 10:41:02+00:00,43645564,ganga-devs/ganga,19779552,mesmith75,13271048,ganga-devs,published,8.4.8,8.4.8,"**************************************************************************************************************
8.4.8 (2021/04/07)


--------------------------------------------------------------------------------------------------------------
ganga/ganga/GangaCore
--------------------------------------------------------------------------------------------------------------
* Cleaned up some expensive debugs #1869
* Adjustment of GangaList removal #1868 

--------------------------------------------------------------------------------------------------------------
ganga/ganga/GangaDirac
--------------------------------------------------------------------------------------------------------------
* Add check to Executable RTHandler for DiracFile inputfiles. #1877 

--------------------------------------------------------------------------------------------------------------
ganga/ganga/GangaLHCb
--------------------------------------------------------------------------------------------------------------
*  Replace lb-sdb-query listPlatforms with lb-run --list-platforms in prepareGaudiExec #1880 


**************************************************************************************************************"
3679,ReleaseEvent,2021-04-01 15:11:47+00:00,254078902,CybercentreCanada/assemblyline_client,59840781,cccs-sgaron,56049619,CybercentreCanada,published,v4.0.3,Release 4.0.3,"* Added support for APIKeys with extended priviledges
* Added support for ALL APIs including administrative ones
* Fix --srv-spec param in al_submit"
3736,ReleaseEvent,2021-11-17 01:20:36+00:00,4334538,rq/django-rq,188658,selwin,35203774,rq,published,v2.5.0,v2.5.0,"* Better integration with Django admin, along with a new `Access admin page` permission that you can selectively grant to users. Thanks @haakenlid!
* Worker count is now updated everytime you view workers for that specific queue. Thanks @cgl!
* Add the capability to pass arbitrary Redis client kwargs. Thanks @juanjgarcia!
* Always escape text when rendering job arguments. Thanks @rhenanbartels!
* Add `@never_cache` decorator to all Django-RQ views. Thanks @Cybernisk!
* `SSL_CERT_REQS` argument should also be passed to Redis client even when Redis URL is used. Thanks @paltman!"
4063,ReleaseEvent,2022-09-26 12:32:48+00:00,48049137,zarr-developers/zarr-python,88113,joshmoore,35050297,zarr-developers,published,v2.13.1,v2.13.1,See release notes https://zarr.readthedocs.io/en/stable/release.html#release-2-13-1
4110,ReleaseEvent,2022-11-06 07:47:24+00:00,108187130,mhammond/pywin32,83924,mhammond,,,published,b305,Release 305,"[The changes](https://github.com/mhammond/pywin32/blob/52628af307f9ce29864bbfd62eb3a02c74fa3272/CHANGES.txt#L17)

You should use pip:
> pip install pywin32 --upgrade

More [details in the README](https://github.com/mhammond/pywin32#installing-via-pip)

**[.exe installers are now deprecated](https://github.com/mhammond/pywin32#binaries)**, but while they still exist, you must choose both the correct Python version and ""bittedness"". Even if you have a 64bit computer, if you installed a 32bit version of Python you must install the 32bit version of pywin32.

There is one binary per-version, per-bittedness. To determine what version of Python you have, start Python and look at the first line of the banner. Compare these 2:

```
Python 2.7.2+ ... [MSC v.1500 32 bit (Intel)] on win32
Python 2.7.2+ ... [MSC v.1500 64 bit (AMD64)] on win32
                              ^^^^^^^^^^^^^^
```

If the installation process informs you that Python is not found in the registry, it almost certainly means you have downloaded the wrong version - either for the wrong version of Python, or the wrong ""bittedness"".

But as above: **.exe installers are deprecated** - please [use pip](https://github.com/mhammond/pywin32#installing-via-pip)."
4754,ReleaseEvent,2022-11-15 21:23:29+00:00,527040,recurly/recurly-client-python,49795151,recurly-integrations,144605,recurly,published,4.23.0,4.23.0,"[Full Changelog](https://github.com/recurly/recurly-client-python/compare/4.22.0...4.23.0)


**Merged Pull Requests**

- Generated Latest Changes for v2021-02-25 (External Subscriptions feature) [#607](https://github.com/recurly/recurly-client-python/pull/607) ([recurly-integrations](https://github.com/recurly-integrations))
- Generated Latest Changes for v2021-02-25 [#604](https://github.com/recurly/recurly-client-python/pull/604) ([recurly-integrations](https://github.com/recurly-integrations))"
