,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,event_type,event_ref,event_pusher_type
56,DeleteEvent,2023-01-02 16:04:13+00:00,37137879,QCoDeS/Qcodes,26634292,bors[bot],20478252,QCoDeS,branch,staging.tmp,user
88,DeleteEvent,2021-04-09 08:18:47+00:00,71932349,ray-project/ray,49699333,dependabot[bot],22125274,ray-project,branch,dependabot/pip/python/requirements/transformers-4.4.2,user
134,DeleteEvent,2021-08-12 16:51:02+00:00,6662075,joke2k/faker,89607,fcurella,,,branch,fcurella-patch-1,user
146,DeleteEvent,2021-07-30 09:33:09+00:00,8410895,zopefoundation/AccessControl,1215784,dataflake,1163184,zopefoundation,tag,5.1,user
166,DeleteEvent,2021-07-14 21:20:16+00:00,118506495,sepandhaghighi/pycm,27856297,dependabot-preview[bot],,,branch,dependabot/pip/dev/numpy-1.21.0,user
227,DeleteEvent,2022-10-28 09:08:01+00:00,72477752,pulumi/pulumi,26634292,bors[bot],21992475,pulumi,branch,staging.tmp,user
269,DeleteEvent,2022-10-22 23:54:26+00:00,72477752,pulumi/pulumi,26634292,bors[bot],21992475,pulumi,branch,mckinstry/python-concurrency,user
387,DeleteEvent,2023-06-20 15:06:12+00:00,48881026,jaraco/hgtools,308610,jaraco,,,branch,debug/emit-hg-version,user
388,DeleteEvent,2023-06-20 00:43:10+00:00,102692863,onnx/onnx,14194980,jcwchen,31675368,onnx,branch,dependabot/github_actions/reviewdog/action-shellcheck-1.18.0,user
475,DeleteEvent,2022-09-14 19:57:10+00:00,4127088,Azure/azure-sdk-for-python,5723682,tjprescott,6844498,Azure,branch,cosmos/UpdateCodeowners,user
576,DeleteEvent,2023-06-04 15:43:38+00:00,82564779,aio-libs/async-lru,2203121,Dreamsorcerer,7049303,aio-libs,branch,pyup-scheduled-update-2023-04-03,user
581,DeleteEvent,2022-09-28 15:04:11+00:00,131619646,dagster-io/dagster,202219,alangenfeld,40032576,dagster-io,branch,al/09-27-_threaded_sensors_one_active_tick_per_sensor,user
599,DeleteEvent,2022-10-17 13:28:26+00:00,131619646,dagster-io/dagster,1037212,bengotow,40032576,dagster-io,branch,bengotow2022/asset-plots,user
639,DeleteEvent,2023-06-20 14:36:59+00:00,8710321,openedx/XBlock,781561,feanil,40179672,openedx,branch,jenkins/upgrade-python-requirements-30d2531,user
682,DeleteEvent,2022-11-08 06:21:59+00:00,34810125,openedx/edx-rest-api-client,41958659,UsamaSadiq,40179672,openedx,branch,test-upgrade-requirements-workflow,user
701,DeleteEvent,2022-02-11 01:16:37+00:00,64991887,microsoft/LightGBM,25141164,StrikerRUS,6154722,microsoft,branch,nyoka,user
709,DeleteEvent,2022-10-16 09:22:09+00:00,8480726,zopefoundation/RestrictedPython,1766708,loechel,1163184,zopefoundation,branch,fix_ast_docs,user
735,DeleteEvent,2022-08-02 13:40:46+00:00,37137879,QCoDeS/Qcodes,26634292,bors[bot],20478252,QCoDeS,branch,staging.tmp,user
766,DeleteEvent,2023-06-07 16:57:52+00:00,131619646,dagster-io/dagster,1040172,prha,40032576,dagster-io,branch,prha/blah,user
792,DeleteEvent,2023-06-22 09:46:51+00:00,64742531,Clinical-Genomics/trailblazer,584738,henrikstranneheim,6412433,Clinical-Genomics,branch,add_pre_commit,user
816,DeleteEvent,2023-06-30 07:42:54+00:00,66466789,python-cachier/cachier,917954,shaypal5,119668473,python-cachier,branch,type-hints,user
819,DeleteEvent,2023-06-18 16:53:29+00:00,102581313,python-openapi/openapi-spec-validator,1679024,p1c2u,126442889,python-openapi,branch,dependabot/pip/sphinx-7.0.1,user
908,DeleteEvent,2022-11-02 20:52:37+00:00,40328505,angr/claripy,20288064,zwimer,12520807,angr,branch,fix/clear-cache-after-abstracting-ast,user
912,DeleteEvent,2023-01-03 04:45:34+00:00,37137879,QCoDeS/Qcodes,26634292,bors[bot],20478252,QCoDeS,branch,staging.tmp,user
957,DeleteEvent,2022-02-09 12:58:04+00:00,137814779,getsentry/sentry-python,202325,antonpirker,1396951,getsentry,branch,antonpirker/WEBBACKEND-42-add-support-for-asgi-integrations,user
963,DeleteEvent,2022-11-02 19:00:39+00:00,8463294,mozilla/treeherder,62588,jmaher,131524,mozilla,branch,selenium_travis,user
1044,DeleteEvent,2022-11-07 19:54:51+00:00,77054015,KE-works/pykechain,1391724,jberends,24698346,KE-works,branch,pyup-update-mypy-0.961-to-0.982,user
1049,DeleteEvent,2023-06-13 04:08:15+00:00,17420614,seleniumbase/SeleniumBase,6788579,mdmintz,17287301,seleniumbase,branch,update-recorder-mode-and-dependencies,user
1107,DeleteEvent,2021-07-26 12:11:56+00:00,50646767,raiden-network/raiden,1312091,istankovic,19666847,raiden-network,branch,dependabot/pip/requirements/coincurve-15.0.1,user
1135,DeleteEvent,2022-09-21 00:51:03+00:00,26947860,facelessuser/pymdown-extensions,49699333,dependabot[bot],,,branch,dependabot/npm_and_yarn/babel/core-7.19.1,user
1182,DeleteEvent,2023-03-04 16:24:38+00:00,88785829,FlipperPA/wagtailcodeblock,68164,FlipperPA,,,tag,1.28.0.1,user
1209,DeleteEvent,2022-10-03 04:12:52+00:00,70974096,wheerd/multiset,49699333,dependabot[bot],,,branch,dependabot/pip/sphinx-5.2.2,user
1218,DeleteEvent,2023-03-15 10:01:26+00:00,92205085,aws/aws-sam-cli,46753707,aws-sam-cli-bot,2232217,aws,tag,v1.76.0.dev202303140901,user
1232,DeleteEvent,2021-11-04 22:27:02+00:00,224512285,fortifyadmin/fortifyapi,1668329,xolian,58273602,fortifyadmin,branch,scratch/bugfix-project-encoding,user
1310,DeleteEvent,2021-08-17 09:37:04+00:00,137461722,pyscaffold/configupdater,3184072,FlorianWilhelm,34571116,pyscaffold,tag,v3.0rc1,user
1402,DeleteEvent,2022-08-09 00:56:25+00:00,118288205,asottile/cfgv,1810591,asottile,,,branch,pre-commit-ci-update-config,user
1429,DeleteEvent,2022-08-27 12:46:59+00:00,91215794,eliasdabbas/advertools,15708966,eliasdabbas,,,branch,pyup-scheduled-update-2022-08-22,user
1432,DeleteEvent,2022-08-27 01:11:08+00:00,125266328,psf/black,63936253,ichard26,50630501,psf,branch,reduce-single-file-format-overhead,user
1542,DeleteEvent,2021-04-29 14:38:20+00:00,15510233,openfisca/openfisca-france,6603048,benoit-cty,1794404,openfisca,branch,taux-effectif-doc,user
1588,DeleteEvent,2023-01-13 07:40:57+00:00,80675607,openedx/edx-celeryutils,60315450,aht007,40179672,openedx,branch,jenkins/upgrade-python-requirements-7fa1b04,user
1697,DeleteEvent,2023-05-18 19:01:15+00:00,7209075,pantsbuild/pants,3956745,thejcannon,3065172,pantsbuild,branch,thejcannon-patch-1,user
1704,DeleteEvent,2022-02-24 15:59:09+00:00,36734957,ow2-proactive/proactive-python-client,12379036,activeeon-bot,11553998,ow2-proactive,tag,12.0.5,user
1758,DeleteEvent,2023-03-28 07:41:01+00:00,75772625,secure-systems-lab/securesystemslib,49699333,dependabot[bot],9352491,secure-systems-lab,branch,dependabot/pip/pylint-2.17.1,user
1783,DeleteEvent,2023-05-27 13:15:06+00:00,120950888,bimmerconnected/bimmer_connected,11230573,gerard33,53658066,bimmerconnected,branch,electric-remote-services,user
1787,DeleteEvent,2023-03-26 13:06:22+00:00,66363927,zhmcclient/python-zhmcclient,8939758,andy-maier,21196715,zhmcclient,branch,release_1.7.0,user
1798,DeleteEvent,2022-02-03 18:39:20+00:00,37137879,QCoDeS/Qcodes,26634292,bors[bot],20478252,QCoDeS,branch,staging.tmp,user
1836,DeleteEvent,2021-07-26 19:20:23+00:00,124587275,Trick-17/clang-build,20167491,GPMueller,24659237,Trick-17,tag,v0.2.0,user
