,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,release_action,release_tag_name,release_name,release_body
9,ReleaseEvent,2023-06-12 13:17:58+00:00,44746092,openedx/django-splash,41958659,UsamaSadiq,40179672,openedx,published,1.3.0,1.3.0,"## What's Changed
* Add DEPR workflow automation & default issue overrides by @sarina in https://github.com/openedx/django-splash/pull/48
* docs: Add description to temporary .github/ISSUE_TEMPLATE files by @sarina in https://github.com/openedx/django-splash/pull/54
* fix: Install pip and pip-tools in upgrade script by @Jawayria in https://github.com/openedx/django-splash/pull/67
* Fix github url strings (org edx -> openedx) by @sarina in https://github.com/openedx/django-splash/pull/79
* chore: Updating Python Requirements by @UsamaSadiq in https://github.com/openedx/django-splash/pull/86
* fix: include global tox constraint by @UsamaSadiq in https://github.com/openedx/django-splash/pull/95
* Update standard workflow files. by @feanil in https://github.com/openedx/django-splash/pull/104
* docs: Update the contributing guidelines link. by @feanil in https://github.com/openedx/django-splash/pull/114
* build: added dependabot config by @edx-requirements-bot in https://github.com/openedx/django-splash/pull/111
* build: added reviewers in dependabot config by @edx-requirements-bot in https://github.com/openedx/django-splash/pull/121
* build(deps): bump codecov/codecov-action from 1 to 3 by @dependabot in https://github.com/openedx/django-splash/pull/118
* build(deps): bump actions/checkout from 1 to 3 by @dependabot in https://github.com/openedx/django-splash/pull/117
* build(deps): bump actions/setup-python from 2 to 4 by @dependabot in https://github.com/openedx/django-splash/pull/116
* feat: Added support for django4.2 by @awais786 in https://github.com/openedx/django-splash/pull/123

## New Contributors
* @sarina made their first contribution in https://github.com/openedx/django-splash/pull/48
* @feanil made their first contribution in https://github.com/openedx/django-splash/pull/104
* @dependabot made their first contribution in https://github.com/openedx/django-splash/pull/118

**Full Changelog**: https://github.com/openedx/django-splash/compare/1.2.1...1.3.0"
213,ReleaseEvent,2022-08-20 07:59:01+00:00,23761821,letmaik/rawpy,530988,letmaik,,,published,v0.17.2,0.17.2,"Changes since 0.17.1:
- Added missing ACES output color space (#180)"
422,ReleaseEvent,2022-11-08 06:23:08+00:00,4127088,Azure/azure-sdk-for-python,53356347,azure-sdk,6844498,Azure,published,azure-mgmt-devcenter_1.0.0b3,azure-mgmt-devcenter_1.0.0b3,"## 1.0.0b3 (2022-11-08)

### Features Added

  - Model Catalog has a new parameter sync_state
  - Model CatalogProperties has a new parameter sync_state
  - Model OperationStatus has a new parameter operations
  - Model OperationStatus has a new parameter resource_id

### Breaking Changes

  - Client name is changed from `DevCenterClient` to `DevCenterMgmtClient`
  - Parameter status of model OperationStatus is now required
"
449,ReleaseEvent,2022-09-09 21:22:55+00:00,133865639,honeycombio/beeline-python,19418027,houndtravisci,15988027,honeycombio,published,v3.5.0,v3.5.0,"⚠️  Minimum supported Python version is now 3.7 ⚠️ 
### Maintenance

- Drop Python 3.5, 3.6 Support ([#233](https://github.com/honeycombio/beeline-python/pull/233)) | [@emilyashley](https://github.com/emilyashley)
- Bump minimum libhoney version to 2.3 (for python >=3.7)([#234](https://github.com/honeycombio/beeline-python/pull/234)) | [@emilyashley](https://github.com/emilyashley)

## New Contributors
* @emilyashley made their first contribution in https://github.com/honeycombio/beeline-python/pull/233

**Full Changelog**: https://github.com/honeycombio/beeline-python/compare/v3.4.2...v3.5.0"
929,ReleaseEvent,2022-09-15 19:58:17+00:00,131619646,dagster-io/dagster,8451211,gibsondan,40032576,dagster-io,published,1.0.9,1.0.9 (core) / 0.16.9 (libraries),"### New

* The `multi_asset_sensor` (experimental) now has improved capabilities to monitor asset partitions via a `latest_materialization_records_by_partition` method.
* Performance improvements for the Partitions page in Dagit.

### Bugfixes

* Fixed a bug that caused the op_config argument of `dagstermill.get_context` to be ignored
* Fixed a bug that caused errors when loading the asset details page for assets with time window partitions definitions
* Fixed a bug where assets sometimes didn’t appear in the Asset Catalog while in Folder view.
* [dagit] Opening the asset lineage tab no longer scrolls the page header off screen in some scenarios
* [dagit] The asset lineage tab no longer attempts to materialize source assets included in the upstream / downstream views.
* [dagit] The Instance page Run Timeline no longer commingles runs with the same job name in different repositories
* [dagit] Emitting materializations with JSON metadata that cannot be parsed as JSON no longer crashes the run details page
* [dagit] Viewing the assets related to a run no longer shows the same assets multiple times in some scenarios
* [dagster-k8s] Fixed a bug with timeouts causing errors in `k8s_job_op`
* [dagster-docker] Fixed a bug with Op retries causing errors with the `docker_executor`

### Community Contributions

* [dagster-aws] Thanks @Vivanov98 for adding the `list_objects` method to `S3FakeSession`!

### Experimental
* [dagster-airbyte] Added an experimental function to automatically generate Airbyte assets from project YAML files. For more information, see the [dagster-airbyte docs](https://docs.dagster.io/_apidocs/libraries/dagster-airbyte).
* [dagster-airbyte] Added the forward_logs option to `AirbyteResource`, allowing users to disble forwarding of Airbyte logs to the compute log, which can be expensive for long-running syncs.
* [dagster-airbyte] Added the ability to generate Airbyte assets for [basic normalization](https://docs.airbyte.com/understanding-airbyte/basic-normalization/#nesting) tables generated as part of a sync.

### Documentation

* [dagster-dbt] Added a new guide focused on the dbt Cloud integration.
* Fixed a bug that was hiding display of some public methods in the API docs.
* Added documentation for [managing full deployments in Dagster Cloud](https://docs.dagster.io/dagster-cloud/developing-testing/managing-deployments), including a [reference for deployment configuration options](https://docs.dagster.io/dagster-cloud/developing-testing/deployment-settings-reference)."
1099,ReleaseEvent,2022-08-10 03:54:19+00:00,27474796,ludbek/webpreview,8296449,ludbek,,,published,v1.7.0,Release v1.7.0,Thanks @vduseev for all the good work that has gone into v1.7.0 .
1625,ReleaseEvent,2023-05-19 08:27:44+00:00,4198043,ArduPilot/MAVProxy,831867,tridge,17919847,ArduPilot,published,1.8.62,1.8.62,"## What's Changed
* grapher: fixed a y axis rescale bug by @tridge in https://github.com/ArduPilot/MAVProxy/pull/1178
* grapher: prevent zero ypad by @tridge in https://github.com/ArduPilot/MAVProxy/pull/1179
* grapher: added max_rate setting by @tridge in https://github.com/ArduPilot/MAVProxy/pull/1181


**Full Changelog**: https://github.com/ArduPilot/MAVProxy/compare/1.8.60...1.8.62"
1960,ReleaseEvent,2021-11-30 15:28:03+00:00,97101009,elastic/apm-agent-python,93675,beniwohli,6764390,elastic,published,v6.7.0,v6.7.0,"### Features
 * Add support for Sanic framework (#1390)

### Bugfixes

 * fix compatibility issues with httpx 0.21 (#1403)
 * fix span_compression_exact_match_max_duration default value (#1407)"
2401,ReleaseEvent,2021-08-18 20:27:54+00:00,45485013,Yelp/service_configuration_lib,787586,gcollura,49071,Yelp,published,v2.5.7,,Trigger new build on GHA.
2572,ReleaseEvent,2023-03-31 16:31:32+00:00,37548174,LudovicRousseau/pyscard,398496,LudovicRousseau,,,published,2.0.7,2.0.7,"2.0.7 (March 2023)
==================
   * do not include the generated HTML documentation in the archive

**Full Changelog**: https://github.com/LudovicRousseau/pyscard/compare/2.0.6...2.0.7"
