,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,release_action,release_tag_name,release_name,release_body
11,ReleaseEvent,2023-03-29 00:39:54+00:00,114652882,dss-extensions/dss_python,10246101,PMeira,47535232,dss-extensions,published,0.13.0,DSS-Python v0.13.0,"DSS-Python is a Python package that provides access to the DSS Extensions engine, using DSS C-API and CFFI. This engine is a customized port of the Windows/Delphi code to Free Pascal, including several quality-of-life improvements for Python users. DSS-Python tries to provide a drop-in replacement from the official OpenDSS COM API, while adding some features/extensions. It is also the underlying package used by OpenDSSDirect.py since 2018. If you are new to DSS Extensions, [see our FAQ here](https://github.com/dss-extensions/dss-extensions#faq), as well as https://dss-extensions.org/

Version 0.13.0 has been released on the official Python package repository (PyPI) for Windows, macOS and Linux. This release includes support for Intel x86 and x86-64, ARM platforms, including Apple's M1 and later. Coming in the following days:

- Some Linux ARM packages will be uploaded later, since they have to be manually prepared at the moment. 
- For Anaconda cloud (channel dss-extensions), packages will also be uploaded in the coming days.
- [The documentation](https://dss-extensions.org/dss_python/) and other sites need to be updated.
- An upcoming minor release should target plotting, specifically. This releases already handles many types of plot commands, but some are still pending or need to be fixed.

Please feel free to open issues on GitHub or post on https://github.com/dss-extensions/dss-extensions/discussions

**Note:** Although the majority of features are ported frequently from the official OpenDSS and validated with a large suite of tests, this is not supported by EPRI.

The main differences in behavior compared to the official OpenDSS implementation are listed in https://github.com/dss-extensions/dss_capi/blob/master/docs/known_differences.md

As mentioned in the changelog (copied below), some of the new tests prepared for this version can also serve as examples of some features. For example, see [test_general.py/test_threading2](https://github.com/dss-extensions/dss_python/blob/master/tests/test_general.py#L368) for an example of how to use DSSContexts and Python threads.

## Installation

Using pip (Python versions: 3.7 to 3.11):

```
    pip install dss_python==0.13.0
```

The binary wheels are also available as attachments on this release announcement. 

Since this release, there are two `manylinux` wheels to address recent changes in the Python ecosystem. If you encounter issues installing on Linux, be sure to update your `pip` and `wheel` packages before reporting a problem (versions too old may fail).

For PyPy, we recommend the users to build the wheels. If you'd like to use PyPy but aren't able to easily build the packages, please [report here on GitHub](https://github.com/dss-extensions/dss_python/issues).

## DSS-Python 0.13.0: changes since 0.12.1

- Engine updated to [**DSS C-API 0.13.0**](https://github.com/dss-extensions/dss_capi/releases/tag/0.13.0), which is very compatible with OpenDSS 9.6.1.1 (plus some official SVN commits up to rev 3595, plus our own changes.
- **New test suite,** which runs many more files and validates more of the API. We now use `pytest` for some more complex tests, while the numeric validation is done with the new `compare_outputs.py`.
- **New `DSS.AdvancedTypes`:** toggle matrix shapes and complex numbers in many of the properties and functions of the API. This is disabled by default.
- **New `DSS.CompatFlags`:** to address some concerns about compatibility, we added a few toggles to toggle behavior that matches the official OpenDSS more closely. This flags will be refined in later releases.
- Drop deprecated IR classes and a few undocumented functions.
- Use **more enums** throughout the code, which helps both readability and documentation. Some enums were complemented.
- **`DSS.AdvancedTypes`** toggle: enabling `AdvancedTypes` allows using **array/matrix shapes and complex numbers** as results from properties/functions in the API.
- **Plotting**: Implement several plot types. Only a few issues need to be addressed to consider the plotting system complete!
- **Notebook integration**: Initial prototype available. It is enabled automatically when `DSS.Plotting.enable()` is run in a notebook, providing integration with some DSS messages and outputs.
    - It also registers the **`%%dss` cell magic**. Use it in a cell to run DSS-language code directly. We found it useful for exploration and learning.
- Updated `patch_dss_com` to patch a few more classes.
- Drop Python 3.6 support, include 3.11 officially in the tests.
- **DSSContext disposal:** use CFFI to track the disposal of the contexts instead of manually tracking. This could remove memory leaks if you application creates too many DSSContexts (which is not recommended).
- **DSS.Obj:** remove some redundant properties, fix several issues. While it's not complete yet (some known limitations), you can see the tests for a few examples of how to create circuits without .DSS scripts/files in [tests/test_obj.py](https://github.com/dss-extensions/dss_python/blob/master/tests/test_obj.py) and [tests/test_batch.py](https://github.com/dss-extensions/dss_python/blob/master/tests/test_batch.py) -- the first creates each object explicitly, while the second uses batch operations to fill properties from arrays and lists.
- Add `typing_extensions` as a dependency to address Python typing needs in the main API code and the new Obj API.
- Docs: mark more properties as ""**(API Extension)**"".
- Internal code refactoring and clean-up.

**Full Git Changelog**: https://github.com/dss-extensions/dss_python/compare/0.12.1-2...0.13.0

## DSS C-API 0.13.0 changes 

[**check its repo for more info**](https://github.com/dss-extensions/dss_capi/)

- Clean-up several files to ease the transition from Pascal to C++; more enum usage, remove redundant internal properties, rename some class members, etc. Some final steps still remain (that work is done in private branches).
- Fixes a couple of minor memory leaks.
- Removed our old *Legacy Models* mechanism. Right now, the API functions still exist, but will have no effect when setting and will throw an error. For a future version, the functions will be removed. This toggle was introduced in 2020, some time after the removal of the legacy models in the official OpenDSS. We believe users had enough time to fully migrate and the extra maintenance burden is not justified anymore.
- Transition some deprecated and buggy properties to throw specific errors, instead of generic messages. Issue: https://github.com/dss-extensions/dss_capi/issues/118
- `Export` command: When the user provides a filename, use it as-is, otherwise could be an invalid path in case-sensitive file systems (e.g. Linux, most likely).
- `Dump` and `Save` commands: in some cases, our internal ""hybrid enums"" were not being converted correctly for dumps. A few classes had incomplete dump implementations since v0.12.0; some strings needed to be escaped for correct output.
- CtrlQueue: adjust string formatting of items; although this doesn't affect the numeric results, the strings from the queue had some truncated numbers.
- Property system: For compatibility with the official version, allow autoresizing some arrays when given conflicting number of elements through the text interface or scripts.
- `Like` property: Although not recommended and [deprecated in the official OpenDSS](https://sourceforge.net/p/electricdss/discussion/861977/thread/8b59d21eb6/?limit=25#b57c/f668), the sequence of properties filled in the original copy is also copied. If you use `Like`, remember to check if the copy actually worked since some classes are known to not copy every property correctly.
- Plotting and UI: The engine side plotting callback system is now complete. There are fixes for `DaisyPlot` and `GeneralDataPlot`, especially multi-platform handling. Changed how some properties are exposed in the JSON interchange to the callbacks. Implement argument handling and callback dispatch for `DI_Plot`, `CompareCases` and `YearlyCurves`.
- `New` commands: Fix potential issue with null pointers and duplicate names when `DuplicatesAllowed=False`.
- EnergyMeter: Fix error message when the metered element is not a PDElement.
- CIMXML export: Fix issues present since v0.12.0; reported in https://github.com/dss-extensions/OpenDSSDirect.py/issues/121
- Parser: properly error out when given excessive number of elements for matrices; implemented due to the report in https://github.com/dss-extensions/OpenDSSDirect.py/issues/122
- Port most changes from the official OpenDSS up to SVN revision 3595 (OpenDSS v9.6.1.1 + a couple of CIMXML updates); check [OpenDSS v9.6.1.1 README.txt](https://sourceforge.net/p/electricdss/code/3595/tree/trunk/Version8/README.txt) for some complementary info to the list below.
    - Relay, UPFC, UPFCControl changes ported.
    - CIMXML exports: Various updates.
    - RegControl: More log and debug trace entries.
    - LoadMult: Set `SystemYChanged` when changing `LoadMult` **through a DSS script or DSS command** (doesn't affect `Solution_Set_LoadMult`)
    - Port PVSystem, Storage, InvControl, and StorageController changes, including the new grid-forming mode (GFM). For DSS Extensions, we added a new class InvBasedPCE to avoid some redundancy and make things clearer.
    - Port DynamicExp and related functionality. In our implementation, we also add a new class DynEqPCE to avoid some redundant code (could still be improved). the Generator and the new InvBasePCE derive from this new DynEqPCE. **Note**: the `DynamicEq` functionality from the upstream still seems incomplete and some things are not fully implemented or maybe buggy, so we only ported now to remove the burden of porting this down the line. If you find issues, feel free to report here on DSS Extensions, but we recommended checking first with the official OpenDSS -- if the issue is also found in the official version, prefer to report in the official OpenDSS forum first so everyone gets the fixes and our implementation doesn't diverge too much.
    - CktElement/API: add a few new functions related to state variables.
    - Circuit, Line: port the `LongLineCorrection` flag now that it seems to be fixed upstream. Note that we didn't publish releases with the previous buggy version from the upstream OpenDSS (that applied the long-line correction for everything).
    - LineSpacing: port side-effect from upstream; changing `nconds` now reallocates and doesn't leak previously allocated memory. Not a common operation, so it's not very relevant.
    - CktElement: port code for handling losses in AutoTrans
- Other API updates:
    - DSSContext API: allow `null` pointer for the prime/default instance. This should ease the transition. Issue: https://github.com/dss-extensions/dss_capi/issues/119
    - Error API: add `Error_Set_Description` to allow easier setting an error message from callbacks (this is for advanced usage)
    - Batch and Obj API: 
        - For a couple of fast-path operations, add checks for edit state, automatically issuing `BeginEdit` and `EndEdit` for the objects in the batch.
        - Allow passing strings (object names) instead of pointers for object references
        - Automatically add new elements to the current DSSContext (since we have not yet published a manipulation API)
        - For symmetric matrices, if the user passes only the triangle, follow the same convention as the Text interface. Includes specific fix for (parts of) complex matrices (like the R or X matrices when internally Z is stored). If the user provides full matrices, the previous behavior was correct, no changes required.
    - `Fuses_Reset`: fix C header (remove extra/unused parameter)
    - `Fuses_Get_State` and `Fuses_Get_NormalState`: add missing string copy. Sometimes this could cause memory corruption.
    - `Bus_Get_ZSC012Matrix`: check for nulls
    - `Bus_Get_AllPCEatBus`, `Bus_Get_AllPDEatBus`: faster implementations
    - `Meters_Get_CountBranches`: reimplemented
    - `Monitors_Get_dblHour`: For harmonics solution, return empty array. Previously, it was returning a large array instead of a single element (`[0]`) array. A small issue adjusted for compatibility with the official COM API results.
    - `Reactors_Set_Bus1`: Match the side-effects of the property API for two-terminal reactors. 
    - New `DSS_Set_CompatFlags`/`DSS_Get_CompatFlags` function pair: introduced to address some current and potential future concerns about compatibility of results with the official OpenDSS. See the API docs for more info.
    - New `DSS_Set_EnableArrayDimensions`/`DSS_Get_EnableArrayDimensions`: for Array results in the API, implement optional matrix sizes; when setting `DSS_Set_EnableArrayDimensions(true)`, the array size pointer will be filled with two extra elements to represent the matrix size (if the data is a matrix instead of a plain vector). For complex number, the dimensions are filled in relation to complex elements instead of double/float64 elements even though we currently reuse the double/float64 array interface. Issue: https://github.com/dss-extensions/dss_capi/issues/113

Note that a couple of SVN changes were ignored on purpose since they introduced potential issues, while many other changes and bug-fixes did not affect the DSS C-API version since our implementation is quite different in some places.
"
646,ReleaseEvent,2022-11-08 13:19:49+00:00,38982731,home-assistant/frontend,41898282,github-actions[bot],13844975,home-assistant,published,20221108.0,20221108.0,"## What's Changed

* Fix expansion of all tabs in more info dialogs (#14283) @alex3305
* Search for boards explicitly in the return value of `hardware/info` (#14320) @puddly
* Make borders for discovery card header seamless (#14322) @puddly
* Rename disabled attribute on integration card (#14268) @bramkragten
* Lovelace to dashboard (#14267) @wrt54g
* Hide legend for stats chart in more info, only shade area for min and… (#14273) @bramkragten
"
726,ReleaseEvent,2022-11-01 02:40:37+00:00,4127088,Azure/azure-sdk-for-python,53356347,azure-sdk,6844498,Azure,published,azure-mgmt-storagesync_2.0.0b1,azure-mgmt-storagesync_2.0.0b1,"## 2.0.0b1 (2022-10-31)

### Features Added

  - Added operation CloudEndpointsOperations.afs_share_metadata_certificate_public_keys
  - Added operation group MicrosoftStorageSyncOperationsMixin
  - Model CloudEndpoint has a new parameter change_enumeration_status
  - Model CloudEndpoint has a new parameter system_data
  - Model CloudEndpointCreateParameters has a new parameter system_data
  - Model OperationResourceMetricSpecification has a new parameter supported_aggregation_types
  - Model PrivateEndpointConnection has a new parameter system_data
  - Model PrivateLinkResource has a new parameter system_data
  - Model ProxyResource has a new parameter system_data
  - Model RegisteredServer has a new parameter system_data
  - Model RegisteredServerCreateParameters has a new parameter system_data
  - Model Resource has a new parameter system_data
  - Model ServerEndpoint has a new parameter initial_upload_policy
  - Model ServerEndpoint has a new parameter system_data
  - Model ServerEndpointBackgroundDataDownloadActivity has a new parameter started_timestamp
  - Model ServerEndpointCloudTieringStatus has a new parameter low_disk_mode
  - Model ServerEndpointCreateParameters has a new parameter initial_upload_policy
  - Model ServerEndpointCreateParameters has a new parameter system_data
  - Model ServerEndpointSyncActivityStatus has a new parameter session_minutes_remaining
  - Model StorageSyncApiError has a new parameter innererror
  - Model StorageSyncService has a new parameter system_data
  - Model SyncGroup has a new parameter system_data
  - Model SyncGroupCreateParameters has a new parameter system_data
  - Model TrackedResource has a new parameter system_data
  - Model Workflow has a new parameter system_data

### Breaking Changes

  - Model StorageSyncApiError no longer has parameter inner_error
"
772,ReleaseEvent,2022-08-01 02:52:26+00:00,4127088,Azure/azure-sdk-for-python,53356347,azure-sdk,6844498,Azure,published,azure-mgmt-mobilenetwork_1.0.0b3,azure-mgmt-mobilenetwork_1.0.0b3,"## 1.0.0b3 (2022-08-01)

**Features**

  - Added operation SimsOperations.list_by_sim_group
  - Added operation group PacketCoreControlPlaneVersionsOperations
  - Added operation group SimGroupsOperations
  - Model AttachedDataNetwork has a new parameter dns_addresses
  - Model PacketCoreControlPlane has a new parameter identity
  - Model PacketCoreControlPlane has a new parameter interop_settings
  - Model PacketCoreControlPlane has a new parameter local_diagnostics_access
  - Model PacketCoreControlPlane has a new parameter platform

**Breaking changes**

  - Model PacketCoreControlPlane has a new required parameter sku
  - Model PacketCoreControlPlane no longer has parameter custom_location
  - Model Sim no longer has parameter location
  - Model Sim no longer has parameter mobile_network
  - Model Sim no longer has parameter tags
  - Operation SimsOperations.begin_create_or_update has a new parameter sim_group_name
  - Operation SimsOperations.begin_delete has a new parameter sim_group_name
  - Operation SimsOperations.get has a new parameter sim_group_name
  - Removed operation SimsOperations.list_by_resource_group
  - Removed operation SimsOperations.list_by_subscription
  - Removed operation SimsOperations.update_tags
"
1683,ReleaseEvent,2022-08-17 00:11:35+00:00,103187989,jongracecox/anybadge,30441316,jongracecox,,,published,v1.13.0,1.13.0,"# New
- Add [standard color names](https://github.com/jongracecox/anybadge#colors) from Mozilla color keywords list (#56)
- Add [emoji examples](https://github.com/jongracecox/anybadge#emojis) to documentation (#43)"
2024,ReleaseEvent,2021-04-30 09:01:18+00:00,27352490,codalab/codalab-worksheets,34461466,yuqijin,4633552,codalab,published,v0.5.48,"Version 0.5.48 (April 30, 2021)","## Frontend
- Fix the bug of cannot go back to the profile page after visiting the dashboard (#3448)
- Apply useSwr to FileBrowserLite and BundleDetail for previewing bundles (#3419)
- Stop updating an invalid worksheet name in the frontend (#3450)
- Add Tabs to MainPanel to show both Owned and Shared Worksheets (#3422)

## Backend
- Simplify uploads by removing local path support (#3412) 
- Remove support for uploads of multiple URLs (#3432)
- Don't unpack from the bundle CLI when multiple archives are uploaded (#3449)
"
2084,ReleaseEvent,2021-07-01 17:01:36+00:00,4127088,Azure/azure-sdk-for-python,53356347,azure-sdk,6844498,Azure,published,azure-mgmt-core_1.3.0,azure-mgmt-core_1.3.0,"## 1.3.0 (2021-07-01)

### Features

- Support CAE
"
2135,ReleaseEvent,2021-11-30 06:25:41+00:00,17420614,seleniumbase/SeleniumBase,6788579,mdmintz,17287301,seleniumbase,published,v2.2.3,Improve parsing of Selenoid capabilities from cap files,"### Improve parsing of Selenoid capabilities from cap files

* This resolves https://github.com/seleniumbase/SeleniumBase/issues/1090

This should allow for easy parsing of the following cap-file example:

```python
capabilities = {
    ""screenResolution"": ""1280x1024x24"",
    ""selenoid:options"": {
        ""enableVNC"": True,
        ""enableVideo"": False,
    },
}
```

(as seen from [SeleniumBase/examples/capabilities/selenoid_cap_file.py](https://github.com/seleniumbase/SeleniumBase/blob/master/examples/capabilities/selenoid_cap_file.py))

A valid command-line arg for this should also be accepted. Eg:

```bash
pytest --cap-string='{""selenoid:options"": {""enableVNC"": true}}
```

* Also refresh Python dependencies:
-- ``rich==10.15.1;python_version>=""3.6""``
"
2782,ReleaseEvent,2021-07-09 12:03:50+00:00,695611,etianen/django-reversion,148744,etianen,,,published,v4.0.0,,
2856,ReleaseEvent,2022-11-15 11:20:24+00:00,92205085,aws/aws-sam-cli,46753707,aws-sam-cli-bot,2232217,aws,published,sam-cli-nightly,[Unstable] Nightly Release v1.63.0.dev202211150903 - 2022-11-15,"### Warning: This pre-release version is not fully tested, and is not as stable as the normal release ones.

### New Changes today:
[efd0435](https://api.github.com/repos/aws/aws-sam-cli/commits/efd04355f63533c15fe12354ebb69c103f7e553f) - feat: updating app templates repo hash with (0c945d066578c54fb2e5d587231ff704783b2204) (#4413)
[d42f1ee](https://api.github.com/repos/aws/aws-sam-cli/commits/d42f1eea93e414e15cbe32a3dc0be6e65379ae23) - feat: add dotnet7 build method (#428) (#4410)
[2735a84](https://api.github.com/repos/aws/aws-sam-cli/commits/2735a8492448f1f56ad60eae9555d9c47a2459fd) - chore: Bump AWS Lambda Builders version to 1.22.0 (#4411)
[960c916](https://api.github.com/repos/aws/aws-sam-cli/commits/960c9165d6fd11c4ef272a17bc77fe38ce460f97) - chore: bump version to 1.63.0 (#4407)

### Changes from last PROD version:
[efd0435](https://api.github.com/repos/aws/aws-sam-cli/commits/efd04355f63533c15fe12354ebb69c103f7e553f) - feat: updating app templates repo hash with (0c945d066578c54fb2e5d587231ff704783b2204) (#4413)
[d42f1ee](https://api.github.com/repos/aws/aws-sam-cli/commits/d42f1eea93e414e15cbe32a3dc0be6e65379ae23) - feat: add dotnet7 build method (#428) (#4410)
[2735a84](https://api.github.com/repos/aws/aws-sam-cli/commits/2735a8492448f1f56ad60eae9555d9c47a2459fd) - chore: Bump AWS Lambda Builders version to 1.22.0 (#4411)

### Hashes:
Filename | SHA256
--- | ---
**AWS_SAM_CLI_64_PY3.msi** | `bc12c112e05913ecd8f4f13cd8250e259e31b1c3dad68174a7277b2b8faa88f3`
**aws-sam-cli-linux-x86_64.zip** | `63dd63f2128b67f94cd42de68ea3c34f538bef61c4fae3aa01b57531288798f6`
**aws-sam-cli-nightly-202211150903.sierra.bottle.tar.gz** | `38ca6d9b2b3d0977f258dc9c62475082b225fef176a447bd8279ddedcfbce7f7`
"
