,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,event_type,event_ref,event_pusher_type
38,DeleteEvent,2018-05-12 14:41:39+00:00,55258005,jopohl/urh,18219846,jopohl,,,tag,untagged-487f516af7d48418f531,user
178,DeleteEvent,2015-01-18 16:27:13+00:00,20857415,Kuniwak/vint,1124024,Kuniwak,,,branch,care-escaped-string,user
179,DeleteEvent,2018-06-18 07:01:02+00:00,20857415,Kuniwak/vint,1124024,Kuniwak,,,branch,fix-map-string,user
187,DeleteEvent,2018-07-13 12:06:23+00:00,93703838,ahawker/ulid,178002,ahawker,,,branch,pyup/scheduled-update-2018-07-12,user
474,DeleteEvent,2015-06-12 16:25:39+00:00,22937749,rasbt/mlxtend,5618407,rasbt,,,branch,dev,user
648,DeleteEvent,2018-08-07 13:51:23+00:00,48170794,jepegit/cellpy,16334959,jepegit,,,branch,pyup-update-wheel-0.29.0-to-0.31.1,user
756,DeleteEvent,2018-07-13 12:03:25+00:00,7927051,ahawker/crython,178002,ahawker,,,branch,pyup/scheduled-update-2018-07-12,user
883,DeleteEvent,2015-12-03 04:42:13+00:00,3852351,meejah/txtorcon,145599,meejah,,,branch,issue146-twisted-15-5-0-compatibility,user
928,DeleteEvent,2018-06-03 12:29:36+00:00,57142579,sernst/cauldron,451936,sernst,,,branch,expanded-testing,user
1281,DeleteEvent,2017-01-17 17:53:33+00:00,5934517,dpkp/kafka-python,843444,dpkp,,,branch,fetcher_offset_out_of_range,user
1342,DeleteEvent,2017-03-05 02:17:10+00:00,46895564,jtpereyda/boofuzz,244969,jtpereyda,,,branch,improve-procmon-install-instructions,user
1377,DeleteEvent,2017-12-19 12:25:55+00:00,85603555,molpopgen/fwdpy11,6416159,molpopgen,,,branch,refine_sampling,user
1561,DeleteEvent,2018-08-02 08:07:42+00:00,126200813,ishepard/pydriller,9136821,ishepard,,,branch,optimization,user
1580,DeleteEvent,2017-02-17 03:44:17+00:00,54931215,klen/flask-restler,90699,klen,,,branch,pyup-update-apispec-0.17.1-to-0.17.3,user
1649,DeleteEvent,2016-10-16 16:47:37+00:00,8292338,ultrabug/py3status,56311,tobes,,,branch,formatter-float-bugfix,user
1685,DeleteEvent,2017-06-14 20:16:22+00:00,65155092,ClimbsRocks/auto_ml,7017045,ClimbsRocks,,,branch,feature_responses,user
1790,DeleteEvent,2018-02-24 00:20:29+00:00,69090889,hardbyte/python-can,4403130,felixdivo,,,branch,csv-reader,user
1825,DeleteEvent,2017-09-06 09:44:13+00:00,27434828,klen/peewee_migrate,90699,klen,,,branch,pyup-update-pytest-3.0.7-to-3.2.1,user
1869,DeleteEvent,2017-01-17 16:57:46+00:00,19407941,plumdog/flask_table,2348591,plumdog,,,branch,linkcol_url_kwargs_extra,user
1884,DeleteEvent,2018-02-09 20:51:11+00:00,5754504,sivel/speedtest-cli,39340,sivel,,,tag,v1.5.0,user
1908,DeleteEvent,2015-11-18 12:54:13+00:00,4156651,tomerfiliba/plumbum,4616906,henryiii,,,branch,cli_run,user
1931,DeleteEvent,2015-02-08 09:57:26+00:00,8685799,DRMacIver/hypothesis,28623,DRMacIver,,,branch,pypy_support,user
1958,DeleteEvent,2017-07-14 15:20:21+00:00,94730967,bachya/regenmaschine,47216,bachya,,,branch,feature-5-exceptions,user
2019,DeleteEvent,2017-05-21 12:55:11+00:00,90407498,jbasko/configmanager,632910,jbasko,,,tag,v1.5.1,user
2020,DeleteEvent,2017-05-13 13:38:05+00:00,90407498,jbasko/configmanager,632910,jbasko,,,tag,v0.0.19,user
2061,DeleteEvent,2017-06-30 14:56:48+00:00,69691394,kragniz/python-etcd3,735008,kragniz,,,branch,pyup-pin-tenacity-4.2.0,user
2063,DeleteEvent,2017-06-11 11:36:22+00:00,69691394,kragniz/python-etcd3,735008,kragniz,,,branch,pyup-update-hypothesis-3.11.0-to-3.11.2,user
2333,DeleteEvent,2016-07-20 01:40:05+00:00,37235280,ChristianTremblay/BAC0,6376327,ChristianTremblay,,,branch,stage,user
