,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,event_type,event_ref,event_pusher_type
64,DeleteEvent,2017-01-28 18:32:14+00:00,72066935,cs01/gdbgui,5715368,cs01,,,branch,dev/chad/make-everything-a-websocket,user
252,DeleteEvent,2018-07-03 07:37:37+00:00,138811196,nschloe/tuna,181628,nschloe,,,branch,fix-install,user
370,DeleteEvent,2015-11-27 12:13:12+00:00,36242853,bjodah/chempy,485936,bjodah,,,branch,multi-phase-equilibria,user
387,DeleteEvent,2018-03-16 02:29:03+00:00,63429822,ericmjl/nxviz,2631566,ericmjl,,,branch,pyup-update-setuptools-38.5.2-to-38.6.0,user
391,DeleteEvent,2018-07-04 13:37:07+00:00,63429822,ericmjl/nxviz,2631566,ericmjl,,,branch,pyup-update-hypothesis-3.64.2-to-3.65.2,user
463,DeleteEvent,2016-09-04 23:17:02+00:00,19384977,peplin/pygatt,184212,peplin,,,branch,pr/31,user
469,DeleteEvent,2018-05-12 22:29:47+00:00,22937749,rasbt/mlxtend,5618407,rasbt,,,branch,cochran-q,user
602,DeleteEvent,2017-10-20 22:48:36+00:00,73047402,dhermes/bezier,520669,dhermes,,,branch,travis-wat,user
693,DeleteEvent,2017-02-27 15:04:13+00:00,50450913,peterbe/hashin,26739,peterbe,,,branch,cleanup-and-ver-080,user
743,DeleteEvent,2018-07-21 06:41:47+00:00,141231047,Kautenja/nes-py,2184469,Kautenja,,,tag,0.2.2,user
752,DeleteEvent,2018-07-23 16:30:33+00:00,95423063,SauceCat/PDPbox,15652756,SauceCat,,,branch,changelog,user
771,DeleteEvent,2016-10-03 20:52:48+00:00,37182318,brainix/pottery,1017698,brainix,,,branch,improve-comparisons,user
825,DeleteEvent,2017-09-26 01:22:12+00:00,13718558,hhatto/pgmagick,150309,hhatto,,,branch,getpixels,user
903,DeleteEvent,2015-03-17 15:17:13+00:00,8804864,pjkundert/cpppo,290924,pjkundert,,,branch,feature-listservices,user
952,DeleteEvent,2017-05-04 14:35:32+00:00,86129217,thusoy/porridge,1466123,thusoy,,,branch,kettle,user
1062,DeleteEvent,2016-10-24 22:23:14+00:00,20101515,giampaolo/psutil,681260,giampaolo,,,branch,net-if-stats-refact,user
1096,DeleteEvent,2017-09-29 18:40:13+00:00,41117430,mfussenegger/cr8,38700,mfussenegger,,,branch,clear-cache,user
1099,DeleteEvent,2016-11-07 13:54:17+00:00,41117430,mfussenegger/cr8,38700,mfussenegger,,,branch,run-spec-action,user
