,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,release_action,release_tag_name,release_name,release_body
140,ReleaseEvent,2017-11-12 07:16:07+00:00,42476068,jlevy/strif,2058167,jlevy,,,published,v0.2.2,v0.2.2,
412,ReleaseEvent,2015-08-12 00:04:39+00:00,21501963,halfak/deltas,984301,halfak,,,published,v0.3.3,v0.3.3,* Adds word-level handling of apostrophes in wikitext_split.
746,ReleaseEvent,2016-06-15 21:06:21+00:00,49740374,bb4242/sdnotify,10068296,bb4242,,,published,v0.3.1,v0.3.1,* Include LICENSE.txt in the package tarball
818,ReleaseEvent,2018-02-20 02:49:09+00:00,89026317,jalan/pdftotext,305841,jalan,,,published,v2.0.2,v2.0.2,v2.0.2
1268,ReleaseEvent,2018-02-08 12:36:06+00:00,120079872,holgern/py-scrypt,2202263,holgern,,,published,untagged-20d56b66c50e254a3ac3,,
1565,ReleaseEvent,2018-08-16 07:49:56+00:00,5186662,renatopp/liac-arff,5320498,mfeurer,,,published,v2.3.1,Maintenance release 2.3.1,"* maintenance: replace two bare `raise` by appropriate `raise Exception` statements
* maintenance: avoid deprecation warning in Python >= 3.6"
2278,ReleaseEvent,2017-07-04 09:16:07+00:00,27934955,mehcode/python-xmlsec,5380830,bgaifullin,,,published,1.1.0,New version 1.1.0,"- Fixed memory leaks
- Added parameter 'id' to method `xmlsec.template.create`, 'name' is deprecated.
- Added more useful constants"
2417,ReleaseEvent,2016-07-27 10:12:25+00:00,24529855,goldmann/docker-squash,43489,goldmann,,,published,1.0.0rc7,1.0.0rc7,"### Bug fixes

* Whiteout entries for files from parent image lost by squashing, #97 
* Hard links handling was rewritten, #99

### Enhancements

* When you terminate squashing, we exit now with status code 1"
3011,ReleaseEvent,2016-12-23 02:30:51+00:00,77096478,jbasko/pytest-random-order,632910,jbasko,,,published,v0.2.4,,
3268,ReleaseEvent,2016-02-13 17:06:33+00:00,32634781,Niklas9/django-unixdatetimefield,1524947,Niklas9,,,published,0.1.4,v0.1.4,fixed support for Django 1.8.x and 1.9.x
3272,ReleaseEvent,2017-10-27 15:26:24+00:00,4911554,cyface/django-termsandconditions,49695,cyface,,,published,v1.2.1,Configurable Caching,Enhanced caching time to be configurable.
3276,ReleaseEvent,2015-05-05 07:37:17+00:00,16170977,j0057/setuptools-version-command,452835,j0057,,,published,2.0,,"Changes:

- Update documentation
- Be more consistent with PEP440


"
3422,ReleaseEvent,2018-06-18 13:27:35+00:00,110748370,SAP/cf-python-logging-support,24652846,gvachkov,2531208,SAP,published,v3.3.1,v3.3.1,See [CHANGELOG.md](https://github.com/SAP/cf-python-logging-support/blob/v3.3.1/CHANGELOG.md#331---2018-06-18).
3433,ReleaseEvent,2016-03-23 17:08:26+00:00,30386388,box/box-python-sdk,3839339,Jeff-Meadows,23900,box,published,v1.5.0,Version 1.5.0,
3488,ReleaseEvent,2017-05-13 08:04:40+00:00,57193500,sbg/sevenbridges-python,9283273,SenadI,233118,sbg,published,0.7.4,0.7.4,"0.7.4 (2017-05-13)
==================
- Bugfixes
  - [Issue #72](https://github.com/sbg/sevenbridges-python/issues/72)
  - [Issue #75](https://github.com/sbg/sevenbridges-python/issues/75)
  - [Issue #77](https://github.com/sbg/sevenbridges-python/issues/77)
  - [Issue #78](https://github.com/sbg/sevenbridges-python/issues/78)
"
3612,ReleaseEvent,2017-02-28 20:00:11+00:00,80529037,cfpb/wagtail-flags,10562538,willbarton,1071563,cfpb,published,1.0.0,1.0.0,Initial release of Wagtail-Flags independent of [cfgov-refresh](https://github.com/cfpb/cfgov-refresh)!
3645,ReleaseEvent,2017-08-02 01:31:40+00:00,83166812,cs50/check50,20504399,bot50,788676,cs50,published,v2.0.1,v2.0.1,
4954,ReleaseEvent,2016-01-28 18:30:33+00:00,41743990,iobeam/iobeam-client-python,1501309,RobAtticus,11573324,iobeam,published,v0.9.7,[0.9.7] Reject case-insensitive reserved columns,"**Changelog**

* Rejects reserved column names, case-insensitive"
4959,ReleaseEvent,2016-03-24 12:56:54+00:00,52074917,iyzico/iyzipay-python,17120994,iyzico-ci,3815564,iyzico,published,v1.0.8,iyzipay-python v1.0.8,version 1.0.8
5121,ReleaseEvent,2018-08-09 23:38:34+00:00,107485978,talkiq/gcloud-aio,9664878,talkiq-ops,17654656,talkiq,published,kms-1.0.1,kms-1.0.1,kms-1.0.1
6249,ReleaseEvent,2017-03-16 16:19:17+00:00,13258039,aio-libs/aiohttp,598990,fafhrd91,7049303,aio-libs,published,1.3.5,aiohttp 1.3.5,"CHANGES
----------

- Fixed None timeout support #1720
"
6608,ReleaseEvent,2018-08-07 16:16:08+00:00,136614979,shopkeep/pytest-black,4463898,declantraynor,632257,shopkeep,published,0.1.9,v0.1.9,Update black to 18.6b4
6669,ReleaseEvent,2017-11-06 13:49:27+00:00,34906350,BlueBrain/NeuroM,1685078,wizmer,1479142,BlueBrain,published,v1.4.3,MUK-like annotations for Neurolucida morphologies,"* Annotate app
* Cut plane detection app
* Scholl analysis app"
6783,ReleaseEvent,2015-10-21 14:17:17+00:00,17710133,googleads/googleads-python-lib,6739520,msaniscalchi,4551618,googleads,published,3.8.1,googles Python Client Library 3.8.1,"#### googleads Python Client Library v3.8.1 - 10/19/13
* Added BatchJobService example for AdWords v201509.
* Removed GeoLocationService from AdWords v201509 because it isn't available
  in this version.

| Download | Description |
|:-------- |:----------- |
| [adwords_python2_examples](https://github.com/googleads/googleads-python-lib/releases/download/3.8.1/adwords_python2_examples_3.8.1.tar.gz) | AdWords Examples for Python 2 |
| [adwords_python3_examples](https://github.com/googleads/googleads-python-lib/releases/download/3.8.1/adwords_python3_examples_3.8.1.tar.gz) | AdWords Examples for Python 3 |
| [adxbuyer_python2_examples](https://github.com/googleads/googleads-python-lib/releases/download/3.8.1/adxbuyer_python2_examples_3.8.1.tar.gz) | Ad Exchange Buyer Examples for Python 2 |
| [adxbuyer_python3_examples](https://github.com/googleads/googleads-python-lib/releases/download/3.8.1/adxbuyer_python3_examples_3.8.1.tar.gz) | Ad Exchange Buyer Examples for Python 3 |
| [dfp_python2_examples](https://github.com/googleads/googleads-python-lib/releases/download/3.8.1/dfp_python2_examples_3.8.1.tar.gz) | DFP Examples for Python 2 |
| [dfp_python3_examples](https://github.com/googleads/googleads-python-lib/releases/download/3.8.1/dfp_python3_examples_3.8.1.tar.gz) | DFP Examples for Python 3 |"
6798,ReleaseEvent,2018-02-05 23:27:48+00:00,32510964,mailosaur/mailosaur-python,29382899,hippyhorse,3448774,mailosaur,published,5.0.0-pre,5.0.0-pre,
