,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_review_comment_action,pr_review_comment_id,pr_review_comment_commit_id,pr_review_comment_site_admin,pr_review_comment_body,pr_review_comment_author_association,pr_number,pr_review_comment_reactions
239,PullRequestReviewCommentEvent,2015-06-19 05:10:32+00:00,4576441,kbandla/dpkt,5916357,sunhao2014,,,created,,40906c2a3bb1c4a4fe762d123abb3e38d5efdff0,False,"Agree. In fact I mean the two-line implementation might make the user understand the logic more easily. Definitely the one-line implementation is more elegant. I'll update this part in next PR. Thanks, Oscar.",,181,{}
284,PullRequestReviewCommentEvent,2017-10-08 21:20:20+00:00,33614304,nvbn/thefuck,2112697,scorphus,,,created,67869289,f24110de5670ca98da4a968d26d75184eb3399d5,False,Can you please add a trailing `;` here?,COLLABORATOR,701,{}
370,PullRequestReviewCommentEvent,2017-07-21 03:23:32+00:00,45852176,arose/nglview,4451957,hainm,,,created,51379441,808369cc699007103fc7cc81309c3f45f6df77fd,False,"I think this should be changed to

```python
return NGLWidget(entity)
```

Check other classes for reference.
The point of making that interface is here

```
view = NGLWidget()
view.add_structure(entity)
ase_structure = ASEStructure(...)
view.add_structure(ase_structure)
```

cool, huh? :D ",,648,{}
392,PullRequestReviewCommentEvent,2016-07-29 13:46:05+00:00,63566330,dgilland/zulu,1251349,dgilland,,,created,,631f3f81b79aa45b7be151f08dd4850d6ee744ed,False,"Ok, probably want to  put the disable comment right before the part that needs it and add a comment after it explaining why the disable is there. I might look into it more to see if there's another way to ""fix"" it.

One thing I did notice is that you could store `step = {plural_frame: frame_value}` in a variable so you're not creating a new `dict` each time since it never changes.",,8,{}
567,PullRequestReviewCommentEvent,2017-09-22 13:32:05+00:00,16331291,davisking/dlib,6259399,davisking,,,created,64578415,6dea4f8ea0d6caeb00dd3be9ce1f50c3b18a1ce4,False,Please fix the formatting.,OWNER,824,{}
689,PullRequestReviewCommentEvent,2017-04-25 12:23:17+00:00,27371456,pbugnion/gmaps,1392879,pbugnion,,,created,34546554,8b3e96ed4d15bc9a4e0d8eff884f7de5b36d10f6,False,Great idea! I would add a file called `test_bounds` in `/gmaps/tests/`. *gmaps* uses `unittest` test classes. You can then run the tests with [tox](https://pypi.python.org/pypi/tox) or [pytest](https://docs.pytest.org/en/latest/).,,123,{}
707,PullRequestReviewCommentEvent,2018-01-17 14:18:23+00:00,41076741,sibson/redbeat,125162,sibson,,,created,89453705,b1e2e30e433005c5b065a539d888a8103e3fb127,False,What are the performance implications here?,OWNER,78,{}
750,PullRequestReviewCommentEvent,2016-06-22 13:26:28+00:00,56257335,Rambatino/CHAID,9027149,xulaus,,,created,,5f9fbdee288a5dbfb4d2efe42364ed1a3407b6fa,False,Docstrings please,,12,{}
799,PullRequestReviewCommentEvent,2017-12-16 13:56:50+00:00,54787116,guyzmo/git-repo,254441,guyzmo,,,created,83975261,66debb4cb359eecf242a9c1378b6531a3f18f261,False,"ah! this is not very elegant… What value does adding checking the type of the URL here? I can see a few ways to get rid of that issue, either:

* make the `request_create` method return a string `""\n{}"".format('\n'.join(…))`, or
* make the `request_create` method always return a list, and modify the other services to match that, or
* make the `do_request_create` method delegate the way it displays stuff the same way we do with `list` methods (make that method a generator, where you first yield a format, then a header, then the values).

(I sorted the solution by order of laziness, the first one being the less work ☺)

Though, I believe the third option would be the most elegant, so that way you could control the exact message you want to output to the user to make git-repo more adapted to the gerrit way of things!",OWNER,183,{}
865,PullRequestReviewCommentEvent,2018-03-16 15:03:42+00:00,3852351,meejah/txtorcon,145599,meejah,,,created,104600952,aafa4dd15fcd8d287146c8e2333e8af8cb80de82,False,"This seems wrong? We'll end up trying to fire _when_built twice, anyway (once here, once in circuit_destroy). It ""feels"" wrong that we need to delve into ""internal"" `_when_built` -- but I haven't looked closely enough maybe to see why...",OWNER,287,{}
