,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_review_comment_action,pr_review_comment_id,pr_review_comment_commit_id,pr_review_comment_site_admin,pr_review_comment_body,pr_review_comment_author_association,pr_number,pr_review_comment_reactions
126,PullRequestReviewCommentEvent,2018-07-04 14:30:19+00:00,27924304,cdent/gabbi,34498,cdent,,,created,134395923,b92544b308e8dca7ad42b82939095416d9925e84,False,unreleased (although this is a fine tidy up),OWNER,254,{}
256,PullRequestReviewCommentEvent,2016-08-15 15:49:37+00:00,65468547,jd/tenacity,970458,harlowja,,,created,,b229493f5feb7a3534c4db09a24692cdd78ffdd9,False,"I can, although how this package is coded it imports the py3 version and just uses that when it can.

https://github.com/atdt/monotonic/blob/master/monotonic.py#L51

We can do the same thing if we want, or just let the module there  do it.",,2,{}
374,PullRequestReviewCommentEvent,2018-01-23 17:29:00+00:00,32288304,aleaxit/gmpy,5234427,isuruf,,,created,90912124,424ee4843f4b24b7177ab909f1ab97ef8a782694,False,This would break building conda packages.,CONTRIBUTOR,178,{}
466,PullRequestReviewCommentEvent,2015-09-18 15:16:31+00:00,6662075,joke2k/faker,89607,fcurella,,,created,,35c49f22c87d41ceacbfb9282c586d188e088c15,False,"can you extend from `faker.providers.address.en.Provider`?

```python
from ..en import Provider as AddressProvider
```",,285,{}
474,PullRequestReviewCommentEvent,2016-12-05 22:03:18+00:00,6662075,joke2k/faker,89607,fcurella,,,created,11479150,15282316f0d3dd2b8658376b751d66f1a8665bba,False,can you add the source URL specific to the list instead of the 'index' page?,,415,{}
794,PullRequestReviewCommentEvent,2016-09-29 12:45:09+00:00,18313451,dsoprea/PySvn,715626,dsoprea,,,created,2129207,b96c9e85d56b3a4aa2b3a6c191bc05707fc65557,False,@daa Who do you think is going to be changing it?,,71,{}
936,PullRequestReviewCommentEvent,2015-06-04 15:09:24+00:00,36556137,pmaupin/pdfrw,2379062,pmaupin,,,created,,5fdff5e9de5d00dd9f4b98696f4508b166309830,False,"Eventually, we might need setuptools.  But is there really a scenario where it's optional?",,20,{}
937,PullRequestReviewCommentEvent,2016-11-21 23:05:35+00:00,36556137,pmaupin/pdfrw,648691,abrasive,,,created,9563580,e9f6bd6859817fcc873252619c2b010e7be8968f,False,"I agree that `PdfString` would ideally inherit from `bytes`. I did try going down that path and as I recall ran into problems with breakages elsewhere. I think it might be worth working through them precisely to ensure that no consumer is bypassing the encoding/decoding accidentally.

@pmaupin, can you explain a little more what you mean by leakage here?",,57,{}
1234,PullRequestReviewCommentEvent,2018-04-10 16:56:19+00:00,94022519,gregoil/rotest,7492909,osherdp,,,created,110924037,e8dca0697454c5664d7c302e5f4a4adf0fb746b4,False,"decoration_character = ""-""",COLLABORATOR,43,{}
1312,PullRequestReviewCommentEvent,2017-05-18 02:26:18+00:00,1408162,jpadilla/pyjwt,83319,jpadilla,,,created,38830940,f6612a74f987a9d85df7fb9cea8e1ff94c4e4293,False,"@froi Noticed another thing missing.

1. Run `python setup.py install`
2. Run `pyjwt`

It'll fail with something like this:

```
$ pyjwt
Traceback (most recent call last):
  File ""/Users/jpadilla/.pyenv/versions/pyjwt/bin/pyjwt"", line 9, in <module>
    load_entry_point('PyJWT==1.5.0', 'console_scripts', 'pyjwt')()
TypeError: main() takes exactly 1 argument (0 given)
```

Since we're using the `console_scripts` entry point on our `setup.py` I think we should be able to drop just drop the `if __name__ == '__main__': ...` and have the `main()` method optionally set args to `sys.argv[1:]`. Let me know if this makes sense.",,238,{}
1458,PullRequestReviewCommentEvent,2018-02-14 14:20:05+00:00,47562322,thouska/spotpy,8580104,thouska,,,created,96512096,52cc2c1c3680b81aab2ed5308078e86a6831a789,False,"This has to be spotpy.algorithms.rope(...), I guess?",OWNER,117,{}
1528,PullRequestReviewCommentEvent,2017-02-07 18:11:16+00:00,33696562,bmabey/pyLDAvis,112678,napsternxg,,,created,20577689,395b7b351c4f546be490beb37b264755dfe2e788,False,using variables named 2 is messy won't generalize for more than 2 models. ,,77,{}
1604,PullRequestReviewCommentEvent,2018-02-04 17:33:32+00:00,54787116,guyzmo/git-repo,24596921,Phantom-42,,,created,93852237,05af53db15b98ea701bf1bad24a59c965ba30bcc,False,"Done. Could you check please and tell if message is okay. If you have some ideas, we may change it to something better if needed.",NONE,183,{}
1699,PullRequestReviewCommentEvent,2015-10-30 22:32:58+00:00,16558526,kumar303/mohawk,55398,kumar303,,,created,,d9d7c06f998d164cc15edc4e015a4ab121aefc45,False,"I think these names would read better if written in imperative form, such as `test_validate_bewit_with_ext`",,13,{}
1720,PullRequestReviewCommentEvent,2016-10-24 12:09:06+00:00,8307391,mahmoud/boltons,2320029,induane,,,created,5434517,9b964c361c6eeda4b8038373bb4839600e73b796,False,"@markrwilliams  calling os.fstat(filno_here).st_size behaves differently on pypy. In all other implementations, that call returns the file size. On pypy it returns the number of bytes from the current cursor position within the file. Thus if you don't seek back to zero, st_size reports an incorrect value. ",,99,{}
1972,PullRequestReviewCommentEvent,2016-06-11 04:47:16+00:00,11929631,craffel/mir_eval,417568,craffel,,,created,,5da485a654fba730f0604c2b1a58050c2560260a,False,"Wait, isn't this bad?  But also, why will it break?",,196,{}
2101,PullRequestReviewCommentEvent,2018-06-21 17:42:56+00:00,20101515,giampaolo/psutil,7280933,amanusk,,,created,130923186,8ec60636209b3627acea11199a34c2090bd94612,False,Same question,NONE,1284,{}
2122,PullRequestReviewCommentEvent,2016-10-13 07:04:22+00:00,23076316,horazont/aioxmpp,271710,horazont,,,created,4012459,00427816fb0e9568ae4270d03e2989314aa7bbd0,False,"This raises AttributeError here:

```
>>> import aioxmpp.muc
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/home/horazont/Projects/python/aioxmpp-sam/aioxmpp/muc/__init__.py"", line 100, in <module>
    from .service import Service, Occupant, Room  # NOQA
  File ""/home/horazont/Projects/python/aioxmpp-sam/aioxmpp/muc/service.py"", line 35, in <module>
    from . import xso as muc_xso
  File ""/home/horazont/Projects/python/aioxmpp-sam/aioxmpp/muc/xso.py"", line 174, in <module>
    class ActorBase(xso.XSO):
  File ""/home/horazont/Projects/python/aioxmpp-sam/aioxmpp/muc/xso.py"", line 183, in ActorBase
    type_=xso.String(precis.Nickname.enforce),
AttributeError: module 'precis_i18n' has no attribute 'Nickname'
```",,29,{}
2136,PullRequestReviewCommentEvent,2017-08-03 07:56:23+00:00,542089,jonashaag/bjoern,1677510,yanghao,,,created,54018031,144bf6ee9d10380f9f2f264eaa195a356529d977,False,Get rid of it. as it has a none zero return value. Also changed another place printf()->PyErr_SetString().,,104,{}
2137,PullRequestReviewCommentEvent,2018-01-29 15:33:17+00:00,542089,jonashaag/bjoern,175722,jonashaag,,,created,92242913,c894bb4cc868071c2881eff64fe3179f1afdd760,False,"> But _initialize_request_module does not have ""access"" to the real values as the host name or port number can differ in different setups.

You can simply pass `&info` to that function (see `_bjoernmodule.c`). They won't change while the server is running, or am I missing something?

> As for the line breaks

Yes that's what I meant. 90-100 chars line width is fine.",OWNER,123,{}
2289,PullRequestReviewCommentEvent,2017-09-16 08:54:22+00:00,9289343,svinota/pyroute2,814602,svinota,,,created,63198847,9b995b8737249c5423d39ab5fcdce6ad68cc9122,False,+1 about socket also.,OWNER,420,{}
2341,PullRequestReviewCommentEvent,2017-07-21 21:40:44+00:00,1998014,Diaoul/subliminal,319220,Diaoul,,,created,51568244,78f1de3eaebf84bcce31e40a80c35671317ef9d4,False,2,,642,{}
2359,PullRequestReviewCommentEvent,2016-10-18 13:18:17+00:00,1998014,Diaoul/subliminal,319220,Diaoul,,,created,4377887,b8dde098ac1d1cb01150fafcb4a15d7fd84732fe,False,I think an error should be logged here.,,705,{}
2488,PullRequestReviewCommentEvent,2018-03-16 00:50:46+00:00,5934517,dpkp/kafka-python,483314,jeffwidman,,,created,104427752,977c7dd34689602e0babe7b134a0059b6fe19a00,False,"Should this be using `isinstance` rather than `type()`? 

sorry for the late review--we had a new baby two weeks ago, so I'm still catching up on things...",COLLABORATOR,1420,{}
2492,PullRequestReviewCommentEvent,2016-04-11 18:48:47+00:00,5934517,dpkp/kafka-python,1067088,zackdever,,,created,,9f8dbd0f380578ca6669721f93e9f88796ec714d,False,sure i can add them. i just copied over what was in the java code initially.,,637,{}
2504,PullRequestReviewCommentEvent,2016-11-18 17:14:13+00:00,5934517,dpkp/kafka-python,843444,dpkp,,,created,9266137,732e5a6f5439f8ba55dc29ac66b6d8824158f567,False,"There are edge cases where we dont actually raise an exception -- if the partition gets marked unfetchable, or if a seek invalidates the fetch position.",,860,{}
2507,PullRequestReviewCommentEvent,2017-10-21 15:55:28+00:00,5934517,dpkp/kafka-python,843444,dpkp,,,created,71010445,50640a39da639885e130de893544d532760ad666,False,"The other ""tasks"" are metadata refresh and offset commits. These are now handled inline during client.poll and coordinator.poll, respectively.",OWNER,1266,{}
2534,PullRequestReviewCommentEvent,2016-07-09 15:10:38+00:00,10575335,eliben/pyelftools,1130906,eliben,,,created,,3a3bf54f4b5b4c386eca4c7d380796db372b69d1,False,no blank lines between if/elif bodies,,108,{}
2590,PullRequestReviewCommentEvent,2016-06-15 18:40:29+00:00,2675994,jamescasbon/PyVCF,623509,martijnvermaat,,,created,,0b24f4d8b74b2f6fa6f29812ceed4f0645726813,False,"I think it would be enough to just append a `?` to the matching group, like this:

    Number=(?P<number>-?\d+|\.|[AGR])?,\s*

This should make the match group value `None` for empty values, obsoleting the extra check in `vcf_field_count` below.",,235,{}
2783,PullRequestReviewCommentEvent,2016-09-02 13:02:16+00:00,4690111,nikipore/stompest,20752932,hydratk,,,created,,3c401a18c1e64782f8e2ade5c861d1405e0a2f9b,False,updated,,34,{}
2809,PullRequestReviewCommentEvent,2017-03-22 01:04:12+00:00,78548891,rm-hull/luma.core,305679,thijstriemstra,,,created,28276665,76358ce92beeea5840a6d55651825341c36bed04,False,class docstring + version added ,,63,{}
3114,PullRequestReviewCommentEvent,2015-11-17 18:45:55+00:00,20226828,menegazzo/travispy,456148,menegazzo,,,created,,3c07445ed17e529d0618d094909a7805a266afbc,False,I think it would be better moving it to ``Log`` as ``as_plain_text`` method.,,27,{}
3155,PullRequestReviewCommentEvent,2018-07-31 07:05:02+00:00,5186662,renatopp/liac-arff,5320498,mfeurer,,,created,141823319,a29be17f30b295470bc87aa12ccb74a0058f0682,False,I assume this new indent was unintended?,COLLABORATOR,78,{}
3234,PullRequestReviewCommentEvent,2016-03-16 16:51:10+00:00,8292338,ultrabug/py3status,56311,tobes,,,created,,c47d01b9183e79e1a09a4d287f1e3faa7175deef,False,actualy I'm wrong should be `{current} desc` no colons,,213,{}
3239,PullRequestReviewCommentEvent,2017-09-03 12:42:31+00:00,8292338,ultrabug/py3status,852504,lasers,,,created,60295074,b75399501eaa6ffcfb9d5e2292944fc8e5a4e1cc,False,Good catch. Fixed.,CONTRIBUTOR,1041,{}
3253,PullRequestReviewCommentEvent,2018-01-20 21:06:32+00:00,8292338,ultrabug/py3status,56311,tobes,,,created,90314642,23f31313ac69d4674c5555571679bbe5b8a26639,False,"`.get('window_properties', {'class': '', 'instance': '', 'title': ''})` is more like what we want but (untested)

```
self.defaults = {x[1:-1]: '' for x in self.py3.get_placeholders_list(self.format)}
```
means we don't care about what placeholders there are.  ",COLLABORATOR,1147,{}
3256,PullRequestReviewCommentEvent,2018-08-20 14:15:48+00:00,8292338,ultrabug/py3status,852504,lasers,,,created,147663686,3bf8c4344f715041a93d7674d4110faa6843e58a,False,"Everybody have different goals with their `external_script` and we don't know what their goals are. It can be something trivial like to clicking immediately to update a number of mails or updates... and not wanting to see a notification about last number of mails or updates... or to simply execute something periodically with static text... only to be notified about the same good ol' static text.

I assume 99% of time, it will be be same as the one they have on their bar. You want _New!_ full output in your notification. That's fine and we can add it... but not with default `notification = '{output}'` or `notification = '{output_full}'`.

 With `None` by default, we can quietly introduce this new feature without _literally_ notifying people about it.",COLLABORATOR,1439,{}
3257,PullRequestReviewCommentEvent,2018-01-21 14:48:43+00:00,8292338,ultrabug/py3status,852504,lasers,,,created,90334265,00562fef334d2538789ac6fb615cd7932339b8b4,False,I think `self.py3.error()` in this case would be bad because `pgrep` could run into the commands from `hueshift` during scrolling. I confirm I run into this before... I occasionally see `!` there and there. ,CONTRIBUTOR,1142,{}
3260,PullRequestReviewCommentEvent,2018-08-29 22:06:25+00:00,8292338,ultrabug/py3status,474389,ultrabug,,,created,150773626,d905d07ebc7109d24e8592218ae50e437a6adafa,False,"`rates` is already defined as the name of the function, please rename it since we're doing QA work here",OWNER,1462,{}
3261,PullRequestReviewCommentEvent,2017-01-20 00:18:55+00:00,8292338,ultrabug/py3status,56311,tobes,,,created,17590164,25a5937349d1f668a0ef5b21824f6f51a0bd19c5,False,Turn on and off dbus notifications.,,681,{}
3262,PullRequestReviewCommentEvent,2016-04-05 12:24:34+00:00,8292338,ultrabug/py3status,56311,tobes,,,created,,9b3f655c788e2539c85d5e5bf27008959cef497c,False,you could remove the `1`s from the line above (165) and then use `output + 1` here,,249,{}
3267,PullRequestReviewCommentEvent,2017-12-02 23:24:22+00:00,8292338,ultrabug/py3status,11820748,girst,,,created,80687735,c4716837743e7d4df15ea36dc4d441edb8e4ae2d,False,like this? created a new class variable `first_run` set to true in `post_config-hook` and false when we checked idling/polling. ,CONTRIBUTOR,1175,{}
3270,PullRequestReviewCommentEvent,2017-10-31 21:16:14+00:00,8292338,ultrabug/py3status,852504,lasers,,,created,73325252,a4f7f56dab17d8898de21083d72a61fa3eb60496,False,Do it once in `post_config_hook`?  `self.port = int(self.port)`.,CONTRIBUTOR,1136,{}
3314,PullRequestReviewCommentEvent,2018-02-12 21:37:54+00:00,113474125,Devoxin/Lavalink.py,15076404,Devoxin,,,created,95949892,6810ad857ed0cad03402978d853c3b0b6673ff2d,False,"Not sure what `min` is used for. Should never exceed self.current.duration, anyway.",OWNER,14,{}
3460,PullRequestReviewCommentEvent,2017-07-19 00:36:35+00:00,11820959,craffel/pretty-midi,417568,craffel,,,created,50777346,1069c7cca059abbf001e6751958ea2455d0b31d9,False,Any specific reason you are changing from time to ticks here?  I don't think floating point issues would bite us here unless they are nondeterministic :),,132,{}
3519,PullRequestReviewCommentEvent,2018-01-11 19:55:09+00:00,69090889,hardbyte/python-can,3647996,christiansandberg,,,created,88287154,577418f94e282ad163f5ea10889e940af002290a,False,I'm not familiar with how the NEOVI interfaces work so I'll leave that up to you to decide.,COLLABORATOR,220,{}
3537,PullRequestReviewCommentEvent,2018-04-22 13:19:07+00:00,106929485,ikalchev/HAP-python,30130371,cdce8p,,,created,114200868,e9b16f7e96a305231d00d6c8fd0231c7a5b4f1fe,False,"The same here. It would be quite confusion if a `client_update_value` call cause a `set_value` log output as well.
Use `self._value = value` instead.",CONTRIBUTOR,90,{}
3602,PullRequestReviewCommentEvent,2017-11-17 17:22:25+00:00,67834502,lk-geimfari/mimesis,15812620,lk-geimfari,,,created,77504317,2123eafb760faf375dc2f17104e5ee1568d13e37,False,"We can inherit this class:
```python
class Enum(enum.Enum, metaclass=enum.EnumMeta):

    RANDOM = None
    @classmethod
    def get_random(self):
        return choice(list(self))
```
Use it like that:
```python
def check_gender(gender: Gender = Gender.RANDOM) -> Gender:
    if not gender:
        return gender.get_random()

    elif gender and gender in Gender:
        return gender
    else:
        raise UnexpectedGender(
            'You should use ""Gender"" from the module mimesis.enums',
        )
```",OWNER,289,{}
3687,PullRequestReviewCommentEvent,2015-06-26 10:08:59+00:00,8822469,peritus/bumpversion,11022,peritus,,,created,,21d899da113c63bb35f4f49b77ab0918cbce7c78,False,"If so, .. could you move that to it's own pull request so that we can discuss it individually (this needs docs (i know, ""docs"" is just ""mentioned in readme"" at this point) ?

That being said, I think (just trying to infer your intentions with this from the source code) the feature is already there. In the README there's this section:

> You can also use the variables now or utcnow to get a current timestamp. Both accept datetime formatting (when used like as in {now:%d.%m.%Y}).

.. how would that be different from the `DateEngine` ?
",,98,{}
3709,PullRequestReviewCommentEvent,2018-07-03 10:14:59+00:00,19197576,rougier/freetype-py,3616772,belluzj,,,created,133933645,1595a318661b7d04c2d74c49ffecca4696a1b560,False,What does this line do?,CONTRIBUTOR,90,{}
3918,PullRequestReviewCommentEvent,2015-06-27 21:27:26+00:00,11753762,chrisallenlane/cheat,2346599,lucaswerkmeister,,,created,,ae452653172b26042de5b28b14ea1de17319ed19,False,"Good to know, thanks. I tried looking through the log of Git’s `date.c`, where approxidate (thanks for the name btw) reportedly lives, but it’s not clear to me when support for this would have been added – it looks like a lot of gradual improvements to me, not one point in time when git jumped from “must be exactly *that* format” to “lol I’ll eat anything”.

I suggest the following version:
```sh
# git commit in the past
git commit --date=""`date --date='2 days ago'`""
# more recent versions of Git also support --date=""2 days ago"" directly
```",,226,{}
3992,PullRequestReviewCommentEvent,2018-07-23 12:04:19+00:00,124651632,etingof/apacheconfig,17447359,etingof,,,created,139441714,471aa2d7bb07ea215d0b08c397cb20e19871ce36,False,Would smth like `LocalHostReader` name be a tad bit more descriptive?,OWNER,15,{}
3994,PullRequestReviewCommentEvent,2018-07-26 19:23:55+00:00,124651632,etingof/apacheconfig,17447359,etingof,,,created,140870689,f70f2a3b1f0764fa150f32f522a15744ee0a58a2,False,"This is a great improvement for repetitive loads!

My only concern is that may be we should purge the cache once the top-most `load` is done? Because cached AST may get outdated (of files change) and it takes up memory.

Also, it's best to have unrelated features split up on individual PRs - that keeps clearer history and ease reviews. ;-)
",OWNER,23,{}
4014,PullRequestReviewCommentEvent,2016-12-27 13:31:35+00:00,29987631,jeongyoonlee/Kaggler,6868283,stegben,,,created,14462492,0b7952e252070333d382d6e8f912996803e2b67e,False,"Well, you're right. Randomness for interaction features is needed. Let's deal with this issue in other PR.",,22,{}
4145,PullRequestReviewCommentEvent,2018-07-13 00:56:07+00:00,70314805,kyuupichan/electrumx,3319176,kyuupichan,,,created,136877600,a16b142547fa247c4c26c8dcf09b7aea2ce1a556,False,This needs its own PR.,OWNER,495,{}
4232,PullRequestReviewCommentEvent,2016-09-06 04:32:01+00:00,63717172,maximkulkin/lollipop,10785,maximkulkin,,,created,,d741a70ec9bcf9ee4ded44ae78b0ad71bac55182,False,"Looks like there is a bug again: you reference value with ""item_type"" (which is incorrect since it's multiple types) and then you pass the value as ""item_types""",,32,{}
4264,PullRequestReviewCommentEvent,2018-04-15 17:35:12+00:00,28577719,pkkid/python-plexapi,1214134,Hellowlol,,,created,112245446,b06c417706ce5243bde3dadba90374f55738157b,False,fetchItems does http requests. Change this to a property so it’s only loaded if the user asks for the children.,COLLABORATOR,266,{}
4317,PullRequestReviewCommentEvent,2018-02-26 12:02:11+00:00,4978835,ulfalizer/Kconfiglib,154768,ulfalizer,,,created,99273602,8e82feb9040ed706ef9d700eecd34ff72c7e8211,False,Alphabetically here too.,OWNER,39,{}
4405,PullRequestReviewCommentEvent,2016-09-29 11:16:30+00:00,776374,alecthomas/voluptuous,2357025,tusharmakkar08,,,created,2116997,6266c9eaa0e7ccfed628a57a88db85b8fe318080,False,"Why not doing something like: 

```
def u(x):
      if sys.version_info < (3, ):
           return unicode(x)
      else:
          return x
```",,224,{}
4429,PullRequestReviewCommentEvent,2017-07-19 00:20:31+00:00,3343080,erikrose/parsimonious,295816,erikrose,,,created,50777969,510c5e405d1771c670e032525a5c35b5e2e2a66c,False,Do we need to turn members into a tuple here?,,113,{}
4636,PullRequestReviewCommentEvent,2018-03-30 06:10:55+00:00,83989500,rytilahti/python-miio,6697940,houndci-bot,,,created,108269500,01617ee2e8505c86156f9753f26190fb866ed16e,False,line too long (199 > 100 characters),NONE,287,{}
4848,PullRequestReviewCommentEvent,2017-11-18 18:27:15+00:00,91844116,ericvsmith/dataclasses,2894642,gvanrossum,,,created,77622117,ab3ecad3f6ba649baf1ed4dcd5502987759f7de5,False,"What about PEP 257 docstring style? One line summary, blank line, then more text.",NONE,67,{}
4856,PullRequestReviewCommentEvent,2015-11-23 09:54:39+00:00,6443770,etianen/django-require,148744,etianen,,,created,,7f7af2ac97ea4756d563775351b11cb2afb331d2,False,What does this config file do?,,59,{}
4894,PullRequestReviewCommentEvent,2015-07-27 16:34:17+00:00,8277199,jsocol/django-jsonview,180459,jsocol,,,created,,3fea0fb57aa6c8fd407734587ef7298c44cdab2a,False,can fallback to importlib,,23,{}
4913,PullRequestReviewCommentEvent,2018-07-20 06:23:23+00:00,97002861,ljvmiranda921/pyswarms,12949683,ljvmiranda921,,,created,138940211,4e28d526089326c35852180d527885c96a7b2d9f,False,"So changing this still works as expected, right? Interesting. Glad you caught this bug. :+1: ",OWNER,176,{}
5016,PullRequestReviewCommentEvent,2017-03-15 17:48:05+00:00,63150494,Danielhiversen/flux_led,15231231,marcwagner,,,created,27149119,2901a696cfca8fe2964a55b38bce100700aad408,False,"i edited the code.

now, it will try to determine the query length 3 times before exiting. If no response is recieved, _send_msg and _read_msg still execute, but as the expected len is 0, they immediately exit.",,37,{}
5070,PullRequestReviewCommentEvent,2017-11-29 18:53:32+00:00,32186645,agronholm/pythonfutures,130003,agronholm,,,created,79957550,61f5abb52d341b29117d3e7167448ad77140ca7a,False,Why this? Why not just `yield f`?,OWNER,66,{}
5396,PullRequestReviewCommentEvent,2017-07-27 20:55:13+00:00,1068056,coderholic/django-cities,635179,merwok,,,created,52783519,012270e0fe526485803d7a479319505e89a00c03,False,This is obsolete now!,,159,{}
5447,PullRequestReviewCommentEvent,2017-08-12 20:19:40+00:00,43920784,hackebrot/pytest-cookies,263007,obestwalter,,,created,55951239,903a257ba09a138a0a347eaf7f544f588222ea60,False,Path on Windows is not properly escaped.To fix the error on Windows: s/u'%s'/r'%s',,15,{}
5475,PullRequestReviewCommentEvent,2017-01-06 16:28:25+00:00,16474183,matllubos/django-is-core,6860903,asgeirrr,,,created,15518102,66fb7e2e9487dd21b90212568b509f2b4d072d5e,False,"tohle všechno vypadá jen na formátování, co?",,216,{}
5482,PullRequestReviewCommentEvent,2015-11-18 18:24:53+00:00,16474183,matllubos/django-is-core,585068,LukasRychtecky,,,created,,e46e47a3e7c360675acc94dec927f01c9161e65e,False,Fixed,,150,{}
5519,PullRequestReviewCommentEvent,2017-03-24 15:18:00+00:00,36317621,pipermerriam/eth-testrpc,824194,pipermerriam,,,created,28930587,fc943d93dbdb6d42a9c454af92b84f337a422e6b,False,"https://guides.github.com/features/mastering-markdown/

If you add the word `javascript` after these backticks then github will render this code block with syntax highlighting.",,89,{}
5542,PullRequestReviewCommentEvent,2015-03-09 20:24:40+00:00,20118512,striglia/pyramid_swagger,1528697,prat0318,,,created,,b68dd8eb1b1bda42e7b3d97d70d74fb68abef671,False,Good idea. i will pass the exception to reraise as an arg.,,86,{}
5543,PullRequestReviewCommentEvent,2015-03-19 21:56:01+00:00,20118512,striglia/pyramid_swagger,262630,striglia,,,created,,3d9acfbbed33f315042e3da2506b95c3d8442941,False,"Hmm I see. I suppose we could build an EmptySchema object, but this sounds fine for now.",,88,{}
5566,PullRequestReviewCommentEvent,2016-12-15 13:25:50+00:00,74127944,underyx/structlog-pretty,1060436,underyx,,,created,13126156,ba5d52a0069c35f7952980ef55318d6ec2f757ad,False,"If you're amending anyway, could you add a trailing slash here to get a nice diff the next time we add test cases as well? 😇 ",,5,{}
5703,PullRequestReviewCommentEvent,2017-10-16 16:09:21+00:00,48794719,beelit94/python-terraform,7035152,sammck,,,created,69613515,99c67e5fe585855742c559573943c8d968b7fc72,False,Fixed,COLLABORATOR,24,{}
5812,PullRequestReviewCommentEvent,2017-03-02 14:14:37+00:00,77063495,maartenbreddels/ipyvolume,6568042,jeammimi,,,created,24739041,41b7cd661ecd755070d680e47ecc0bdbb3af0055,False,Yes you are right,,6,{}
5880,PullRequestReviewCommentEvent,2017-03-16 20:22:28+00:00,4479494,serge-sans-paille/pythran,863807,serge-sans-paille,,,created,27448028,f97a8f452b041aa23c7fc2d900042b2c86dce0e4,False,"here, instead of the bool, you would use an `aux_spec_parser` that crates the deriving object etc",,647,{}
5887,PullRequestReviewCommentEvent,2015-10-05 19:59:20+00:00,4479494,serge-sans-paille/pythran,863807,serge-sans-paille,,,created,,b06d0eec98d5f59246d6f4ff7768fc015faa8866,False,"On Mon, Oct 05, 2015 at 12:50:02PM -0700, pbrunet wrote:
> > @@ -8,7 +8,6 @@
> >  #include <atomic>
> >  #endif
> >  #ifdef ENABLE_PYTHON_MODULE
> > -#include <boost/python/object.hpp>
> 
> ifdef are not needed anymore

They are needed for the (unused) pure C++ mode, where you d'ont want any
Python C API stuff
",,486,{}
5888,PullRequestReviewCommentEvent,2015-02-17 18:35:39+00:00,4479494,serge-sans-paille/pythran,1872390,pbrunet,,,created,,618879ea044e26d5c26e58498f78a73ae5838a3d,False,"From pep8:

```
When catching exceptions, mention specific exceptions whenever possible instead of using a bare except: clause.
```
```
A bare except: clause will catch SystemExit and KeyboardInterrupt exceptions, making it harder to interrupt a program with Control-C, and can disguise other problems. If you want to catch all exceptions that signal program errors, use except Exception: (bare except is equivalent to except BaseException: ).
```

What will happen in Pythran if user explicitly ask for -fopenmp but doesn't support it?",,392,{}
5891,PullRequestReviewCommentEvent,2017-03-19 11:41:28+00:00,4479494,serge-sans-paille/pythran,863807,serge-sans-paille,,,created,27745807,e15ad97f0727a7f7737996eb0cfe127960ba0f16,False,I really prefer tis version \o/,,647,{}
5894,PullRequestReviewCommentEvent,2015-05-22 14:09:38+00:00,4479494,serge-sans-paille/pythran,1872390,pbrunet,,,created,,52025813b3b737f22777bfabe058cb8813120965,False,SystemExit? It is raise by setup(..)?,,452,{}
5994,PullRequestReviewCommentEvent,2017-07-23 08:37:28+00:00,38095954,eternnoir/pyTelegramBotAPI,13799642,the31k,,,created,51638491,242456d92bf5b06fad561e5a54f038d6dca6a32e,False,"This could be replaced with `logging.exception(""Error occured"")`, which itself will error-log the exception type, message and its traceback. Just for the sake of code simplicity.",,359,{}
6356,PullRequestReviewCommentEvent,2017-09-01 07:46:05+00:00,4830226,reinout/z3c.dependencychecker,121433,reinout,,,created,60060320,5df24f2f37c6580ff1e0beefbffb3d848fc38060,False,"Much shorter: `return 'setup.py' in os.listdir(path)` 
",OWNER,54,{}
6357,PullRequestReviewCommentEvent,2017-09-01 07:52:50+00:00,4830226,reinout/z3c.dependencychecker,121433,reinout,,,created,60060320,5df24f2f37c6580ff1e0beefbffb3d848fc38060,False,"`new_path, filename = get_egg_info_folder(path)` will raise an error if you feed it a one-element `False`",OWNER,54,{}
6363,PullRequestReviewCommentEvent,2015-05-02 14:56:11+00:00,1625613,twidi/django-extended-choices,193474,twidi,,,created,,ece2ff288334d735907fc080dd31133f257a98fe,False,"No. Because `__init__`` import ``Choices`` from ``choices.py`` (I really want it to be able to do ``from extended_choices import Choices``).

So it would mean executing code in ``Choices``. But ``Choices`` import external modules not yet installed by.... ``setup.py`` :)",,12,{}
6449,PullRequestReviewCommentEvent,2015-04-09 19:00:49+00:00,14612476,twolfson/restructuredtext-lint,902488,twolfson,,,created,,f59da0d9ed4cde710cf381e23ad9d64d890961bd,False,"Instead of making this specific to Sphinx can we have something about `ignore_directives=None`, `ignore_roles=None`? Maybe we can provide a constants for people to use for Sphinx directives/roles",,14,{}
6567,PullRequestReviewCommentEvent,2018-05-28 05:47:07+00:00,81488128,siddhantgoel/streaming-form-data,79892,siddhantgoel,,,created,123626038,b9603f139a1c21ccb827799c82b12cedf71cbe7d,False,"If comments are not needed anymore, please remove them. :)",OWNER,17,{}
