,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,event_type,event_ref,event_pusher_type
7,DeleteEvent,2015-09-27 09:04:46+00:00,28550291,cdown/srt,660663,cdown,,,branch,release/0.0.8,user
69,DeleteEvent,2018-05-12 15:39:36+00:00,55258005,jopohl/urh,18219846,jopohl,,,tag,untagged-72168d0279611bc8bf62,user
82,DeleteEvent,2018-06-20 21:58:24+00:00,55258005,jopohl/urh,18219846,jopohl,,,branch,grfix,user
118,DeleteEvent,2018-02-12 15:38:26+00:00,93209191,cemsbr/yala,49481,cemsbr,,,branch,pyup-update-isort-4.2.15-to-4.3.3,user
147,DeleteEvent,2017-05-22 18:31:10+00:00,72066935,cs01/gdbgui,5715368,cs01,,,branch,dev/fix-issue-56,user
513,DeleteEvent,2018-07-01 14:37:01+00:00,138811196,nschloe/tuna,181628,nschloe,,,branch,importprofile,user
856,DeleteEvent,2018-03-06 06:27:29+00:00,55331984,klen/flask-pw,90699,klen,,,branch,pyup-update-pytest-3.2.0-to-3.4.1,user
888,DeleteEvent,2017-11-15 18:55:06+00:00,11815672,nicodv/kmodes,3716227,nicodv,,,branch,pr,user
903,DeleteEvent,2015-10-16 23:07:40+00:00,12848640,paulgb/runipy,3019665,jakirkham,,,tag,v0.1.4,user
1201,DeleteEvent,2017-10-11 14:35:28+00:00,84403074,hellock/cvbase,9102141,hellock,,,tag,v0.3.4,user
1246,DeleteEvent,2018-08-07 13:49:00+00:00,48170794,jepegit/cellpy,16334959,jepegit,,,branch,feature/holidays3,user
1328,DeleteEvent,2017-03-12 10:36:57+00:00,27371456,pbugnion/gmaps,1392879,pbugnion,,,branch,fix-travis,user
1334,DeleteEvent,2017-06-25 10:28:09+00:00,27371456,pbugnion/gmaps,1392879,pbugnion,,,branch,fix-rgba-values,user
1452,DeleteEvent,2018-02-18 12:02:14+00:00,7927051,ahawker/crython,178002,ahawker,,,branch,pyup/scheduled-update-2018-02-17,user
1459,DeleteEvent,2018-06-25 12:03:19+00:00,7927051,ahawker/crython,178002,ahawker,,,branch,pyup/scheduled-update-2018-06-24,user
1500,DeleteEvent,2017-04-07 03:15:10+00:00,23762079,cole/aiosmtplib,134694,cole,,,tag,0.1.5rc2,user
1604,DeleteEvent,2018-01-02 23:02:29+00:00,19612641,jaraco/calendra,308610,jaraco,,,branch,jaraco-release,user
1700,DeleteEvent,2015-09-20 10:02:28+00:00,26048137,motom001/DoorPi,9497035,motom001,,,branch,code_review,user
1782,DeleteEvent,2018-04-26 03:39:54+00:00,11075275,sloria/TextBlob,2379650,sloria,,,branch,pyup-update-sphinx-1.7.2-to-1.7.3,user
1832,DeleteEvent,2017-06-16 16:34:41+00:00,46785983,vmagamedov/hiku,179213,vmagamedov,,,branch,refactor,user
1972,DeleteEvent,2016-08-19 19:48:42+00:00,35793364,dtamayo/reboundx,3408023,dtamayo,,,branch,mindistance,user
2128,DeleteEvent,2018-06-19 18:41:13+00:00,41117430,mfussenegger/cr8,38700,mfussenegger,,,branch,asyncpg,user
2187,DeleteEvent,2018-08-31 23:47:14+00:00,31548112,podhmo/prestring,80613,podhmo,,,branch,typed,user
2284,DeleteEvent,2018-07-24 09:21:45+00:00,58374888,wkentaro/labelme,4310419,wkentaro,,,branch,filer_files,user
2377,DeleteEvent,2017-06-11 08:38:31+00:00,35655230,adamchainz/patchy,857609,adamchainz,,,branch,upgrade_requirements,user
2473,DeleteEvent,2018-06-05 21:32:05+00:00,5934517,dpkp/kafka-python,483314,jeffwidman,,,branch,dont-use-kafka.common-internally,user
2640,DeleteEvent,2017-06-14 01:13:51+00:00,85603555,molpopgen/fwdpy11,6416159,molpopgen,,,branch,dev_sample_to_loci,user
2659,DeleteEvent,2018-08-26 16:21:12+00:00,138421996,nedbat/coveragepy,23789,nedbat,,,branch,nedbat/data-sqlite,user
2741,DeleteEvent,2015-08-11 13:06:34+00:00,32283257,philpep/testinfra,387511,philpep,,,branch,docker-backend,user
2758,DeleteEvent,2017-08-15 22:53:29+00:00,28531969,reubano/mezmorize,157864,reubano,,,branch,SASL,user
2760,DeleteEvent,2017-03-21 20:54:00+00:00,78548891,rm-hull/luma.core,1915543,rm-hull,,,branch,monotonic-clock,user
2765,DeleteEvent,2017-08-13 13:45:16+00:00,24118673,rm-hull/luma.oled,561416,rogerdahl,,,branch,add-troubleshooting,user
2775,DeleteEvent,2015-07-28 10:35:22+00:00,18891837,schlamar/cov-core,238652,schlamar,,,branch,moved,user
2906,DeleteEvent,2016-10-26 01:32:26+00:00,27917780,astrikov-d/dartcms,1495520,astrikov-d,,,branch,boolean_search,user
2975,DeleteEvent,2015-06-16 15:38:23+00:00,31970793,harlowja/fasteners,970458,harlowja,,,branch,use-monotonic-monotonic,user
2978,DeleteEvent,2018-04-27 06:52:56+00:00,109987486,huashengdun/webssh,909962,huashengdun,,,branch,external-static-files-excluded,user
2980,DeleteEvent,2015-05-28 13:41:28+00:00,28453253,hughperkins/DeepCL,123560,hughperkins,,,tag,v5.8.1beta2,user
2983,DeleteEvent,2015-05-10 06:06:35+00:00,28453253,hughperkins/DeepCL,123560,hughperkins,,,branch,jenkins-target,user
3201,DeleteEvent,2016-04-09 12:32:42+00:00,33454782,tkem/mopidy-dleyna,2833077,tkem,,,branch,fix/43,user
3206,DeleteEvent,2016-05-01 17:20:49+00:00,28882767,tkem/mopidy-mobile,2833077,tkem,,,branch,fix/195,user
3259,DeleteEvent,2016-09-26 09:21:58+00:00,8292338,ultrabug/py3status,56311,tobes,,,branch,module_test-fix,user
3313,DeleteEvent,2018-05-25 04:13:22+00:00,39159799,JoelBender/bacpypes,10273490,JoelBender,,,branch,168-segmentation-in-response,user
3319,DeleteEvent,2017-12-22 00:19:21+00:00,101940687,SamLau95/nbinteract,2468904,SamLau95,,,branch,wording,user
3492,DeleteEvent,2018-08-13 16:33:05+00:00,49332088,guykisel/inline-plz,6760519,guykisel,,,branch,guykisel-patch-1,user
3548,DeleteEvent,2017-03-29 13:23:56+00:00,31665258,jonathanj/eliottree,112166,jonathanj,,,branch,11-incremental-rendering,user
3558,DeleteEvent,2018-04-10 00:25:25+00:00,62165703,kalaspuff/tomodachi,89139,kalaspuff,,,branch,pyup/update-botocore-1.8.21-to-1.10.2,user
3561,DeleteEvent,2018-01-09 01:53:27+00:00,62165703,kalaspuff/tomodachi,89139,kalaspuff,,,branch,pyup/update-botocore-1.7.40-to-1.8.23,user
3563,DeleteEvent,2018-03-24 10:29:09+00:00,62165703,kalaspuff/tomodachi,89139,kalaspuff,,,branch,pyup/update-mypy-0.570-to-0.580,user
3582,DeleteEvent,2017-02-16 20:01:17+00:00,33601400,klen/aioauth-client,90699,klen,,,branch,pyup-update-aiohttp-1.0.5-to-1.3.1,user
3611,DeleteEvent,2018-05-07 17:08:20+00:00,67834502,lk-geimfari/mimesis,27856297,dependabot[bot],,,branch,dependabot/pip/flake8-builtins-1.3.1,user
3671,DeleteEvent,2017-01-17 16:57:47+00:00,19407941,plumdog/flask_table,2348591,plumdog,,,branch,buttoncol_button_attrs,user
3745,DeleteEvent,2016-08-10 16:11:15+00:00,32808404,taschini/pyinterval,7879276,taschini,,,branch,dev1,user
3786,DeleteEvent,2018-01-17 05:03:32+00:00,36905533,Cinntax/pyenvisalink,5666961,Cinntax,,,branch,dsc_bugfix,user
3794,DeleteEvent,2015-02-08 09:57:01+00:00,8685799,DRMacIver/hypothesis,28623,DRMacIver,,,branch,datetimes,user
3841,DeleteEvent,2016-01-25 20:32:38+00:00,1014759,autocracy/python-ipy,87269,autocracy,,,branch,coverage,user
3968,DeleteEvent,2017-05-28 19:00:02+00:00,90407498,jbasko/configmanager,632910,jbasko,,,branch,v2,user
4027,DeleteEvent,2015-09-03 13:40:40+00:00,30912694,kashifrazzaqui/vyked,499894,bhanuvrat,,,branch,anuvrat/logformatting,user
4074,DeleteEvent,2017-09-13 10:28:30+00:00,69691394,kragniz/python-etcd3,735008,kragniz,,,branch,pyup-update-hypothesis-3.11.6-to-3.26.0,user
4080,DeleteEvent,2016-11-06 20:22:32+00:00,69691394,kragniz/python-etcd3,735008,kragniz,,,branch,pyup-update-pip-8.1.2-to-9.0.0,user
4105,DeleteEvent,2017-09-26 01:17:11+00:00,95990745,limdauto/drf_openapi,2032984,limdauto,,,branch,pyup-update-tox-2.7.0-to-2.8.2,user
4358,DeleteEvent,2017-06-20 12:40:26+00:00,15999779,codingjoe/django-vies,1772890,codingjoe,,,branch,pyup-update-pbr-3.0.1-to-3.1.0,user
4401,DeleteEvent,2018-08-02 15:56:58+00:00,131583406,fniessink/next-action,3530545,fniessink,,,branch,pyup-update-pylint-2.0.1-to-2.1.0,user
4419,DeleteEvent,2017-07-02 18:17:05+00:00,24561828,gunthercox/ChatterBot,2030578,gunthercox,,,branch,corpus-docs,user
4436,DeleteEvent,2017-07-27 11:00:18+00:00,24561828,gunthercox/ChatterBot,2030578,gunthercox,,,branch,tox,user
4536,DeleteEvent,2016-01-18 14:26:09+00:00,41481458,maybelinot/df2gspread,5212597,maybelinot,,,branch,docs,user
4611,DeleteEvent,2017-10-02 08:16:08+00:00,83989500,rytilahti/python-miio,3705853,rytilahti,,,branch,wifispeaker,user
4739,DeleteEvent,2018-06-25 07:29:23+00:00,39780739,adamchainz/pretty-cron,857609,adamchainz,,,branch,upgrade_requirements,user
4804,DeleteEvent,2016-06-06 21:20:25+00:00,28835957,geowurster/NewlineJSON,2676083,geowurster,,,branch,no-log,user
5017,DeleteEvent,2018-05-24 07:32:29+00:00,30379674,adamchainz/django-mysql,857609,adamchainz,,,branch,upgrade_requirements,user
5021,DeleteEvent,2017-08-07 17:03:03+00:00,94463832,adamchainz/ec2-metadata,857609,adamchainz,,,branch,upgrade_requirements,user
5023,DeleteEvent,2017-12-31 18:41:49+00:00,112424608,addisonlynch/iexfinance,21162161,addisonlynch,,,branch,dev,user
5100,DeleteEvent,2015-12-17 00:16:10+00:00,36964309,jantman/awslimitchecker,273454,jantman,,,branch,issues/110,user
5158,DeleteEvent,2016-07-21 08:47:25+00:00,9933602,mbraak/django-file-form,235558,mbraak,,,branch,requires-io-master,user
5432,DeleteEvent,2016-08-29 07:03:49+00:00,7889772,mbraak/django-mptt-admin,235558,mbraak,,,branch,requires-io-master,user
5435,DeleteEvent,2018-01-25 18:04:43+00:00,7889772,mbraak/django-mptt-admin,235558,mbraak,,,branch,requires-io-master,user
5461,DeleteEvent,2015-11-04 12:02:58+00:00,3770478,saxix/django-concurrency,27282,saxix,,,branch,feature/travis,user
5496,DeleteEvent,2017-10-12 08:52:50+00:00,92439132,vovanbo/aiohttp_json_api,877240,vovanbo,,,branch,pyup-update-cryptography-2.0.3-to-2.1,user
5511,DeleteEvent,2011-09-02 10:22:31+00:00,695611,etianen/django-reversion,148744,etianen,,,branch,api-2.0,
