,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_review_comment_action,pr_review_comment_id,pr_review_comment_commit_id,pr_review_comment_site_admin,pr_review_comment_body,pr_review_comment_author_association,pr_number,pr_review_comment_reactions
9,PullRequestReviewCommentEvent,2016-04-07 05:59:27+00:00,54391698,jd/pifpaf,200878,sileht,,,created,,31ba1eeac0117ded29e0fbdcdb3e5b0c82e292df,False,Done,,3,{}
115,PullRequestReviewCommentEvent,2018-07-09 12:14:34+00:00,65468547,jd/tenacity,2644,jd,,,created,135389333,020e7a7ae2cf9b46b2c7e553f18a76da6e2d012b,False,`logfn(…)`,OWNER,124,{}
375,PullRequestReviewCommentEvent,2017-08-06 19:37:36+00:00,77868600,benjaminp/six,5534705,jz1371,,,created,54542407,c6a4033a0bc87c89cf060141a6befd987e505beb,False,"@benjaminp do you mean something like?
```
def ensure_binary(s, encoding='utf-8', errors='strict'):
    if isinstance(s, text_type):
        return s.encode(encoding, errors)
    elif isinstance(s, binary_type):
        return s
    else:
        raise TypeError(""not expecting type '%s'"" % type(s))
```
I'd like to keep the `raise TypeError` part to fail the error loudly; be consistent with the `raise` behavior from `ensure_string`.",,204,{}
391,PullRequestReviewCommentEvent,2018-06-18 14:07:33+00:00,63429822,ericmjl/nxviz,2631566,ericmjl,,,created,129577430,ae15b7c7a069154fa414d3c710babecba28aafc5,False,"Please add sphinx-style docstrings to document what each parameter is.

Example to get you started:

```
:param dataframe: A pandas dataframe containing the data to be converted into a graph.
:param float threshold_by_percent_unique: ...
...
:param bool collapse_edges: Graphs are instantiated as `MultiGraph` objects. Setting this to True will convert the `MultiGraph` into a `Graph` object.
...
```

This ensures that the API doc is complete.",OWNER,348,{}
720,PullRequestReviewCommentEvent,2018-04-09 10:00:38+00:00,65412345,svenevs/exhale,6889068,tkhyn,,,created,110394674,1e97b1e042a07d664b5ad9fc7860dbbaceaba2cc,False,"haha, just realised it was used in sphinx as well: ``from sphinx.util.osutil import cd``",NONE,31,{}
759,PullRequestReviewCommentEvent,2017-06-03 19:37:59+00:00,68290807,Stewori/pytypes,4356260,Stewori,,,created,41926583,e5fc6cce377f05b4d11bec3cb31b3941cdedea25,False,"This one too (Should rather be '""""""'.)",,2,{}
848,PullRequestReviewCommentEvent,2015-07-03 16:56:16+00:00,4477733,kevin1024/vcrpy,1246619,IvanMalison,,,created,,c37d607b97ebbbfc88726267bf1a2795d5048bca,False,Why not just actualy raise an exception here? Will this get caught somewhere in Tornado or something?,,164,{}
1010,PullRequestReviewCommentEvent,2018-06-02 14:42:01+00:00,67859516,chezou/tabula-py,916653,chezou,,,created,125367790,3c975c81f748dc03b4b7487f1c86b354120968df,False,Is there any reason to reorder import?,OWNER,98,{}
1014,PullRequestReviewCommentEvent,2016-06-15 11:30:42+00:00,11929631,craffel/mir_eval,6766142,ErikJohnsonCU,,,created,,9e8c486bcf72db4bdb8e01088d2020be40a7a433,False,"Whoops, sorry, I was too focused on fixing the iterator mistake... everything should be an ndarray.",,199,{}
1015,PullRequestReviewCommentEvent,2016-02-08 15:13:07+00:00,11929631,craffel/mir_eval,1190540,bmcfee,,,created,,60e4ab1647bd4bf03c367f013e922647adc9a6c6,False,"Derp, you're right.  Will revert.",,163,{}
1017,PullRequestReviewCommentEvent,2016-02-21 21:54:03+00:00,11929631,craffel/mir_eval,417568,craffel,,,created,,e512a9dd5ec512cddeb03c7d11f978b09c76c8d6,False,Nitpick: https://docs.python.org/2/howto/doanddont.html#using-backslash-to-continue-statements,,170,{}
