,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,event_type,event_ref,event_pusher_type
19,DeleteEvent,2017-04-22 01:41:39+00:00,8387179,uiri/toml,364765,uiri,,,branch,fix-array,user
55,DeleteEvent,2017-07-08 11:06:11+00:00,55258005,jopohl/urh,18219846,jopohl,,,branch,fix_external_decoding,user
450,DeleteEvent,2016-02-29 16:46:53+00:00,6662075,joke2k/faker,89607,fcurella,,,branch,elad101-features/country-codes,user
454,DeleteEvent,2017-10-13 17:23:14+00:00,6662075,joke2k/faker,89607,fcurella,,,branch,delete-removal,user
488,DeleteEvent,2018-07-05 01:35:00+00:00,130011760,mahmoud/glom,130193,mahmoud,,,branch,more-spec,user
761,DeleteEvent,2017-11-28 09:27:47+00:00,63429822,ericmjl/nxviz,2631566,ericmjl,,,branch,pyup-update-hypothesis-3.38.0-to-3.38.5,user
828,DeleteEvent,2016-09-02 06:16:18+00:00,27025717,jaedb/spotmop,1711444,jaedb,,,branch,temp/merge,user
874,DeleteEvent,2017-03-05 09:17:55+00:00,27806545,mewwts/addict,1848670,mewwts,,,branch,key-can-be-None,user
926,DeleteEvent,2017-11-07 06:33:03+00:00,22937749,rasbt/mlxtend,5618407,rasbt,,,branch,multinom,user
1208,DeleteEvent,2018-08-06 21:42:53+00:00,52478762,etingof/pysnmp,17447359,etingof,,,branch,fixed-discovery-and-retries-algorithm,user
1279,DeleteEvent,2017-06-07 01:24:59+00:00,80392844,jarrekk/imgkit,10969478,jarrekk,,,tag,tagname,user
1287,DeleteEvent,2018-06-27 06:10:05+00:00,48170794,jepegit/cellpy,16334959,jepegit,,,branch,pyup-update-pytest-3.0.7-to-3.2.1,user
1348,DeleteEvent,2018-02-21 23:29:47+00:00,11745275,mikedh/trimesh,1403074,mikedh,,,branch,devel,user
1373,DeleteEvent,2017-12-19 11:21:57+00:00,45875786,nschloe/meshio,181628,nschloe,,,branch,gmsh-node-data,user
1374,DeleteEvent,2017-11-09 11:52:32+00:00,45875786,nschloe/meshio,181628,nschloe,,,branch,exodus-fixes,user
1376,DeleteEvent,2017-03-10 19:07:42+00:00,45875786,nschloe/meshio,181628,nschloe,,,branch,argument-order,user
1516,DeleteEvent,2017-10-16 01:26:38+00:00,7927051,ahawker/crython,178002,ahawker,,,branch,feature/codecov,user
1537,DeleteEvent,2015-10-02 10:32:47+00:00,43131469,bjodah/pyodesys,485936,bjodah,,,branch,progress,user
1801,DeleteEvent,2015-11-13 12:58:17+00:00,11380094,msiemens/tinydb,1873922,msiemens,,,branch,v3.0,user
1938,DeleteEvent,2018-06-07 18:13:57+00:00,65191260,youknowone/ring,69878,youknowone,,,branch,pep396,user
2000,DeleteEvent,2018-05-06 07:29:53+00:00,67859516,chezou/tabula-py,916653,chezou,,,branch,java-handle,user
2239,DeleteEvent,2017-02-15 05:28:58+00:00,9794086,nabla-c0d3/nassl,1915165,nabla-c0d3,,,tag,v0.7,user
2316,DeleteEvent,2015-05-22 03:53:47+00:00,9289343,svinota/pyroute2,814602,svinota,,,branch,proxy-ng,user
2478,DeleteEvent,2017-11-29 17:05:56+00:00,1600085,dagwieers/unoconv,820596,regebro,,,branch,lregebro-testing-newer-versions,user
2526,DeleteEvent,2017-10-14 20:05:02+00:00,5934517,dpkp/kafka-python,916148,tvoinarovskyi,,,branch,add_makefile,user
2533,DeleteEvent,2018-05-26 17:53:28+00:00,5934517,dpkp/kafka-python,843444,dpkp,,,branch,bootstrap_dns_lookup,user
2653,DeleteEvent,2015-12-28 18:00:12+00:00,46895564,jtpereyda/boofuzz,244969,jtpereyda,,,branch,jtpereyda-readme-grammar-fix,user
2658,DeleteEvent,2017-03-05 02:25:03+00:00,46895564,jtpereyda/boofuzz,244969,jtpereyda,,,branch,add-gitter-link,user
2725,DeleteEvent,2017-08-03 05:45:45+00:00,30484966,michael-lazar/rtv,5026795,michael-lazar,,,branch,VISUAL,user
2877,DeleteEvent,2016-06-05 10:30:26+00:00,44956481,taschini/pycrlibm,7879276,taschini,,,branch,doc,user
2927,DeleteEvent,2017-07-04 09:03:47+00:00,11100375,BoboTiG/python-mss,2033598,BoboTiG,,,branch,deprecate-enum_display_monitors,user
2942,DeleteEvent,2017-09-04 13:27:31+00:00,101291622,Chaffelson/nipyapi,11668664,Chaffelson,,,branch,pyup-update-tox-2.8.0-to-2.8.1,user
3059,DeleteEvent,2015-02-03 05:44:59+00:00,2725322,erikrose/blessings,295816,erikrose,,,branch,input-apis,user
3081,DeleteEvent,2015-05-30 14:37:09+00:00,28453253,hughperkins/DeepCL,123560,hughperkins,,,tag,v1.12,user
3282,DeleteEvent,2017-11-01 10:02:42+00:00,8292338,ultrabug/py3status,56311,tobes,,,branch,travis-flakes-exception,user
3390,DeleteEvent,2017-05-08 19:23:18+00:00,83990951,RedFantom/ttkthemes,15170036,RedFantom,,,branch,import,user
3482,DeleteEvent,2017-10-02 00:57:15+00:00,5776030,bear/python-twitter,4955149,jeremylow,,,branch,fix/issue494,user
3581,DeleteEvent,2017-03-11 14:29:16+00:00,80914460,igorcoding/asynctnt,5521116,igorcoding,,,tag,v0.1.2,user
3614,DeleteEvent,2017-12-11 07:14:10+00:00,62165703,kalaspuff/tomodachi,89139,kalaspuff,,,branch,pyup/update-aiobotocore-0.5.1-to-0.5.2,user
3621,DeleteEvent,2017-08-16 18:41:46+00:00,62165703,kalaspuff/tomodachi,89139,kalaspuff,,,branch,pyup/update-botocore-1.5.78-to-1.6.2,user
3626,DeleteEvent,2017-09-08 20:58:22+00:00,62165703,kalaspuff/tomodachi,89139,kalaspuff,,,branch,pyup/update-botocore-1.7.5-to-1.7.6,user
3659,DeleteEvent,2018-06-17 12:08:40+00:00,67834502,lk-geimfari/mimesis,27856297,dependabot[bot],,,branch,dependabot/pip/mypy-0.610,user
3874,DeleteEvent,2015-01-01 06:07:56+00:00,15879082,AndrewAnnex/SpiceyPy,2126916,AndrewAnnex,,,branch,W_docs,user
3896,DeleteEvent,2017-07-15 17:33:44+00:00,73920157,HadrienG/InSilicoSeq,7337110,HadrienG,,,branch,meta,user
3973,DeleteEvent,2017-10-04 10:36:44+00:00,96750547,danielhrisca/asammdf,20952040,danielhrisca,,,branch,improve_append_compatibility,user
4147,DeleteEvent,2017-09-16 20:58:35+00:00,69691394,kragniz/python-etcd3,735008,kragniz,,,branch,pyup-update-hypothesis-3.11.6-to-3.28.0,user
4337,DeleteEvent,2018-08-14 11:31:57+00:00,86715491,tgsmith61591/pyramid,6124706,tgsmith61591,,,tag,v0.7.0,user
4402,DeleteEvent,2018-07-02 15:56:15+00:00,24219208,LettError/MutatorMath,6939968,anthrotype,,,branch,pyup-scheduled-update-2018-06-25,user
4442,DeleteEvent,2016-05-24 12:35:11+00:00,15999779,codingjoe/django-vies,1772890,codingjoe,,,branch,requires-io-master,user
4472,DeleteEvent,2018-02-11 16:08:24+00:00,57872901,facelessuser/backrefs,1055125,facelessuser,,,branch,prep-3.0.3,user
4479,DeleteEvent,2018-07-31 15:38:59+00:00,131583406,fniessink/next-action,3530545,fniessink,,,branch,pyup-update-hypothesis-3.66.11-to-3.66.16,user
4578,DeleteEvent,2016-05-30 20:53:55+00:00,21800779,jordanh/neurio-python,103000,jordanh,,,tag,0.3.1,user
4603,DeleteEvent,2017-10-04 07:26:52+00:00,93602604,mbdevpl/version-query,1270332,mbdevpl,,,branch,bintray,user
4822,DeleteEvent,2018-03-23 14:48:40+00:00,101308108,bsolomon1124/pyfinance,25164676,bsolomon1124,,,branch,add-license-1,user
4915,DeleteEvent,2018-06-30 00:14:40+00:00,56346915,liminspace/django-mjml,5173158,liminspace,,,tag,0.5.2,user
