,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,event_type,event_ref,repo_master_branch,event_pusher_type
4,CreateEvent,2016-09-04 07:39:40+00:00,28550291,cdown/srt,660663,cdown,,,branch,release/1.2.0,develop,user
36,CreateEvent,2016-11-16 18:30:49+00:00,10156090,klen/mixer,90699,klen,,,tag,5.6.1,develop,user
38,CreateEvent,2017-07-13 14:51:10+00:00,65411376,lacava/few,6578458,lacava,,,tag,0.0.42,master,user
115,CreateEvent,2015-09-21 11:29:21+00:00,30243627,klen/muffin,90699,klen,,,tag,0.1.6,develop,user
138,CreateEvent,2017-10-11 14:57:23+00:00,68929937,slank/awsgi,173335,slank,,,tag,v0.0.7,master,user
165,CreateEvent,2017-08-22 05:15:22+00:00,20857415,Kuniwak/vint,1124024,Kuniwak,,,branch,fix-issue-238,master,user
171,CreateEvent,2015-02-17 22:23:43+00:00,18305821,Trii/NoseGAE,638073,Trii,,,branch,module-support,master,user
212,CreateEvent,2016-07-08 14:54:48+00:00,6662075,joke2k/faker,89607,fcurella,,,branch,bugfix/340,master,user
330,CreateEvent,2018-05-06 12:51:54+00:00,24005390,tBuLi/symfit,2188968,tBuLi,,,branch,fix_142,master,user
333,CreateEvent,2016-03-10 00:15:34+00:00,52729310,ymoch/apyori,8799612,ymoch,,,branch,fix/strip,master,user
335,CreateEvent,2016-10-13 14:58:52+00:00,64942583,CSchoel/nolds,10725211,CSchoel,,,branch,gh-pages,master,user
456,CreateEvent,2016-11-11 07:20:14+00:00,22937749,rasbt/mlxtend,5618407,rasbt,,,tag,v0.5.0,master,user
574,CreateEvent,2016-05-20 09:44:02+00:00,48649622,hackebrot/poyo,6024445,hackebrot,,,tag,0.3.0,master,user
618,CreateEvent,2016-01-08 20:40:23+00:00,18464187,jquast/wcwidth,972584,jquast,,,branch,license-doc-polish,master,user
638,CreateEvent,2015-03-28 22:10:25+00:00,8993792,myint/pyformat,1235108,myint,,,branch,yapf,master,user
641,CreateEvent,2018-02-01 13:02:34+00:00,53360812,nadirizr/dazel,3140736,mishas,,,tag,0.10.0,master,user
688,CreateEvent,2018-05-25 17:22:01+00:00,16051064,xflr6/features,6342379,xflr6,,,tag,0.5.9,master,user
692,CreateEvent,2018-07-09 20:45:07+00:00,50903853,AnalogJ/lexicon,891875,AnalogJ,,,tag,v2.4.5,master,user
695,CreateEvent,2017-12-01 19:34:32+00:00,50903853,AnalogJ/lexicon,891875,AnalogJ,,,tag,v2.1.14,master,user
699,CreateEvent,2017-09-12 15:04:24+00:00,85419553,Bogdanp/anom-py,43347,Bogdanp,,,tag,v0.4.2,master,user
725,CreateEvent,2016-06-21 06:49:13+00:00,57673723,corydodt/Codado,121705,corydodt,,,tag,release-0.2.3,master,user
754,CreateEvent,2018-07-23 03:18:53+00:00,10632220,harvimt/quamash,119106,harvimt,,,tag,version-0.6.1,master,user
814,CreateEvent,2015-04-07 22:07:36+00:00,6042906,mdevaev/emonoda,416259,mdevaev,,,tag,v1.9.2,master,user
828,CreateEvent,2017-07-08 21:24:10+00:00,58164254,nibrag/aiosocks,6500446,nibrag,,,tag,v0.2.4,master,user
849,CreateEvent,2015-08-01 00:33:39+00:00,40030070,sdispater/cachy,555648,sdispater,,,branch,develop,master,user
882,CreateEvent,2016-09-06 14:01:09+00:00,7111976,tarekziade/boom,1590648,hanleyhansen,,,tag,1.0,master,user
884,CreateEvent,2015-02-23 16:35:49+00:00,23023249,thefab/tornadis,101934,amarandon,,,branch,benchmark,master,user
896,CreateEvent,2017-07-24 08:29:10+00:00,19955150,vmalloc/dessert,28710,vmalloc,,,tag,1.3.1,master,user
897,CreateEvent,2018-01-05 21:32:54+00:00,6534153,wbolster/plyvel,748944,wbolster,,,tag,1.0.1,master,user
903,CreateEvent,2018-06-29 11:59:58+00:00,65191260,youknowone/ring,69878,youknowone,,,tag,0.7.0,master,user
904,CreateEvent,2017-04-18 06:58:10+00:00,65191260,youknowone/ring,69878,youknowone,,,branch,default,master,user
925,CreateEvent,2016-11-13 19:13:41+00:00,9923468,boppreh/keyboard,231856,boppreh,,,tag,v0.9.4,master,user
952,CreateEvent,2017-09-23 00:15:48+00:00,62473195,darryllane/Bluto,8728293,darryllane,,,branch,current_dev,master,user
976,CreateEvent,2017-04-11 15:34:23+00:00,83015707,ecoron/SerpScrap,3024450,ecoron,,,branch,patch-2,master,user
1034,CreateEvent,2016-03-01 22:16:04+00:00,34494009,kalefranz/auxlib,1418419,kalefranz,,,tag,0.0.31,develop,user
1050,CreateEvent,2017-08-27 19:02:53+00:00,41117430,mfussenegger/cr8,38700,mfussenegger,,,branch,timeout,master,user
1100,CreateEvent,2016-11-19 08:31:34+00:00,55208383,renskiy/fabricio,3508656,renskiy,,,branch,skip_prepare_step_option,master,user
1122,CreateEvent,2016-04-25 07:58:54+00:00,9289343,svinota/pyroute2,814602,svinota,,,branch,0.3.x,master,user
1134,CreateEvent,2017-09-02 05:24:52+00:00,58374888,wkentaro/labelme,4310419,wkentaro,,,tag,v2.5.3,master,user
1203,CreateEvent,2018-03-09 00:51:06+00:00,5934517,dpkp/kafka-python,843444,dpkp,,,branch,conn_close_short_circuit,master,user
1244,CreateEvent,2018-02-07 19:45:49+00:00,120079872,holgern/py-scrypt,2202263,holgern,,,tag,untagged-4a5d18b8bd773f2eb596,master,user
1256,CreateEvent,2017-05-23 18:19:09+00:00,76606572,kennethreitz/maya,119893,kennethreitz,,,tag,v0.3.0,master,user
1272,CreateEvent,2017-06-29 12:42:11+00:00,94133125,metachris/logzero,116939,metachris,,,branch,pyup-update-pyyaml-3.11-to-3.12,master,user
1284,CreateEvent,2017-11-18 17:07:54+00:00,76888550,mobiusklein/psims,1426041,mobiusklein,,,tag,v0.0.8,master,user
1333,CreateEvent,2015-05-05 00:34:49+00:00,35068215,npilon/planterbox,382517,npilon,,,branch,master,master,user
1339,CreateEvent,2015-11-30 12:20:23+00:00,32283257,philpep/testinfra,387511,philpep,,,tag,1.0a15,master,user
1345,CreateEvent,2016-12-15 19:30:09+00:00,47879364,pklaus/brother_ql,85449,pklaus,,,tag,v0.7.2,master,user
1390,CreateEvent,2018-08-07 22:34:49+00:00,68545771,MichaelAquilina/S4,2650040,MichaelAquilina,,,branch,pip-caching,master,user
1429,CreateEvent,2017-03-19 23:20:51+00:00,85516039,asottile/astpretty,1810591,asottile,,,branch,master,master,user
1472,CreateEvent,2017-02-03 20:40:37+00:00,65765377,edgraham/BinSanity,17166755,edgraham,,,branch,patch,master,user
1479,CreateEvent,2015-01-10 21:48:55+00:00,29072222,fmoo/python-editor,143504,fmoo,,,branch,master,master,user
1503,CreateEvent,2016-12-07 16:11:22+00:00,75853116,kblin/mockaioredis,76448,kblin,,,branch,master,master,user
1511,CreateEvent,2017-10-22 00:12:02+00:00,15415111,kinverarity1/lasio,4525931,kinverarity1,,,branch,sectionitems,master,user
1516,CreateEvent,2015-10-08 16:43:04+00:00,12116802,lavr/python-emails,129239,lavr,,,branch,py35,master,user
1567,CreateEvent,2015-01-19 05:42:42+00:00,4033448,roskakori/cutplace,328726,roskakori,,,tag,v0.8.2,master,user
1573,CreateEvent,2017-12-23 11:48:25+00:00,6002572,santoshphilip/eppy,3817160,jamiebull1,,,branch,faster_ci,master,user
1601,CreateEvent,2017-01-05 17:08:37+00:00,8292338,ultrabug/py3status,56311,tobes,,,branch,arch-updates,master,user
1743,CreateEvent,2018-05-26 08:01:52+00:00,106929485,ikalchev/HAP-python,25887324,ikalchev,,,branch,v2.2.0,dev,user
