,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,event_type,event_ref,event_pusher_type
71,DeleteEvent,2017-05-09 21:06:52+00:00,9896961,dbrgn/RPLCD,105168,dbrgn,,,branch,release-fixes,user
399,DeleteEvent,2018-06-26 11:21:53+00:00,63429822,ericmjl/nxviz,2631566,ericmjl,,,branch,pyup-update-hypothesis-3.61.0-to-3.63.0,user
642,DeleteEvent,2018-08-07 13:51:14+00:00,48170794,jepegit/cellpy,16334959,jepegit,,,branch,release/0.2.0.c1,user
676,DeleteEvent,2018-07-10 09:59:32+00:00,45875786,nschloe/meshio,181628,nschloe,,,branch,simplify-abaqus,user
719,DeleteEvent,2016-10-27 17:26:22+00:00,64695045,willkg/everett,820826,willkg,,,branch,listify-none,user
730,DeleteEvent,2016-03-30 04:03:24+00:00,50903853,AnalogJ/lexicon,891875,AnalogJ,,,branch,fix_tests_duplicate,user
843,DeleteEvent,2018-06-09 13:06:54+00:00,6042906,mdevaev/emonoda,416259,mdevaev,,,branch,typing,user
900,DeleteEvent,2017-03-12 03:18:48+00:00,23509035,seisman/HinetPy,3974108,seisman,,,tag,0.3.0,user
979,DeleteEvent,2018-05-24 13:40:49+00:00,67859516,chezou/tabula-py,916653,chezou,,,branch,tabula-java102,user
1121,DeleteEvent,2017-01-23 23:14:33+00:00,7946956,rm-hull/luma.lcd,1915543,rm-hull,,,tag,0.2.1,user
1143,DeleteEvent,2015-11-05 07:19:13+00:00,36823669,wbond/asn1crypto,41734,wbond,,,branch,circle-testing,user
1162,DeleteEvent,2017-11-19 10:58:30+00:00,1998014,Diaoul/subliminal,2620870,fernandog,,,branch,feature/ltv_valid_archives,user
1188,DeleteEvent,2017-06-07 07:17:38+00:00,35655230,adamchainz/patchy,857609,adamchainz,,,branch,upgrade_requirements,user
1201,DeleteEvent,2016-05-01 21:39:43+00:00,57455410,asottile/pymonkey,1810591,asottile,,,branch,make_entry_point,user
1232,DeleteEvent,2018-03-16 00:43:46+00:00,5934517,dpkp/kafka-python,483314,jeffwidman,,,branch,commit_failed_message_fixup,user
1249,DeleteEvent,2018-03-10 16:53:37+00:00,5934517,dpkp/kafka-python,843444,dpkp,,,branch,any_api_version,user
1292,DeleteEvent,2015-05-17 03:20:14+00:00,19165491,jacebrowning/yorm,939501,jacebrowning,,,branch,release/v0.4,user
1477,DeleteEvent,2018-05-12 18:38:23+00:00,85516039,asottile/astpretty,1810591,asottile,,,branch,all-repos_autofix_show-missing,user
1595,DeleteEvent,2016-03-31 04:25:47+00:00,5806020,rueckstiess/mtools,99221,rueckstiess,,,branch,405-mgenerate-binary-operator,user
1621,DeleteEvent,2016-03-01 19:21:07+00:00,28882767,tkem/mopidy-mobile,2833077,tkem,,,branch,fix/180,user
1626,DeleteEvent,2017-10-18 12:59:20+00:00,8292338,ultrabug/py3status,56311,tobes,,,branch,process_queue-core-thread,user
1788,DeleteEvent,2016-01-31 23:01:51+00:00,49332088,guykisel/inline-plz,6760519,guykisel,,,branch,prospector-json,user
1816,DeleteEvent,2018-03-29 23:56:19+00:00,62165703,kalaspuff/tomodachi,89139,kalaspuff,,,branch,pyup/update-botocore-1.8.21-to-1.9.19,user
1835,DeleteEvent,2018-01-21 09:07:43+00:00,67834502,lk-geimfari/mimesis,15812620,lk-geimfari,,,branch,dev,user
1937,DeleteEvent,2018-08-10 08:29:26+00:00,50290651,whtsky/bencoder.pyx,876694,whtsky,,,branch,renovate/tox-3.x,user
1996,DeleteEvent,2018-05-20 10:04:18+00:00,96750547,danielhrisca/asammdf,20952040,danielhrisca,,,branch,refactor_v3,user
2048,DeleteEvent,2017-06-17 01:04:02+00:00,90407498,jbasko/configmanager,632910,jbasko,,,branch,track-changes2,user
2068,DeleteEvent,2018-01-23 00:56:12+00:00,51553740,joealcorn/laboratory,1097349,joealcorn,,,branch,random-order,user
2081,DeleteEvent,2016-03-18 18:04:38+00:00,53907505,kata198/func_timeout,8461115,kata198,,,tag,2.0.0,user
2240,DeleteEvent,2017-01-30 16:27:01+00:00,24219208,LettError/MutatorMath,6939968,anthrotype,,,tag,2.01,user
2384,DeleteEvent,2017-12-12 10:26:42+00:00,45240797,revesansparole/pkglts,13200498,revesansparole,,,branch,dep_version,user
2424,DeleteEvent,2015-12-05 01:42:03+00:00,30582779,warner/magic-wormhole,27146,warner,,,branch,blur-usage,user
