,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url,partition,commit_list
16,PullRequestEvent,2017-12-13 14:05:59+00:00,54391698,jd/pifpaf,2644,jd,,,158101880,,swift: use 127.0.0.1 instead of localhost for memcached,closed,False,87,,https://api.github.com/repos/jd/pifpaf/issues/87,2017-12-13T14:05:58Z,2017-12-13T14:05:58Z,2017-12-13T14:05:59Z,1,1,1,1,COLLABORATOR,[],[],[],jd,2644.0,User,False,[],https://github.com/jd/pifpaf/pull/87.patch,https://api.github.com/repos/jd/pifpaf/pulls/87/commits,191,[]
39,PullRequestEvent,2016-09-01 11:09:43+00:00,46566669,jaraco/irc,1258108,igel-kun,,,83613066,,allow exiting process_forever gracefully,open,False,108,"hi,
I wanted to use an IRC connection as a subroutine in some code I'm writing, but in all the examples I looked at, whenever the task was done, the program exits via ```sys.exit()``` which is not an option for me. So I added an ```active``` flag to the ```IRC``` class that can be set to false to stop ```process_forever()```. Preliminary tests indicate that it's working as intended :)
",https://api.github.com/repos/jaraco/irc/issues/108,,,2016-09-01T11:09:43Z,1,7,1,1,[],[],[],[],,,,,[],https://github.com/jaraco/irc/pull/108.patch,https://api.github.com/repos/jaraco/irc/pulls/108/commits,191,['89456fa31f6828f2a60342bb61038b785d4f2cf9']
46,PullRequestEvent,2018-03-11 22:51:03+00:00,55258005,jopohl/urh,18219846,jopohl,,,174244550,,optimize timeout for test,closed,False,409,,https://api.github.com/repos/jopohl/urh/issues/409,2018-03-11T22:51:03Z,2018-03-11T22:51:03Z,2018-03-11T22:51:03Z,6,0,3,1,OWNER,[],[],[],jopohl,18219846.0,User,False,[],https://github.com/jopohl/urh/pull/409.patch,https://api.github.com/repos/jopohl/urh/pulls/409/commits,191,"['7919c335fa4eb0b9cd775238a3f3211320f9ad16', 'c7e44d063d69cb4a1139658fedeac02273496b05', '8a14b33ff5605b736dbbfb6b848ff1908546d8bf', '3a65bb9e62b1a1eb11b16f3dda36bc64ef5ffd30', '9a47bf3e7ef30424f7e1a74c8240acde6a9b2f75', 'c07614a8f5f96a33be3bb59e0435a8790a8d6a60']"
64,PullRequestEvent,2017-07-13 15:22:01+00:00,55258005,jopohl/urh,18219846,jopohl,,,130398240,,sync crc function selection,open,False,311,,https://api.github.com/repos/jopohl/urh/issues/311,,,2017-07-13T15:22:00Z,1,45,5,4,[],[],[],[],,,,,[],https://github.com/jopohl/urh/pull/311.patch,https://api.github.com/repos/jopohl/urh/pulls/311/commits,191,"['5f7addd2738f703237bfe4a5d989d2a614882091', '00975c7a61fcde89f4cc9b999f2564a6f69bf4e3', '37805b6ae5bcf7561c770d879d54e3990123b401', '6922a1500f8c89d1f8af525e619fb1af2c1812e9', 'd1b97c18d0fa1480f9dd604978168f927e14ec81']"
68,PullRequestEvent,2018-07-23 09:45:56+00:00,55258005,jopohl/urh,18219846,jopohl,,,203074953,MDExOlB1bGxSZXF1ZXN0MjAzMDc0OTUz,Cosmetic changes,closed,False,510,"Hi jopohl,
URH is awesome software, thanks for working on it and sharing it as an open source tool!

While using it, I made some changes for myself, which I think might be interesting for the whole community:
- ability to export the signal's current view to png
- add file extension cu8 and cs8 for unsigned and signed data (as rtl_433 creates files with extension cu8)
- display the counted number of bits, when decoded bits are selected in the text field or on the signal view; this helps to see whether the same amount of bits are there in two different signal captures

Please check, I hope you find these changes useful.
",https://api.github.com/repos/jopohl/urh/issues/510,,2018-07-23T09:45:56Z,2018-07-23T09:45:56Z,9,70,9,5,NONE,[],[],[],,,,,[],https://github.com/jopohl/urh/pull/510.patch,https://api.github.com/repos/jopohl/urh/pulls/510/commits,191,"['ded9acebba0f4b84e7784a57f40030ef1bd346d8', '1aaf42a683b1527368caa294b2be6deb2c412ddb', 'f17a56125987668efcfb7ac439fb98baadb6d3a3', '4a7d3159c9f22eedd1c1eaa49f86fd847cfb30e2', '3a11a34fe018b6813bb64f78a4a5c0c6d6cde78c', '2e6bd3ef5916fbb13c116ae90e9d5a8a8cbf866e', '3f011b1b0cbdd85da1ca485bde9a5c91569282eb', '82634960fd47c545271deb091e5eba9c5ced92cc', '6c87da033fc75ef210923470259ea609530f6c16']"
84,PullRequestEvent,2017-11-14 23:22:50+00:00,4295983,loli/medpy,51059,cancan101,,,152645783,,verbose pip install to see issues with building,open,False,63,"pip hides print statements:
https://stackoverflow.com/questions/38933402/python-setup-py-how-to-show-message-after-install#comment71203790_38933723",https://api.github.com/repos/loli/medpy/issues/63,,,2017-11-14T23:22:50Z,1,1,1,1,COLLABORATOR,[],[],[],,,,,[],https://github.com/loli/medpy/pull/63.patch,https://api.github.com/repos/loli/medpy/pulls/63/commits,191,['cbe7259a48e39962eca31f9ab4d7df4b231d15b7']
86,PullRequestEvent,2018-08-19 14:59:40+00:00,769951,mhe/pynrrd,1342819,addisonElliott,,,209364085,MDExOlB1bGxSZXF1ZXN0MjA5MzY0MDg1,Reformat code,closed,False,58,"Clean up code to ensure readability and thoroughly document any sections that may have needed explanation.

Standardize the syntax and names of functions as well.

Examples of what was done:
* Capitalize all instances of NRRD that is not referring to the file extension *.nrrd or the library pynrrd or nrrd. NRRD is an acronym for Nearly Raw Raster Data, so it should be capitalized.
* Replace all instances of *filehandle* with *fh*
* Rename variables that did not conform to the underscore protocol (each_word_is_a_underscore)",https://api.github.com/repos/mhe/pynrrd/issues/58,2018-08-19T14:59:40Z,2018-08-19T14:59:40Z,2018-08-19T14:59:40Z,13,319,229,11,COLLABORATOR,[],[],[],addisonElliott,1342819.0,User,False,[],https://github.com/mhe/pynrrd/pull/58.patch,https://api.github.com/repos/mhe/pynrrd/pulls/58/commits,191,"['39dadd4f978a2cdb1f667884ccb97e62c3401ab4', 'b502c953085addbab6a4e16226380e692f2d9cf9', '390544cdf5abd3518f9766153203e5309c72ced1', '2f2be634bcab32640857a6952c3af754e5455e8a', '664046ac9033ee333f23f5773a76da58dcf3fdde', '54b75026f5ee9264b3c9d36ef97340140494ad78', '8c809aa0bed261a7fa8da9d5ed64f1a55e176993', '4bba194a8045b2a71746cc1da4ab8d08d8f098ad', 'b327e54d84b9e2c0aeecce42ad4c4576758bbd03', '95571943c17bc25358cc852b80d39f45dcd04f92', 'bba8510aa8894e68f856e818534c80e84c7c9802', 'ef828de6e470b5b4c7f9e3e3c5fb516193081879', '03e00c2ba152056f9b206a7ef870d23069833fd6']"
112,PullRequestEvent,2016-06-15 18:29:16+00:00,27924304,cdent/gabbi,34498,cdent,,,73958912,,Add a release notes page to the docs.,closed,False,155,"The idea is to have informal (but hopefully useful) entries on
this page when something interesting happens. I've filled it in
with all the relevant releases since 1.0.0.",https://api.github.com/repos/cdent/gabbi/issues/155,2016-06-15T18:29:16Z,2016-06-15T18:29:16Z,2016-06-15T18:29:16Z,1,133,0,3,[],[],[],[],cdent,34498.0,User,False,[],https://github.com/cdent/gabbi/pull/155.patch,https://api.github.com/repos/cdent/gabbi/pulls/155/commits,191,['6900869af6ea09a860e493b794807ad2c8062368']
120,PullRequestEvent,2018-08-13 02:37:03+00:00,93209191,cemsbr/yala,49481,cemsbr,,,206146767,MDExOlB1bGxSZXF1ZXN0MjA2MTQ2NzY3,Update safety to 1.8.4,closed,False,127,"
This PR updates [safety](https://pypi.org/project/safety) from **1.8.1** to **1.8.4**.



<details>
  <summary>Changelog</summary>
  
  
   ### 1.8.4
   ```
   ------------------

* Update cryptography dependency from verision 1.9 to version 2.3 due to security vulnerability
   ```
   
  
  
   ### 1.8.3b
   ```
   ------------------

* Allows both unicode and non-unicode type encoding when parsing requriment files
   ```
   
  
  
   ### 1.8.2
   ```
   ------------------

* Fixed unicode error
   ```
   
  
</details>


 

<details>
  <summary>Links</summary>
  
  - PyPI: https://pypi.org/project/safety
  - Changelog: https://pyup.io/changelogs/safety/
  - Repo: https://github.com/pyupio/safety
</details>

",https://api.github.com/repos/cemsbr/yala/issues/127,,2018-08-13T02:37:02Z,2018-08-13T02:37:02Z,1,1,1,1,COLLABORATOR,[],[],[],,,,,[],https://github.com/cemsbr/yala/pull/127.patch,https://api.github.com/repos/cemsbr/yala/pulls/127/commits,191,['22e47b08f930ca7acf19b6d0007ac61170bdac08']
164,PullRequestEvent,2016-12-21 00:38:33+00:00,48198706,dschep/ntfy,667763,dschep,,,98350039,,#126 lazy backends import and check sys.argv[0] file existance,closed,False,127,,https://api.github.com/repos/dschep/ntfy/issues/127,2016-12-21T00:38:33Z,2016-12-21T00:38:33Z,2016-12-21T00:38:33Z,2,19,11,2,[],[],[],[],dschep,667763.0,User,False,[],https://github.com/dschep/ntfy/pull/127.patch,https://api.github.com/repos/dschep/ntfy/pulls/127/commits,191,"['cdc92497e05de3b36ce6c0afb619850adc1134e9', '5f5d90ea01a987f187ce26667684d3ee243aeacb']"
