,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,event_type,event_ref,event_pusher_type
62,DeleteEvent,2017-06-11 20:39:41+00:00,55258005,jopohl/urh,18219846,jopohl,,,tag,v1.6.5.2,user
144,DeleteEvent,2018-08-06 13:04:15+00:00,120767504,dmand/hdrpy,668589,dmand,,,branch,fix/optimize-stdev,user
277,DeleteEvent,2017-12-22 10:52:47+00:00,41618046,r9y9/pysptk,1220272,r9y9,,,branch,version,user
325,DeleteEvent,2018-07-20 21:13:38+00:00,61384494,zeth/inputs,945574,zeth,,,branch,macsetup,user
352,DeleteEvent,2018-05-27 12:06:16+00:00,93703838,ahawker/ulid,178002,ahawker,,,branch,pyup/scheduled-update-2018-05-26,user
354,DeleteEvent,2017-06-25 20:21:15+00:00,93703838,ahawker/ulid,178002,ahawker,,,branch,issues/4,user
379,DeleteEvent,2017-04-21 07:30:42+00:00,76012224,ayemos/akagi,2426082,ayemos,,,tag,v0.1.0,user
994,DeleteEvent,2016-05-10 05:36:01+00:00,45362107,Mego/Seriously,853264,Mego,,,branch,v2,user
1184,DeleteEvent,2017-10-30 17:40:36+00:00,38994313,ekampf/pymaybe,205185,ekampf,,,branch,feature/fix_str_repr_methods,user
1189,DeleteEvent,2018-08-06 21:41:07+00:00,52478762,etingof/pysnmp,17447359,etingof,,,branch,add-pysnmperror-cause-attr,user
1196,DeleteEvent,2018-03-09 15:16:16+00:00,94022519,gregoil/rotest,7492909,osherdp,,,branch,merge_with_2.7.1,user
1255,DeleteEvent,2017-05-17 13:15:20+00:00,53204916,jaraco/portend,308610,jaraco,,,branch,skeleton,user
1332,DeleteEvent,2017-12-01 22:06:41+00:00,45875786,nschloe/meshio,181628,nschloe,,,branch,write-without-vtk,user
1345,DeleteEvent,2016-07-30 08:48:16+00:00,27371456,pbugnion/gmaps,1392879,pbugnion,,,branch,enhancement/ci,user
1540,DeleteEvent,2018-02-15 16:21:35+00:00,99625403,feluxe/buildlib,6545589,feluxe,,,branch,master,user
1817,DeleteEvent,2016-03-12 10:02:51+00:00,4650752,tehmaze/natural,3327,tehmaze,,,tag,natural-0.1,user
1997,DeleteEvent,2015-02-09 14:28:18+00:00,20101515,giampaolo/psutil,681260,giampaolo,,,branch,ifconfig-376,user
