,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,event_type,event_ref,event_pusher_type
0,DeleteEvent,2015-10-08 03:24:13+00:00,34177385,Julian/L,329822,Julian,,,branch,click,user
54,DeleteEvent,2017-02-26 13:37:03+00:00,55258005,jopohl/urh,18219846,jopohl,,,tag,v1.4.5,user
61,DeleteEvent,2018-06-20 17:36:16+00:00,55258005,jopohl/urh,18219846,jopohl,,,branch,devindent,user
90,DeleteEvent,2015-10-01 13:55:33+00:00,27924304,cdent/gabbi,3515,FND,,,branch,method-shortcut,user
93,DeleteEvent,2015-04-07 16:00:28+00:00,27924304,cdent/gabbi,34498,cdent,,,branch,simplewsgi,user
331,DeleteEvent,2018-03-04 12:04:17+00:00,93703838,ahawker/ulid,178002,ahawker,,,branch,pyup/scheduled-update-2018-03-03,user
332,DeleteEvent,2018-01-28 12:04:15+00:00,93703838,ahawker/ulid,178002,ahawker,,,branch,pyup/scheduled-update-01-27-2018,user
433,DeleteEvent,2015-04-25 03:21:57+00:00,309235,gmr/rejected,49469,gmr,,,branch,v3.5.0,user
502,DeleteEvent,2017-07-24 23:16:29+00:00,97612481,lh3/minimap2,480346,lh3,,,branch,dev,user
706,DeleteEvent,2015-02-05 10:17:12+00:00,14900247,skoczen/will,200635,skoczen,,,branch,adds-talkback,user
723,DeleteEvent,2016-03-13 03:23:16+00:00,52729310,ymoch/apyori,8799612,ymoch,,,branch,feature/enable-integration-test,user
787,DeleteEvent,2016-12-16 22:14:01+00:00,12535703,csparpa/pyowm,5172190,csparpa,,,branch,#158_fix_versions,user
798,DeleteEvent,2016-11-22 00:05:41+00:00,63429822,ericmjl/nxviz,2631566,ericmjl,,,branch,pyup-update-flake8-3.0.4-to-3.2.0,user
805,DeleteEvent,2017-12-01 16:12:53+00:00,63429822,ericmjl/nxviz,2631566,ericmjl,,,branch,pyup-update-hypothesis-3.38.0-to-3.38.9,user
854,DeleteEvent,2016-08-31 20:46:57+00:00,27025717,jaedb/spotmop,1711444,jaedb,,,branch,feature/sources,user
939,DeleteEvent,2017-09-27 12:56:13+00:00,96328821,r9y9/nnmnkwii,1220272,r9y9,,,branch,modspec-smooth,user
948,DeleteEvent,2016-12-11 05:16:51+00:00,22937749,rasbt/mlxtend,5618407,rasbt,,,branch,execute-nb,user
1031,DeleteEvent,2017-08-16 14:31:44+00:00,82862171,anntzer/defopt,1322974,anntzer,,,branch,strict-kwonly,user
1384,DeleteEvent,2017-11-11 12:05:55+00:00,27371456,pbugnion/gmaps,1392879,pbugnion,,,branch,transit-layer,user
1545,DeleteEvent,2015-11-14 11:54:09+00:00,28558048,benEnsta/pyIbex,6647880,benEnsta,,,branch,travis_script,user
1636,DeleteEvent,2017-04-11 14:09:38+00:00,48198151,gleb812/pch2csd,1007225,ech2,,,branch,gh-pages,user
1683,DeleteEvent,2018-01-02 23:02:21+00:00,19612641,jaraco/calendra,308610,jaraco,,,branch,workalendar,user
1892,DeleteEvent,2018-08-20 12:47:32+00:00,57014273,sloria/environs,27856297,dependabot[bot],,,branch,dependabot/pip/pytest-3.7.2,user
1940,DeleteEvent,2018-07-22 11:48:44+00:00,65191260,youknowone/ring,69878,youknowone,,,branch,property,user
2278,DeleteEvent,2017-06-27 16:21:17+00:00,21113621,pbrady/fastcache,3905022,pbrady,,,branch,remove-3.2,user
2297,DeleteEvent,2016-09-28 09:07:18+00:00,55208383,renskiy/fabricio,3508656,renskiy,,,branch,disable_revert,user
2348,DeleteEvent,2015-11-05 18:30:03+00:00,36823669,wbond/asn1crypto,41734,wbond,,,branch,ci-tweaks,user
