,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_review_comment_action,pr_review_comment_id,pr_review_comment_commit_id,pr_review_comment_site_admin,pr_review_comment_body,pr_review_comment_author_association,pr_number,pr_review_comment_reactions
255,PullRequestReviewCommentEvent,2016-08-16 23:22:03+00:00,4576441,kbandla/dpkt,4806709,brifordwylie,,,created,,e14b401d98ff2af0898212209837153a2164e6b8,False,"So the addition of the ""!"" is making sure the format is treated as network order, super weird that wasn't there before (I guess that's why you're fixing it :)",,280,{}
433,PullRequestReviewCommentEvent,2016-10-07 07:25:03+00:00,27806545,mewwts/addict,1848670,mewwts,,,created,3254933,c69e3c168e9561eb5f34bee4965409f204fdd780,False,"I was confused, I much prefer to keep it aligned. 👍 ",,69,{}
535,PullRequestReviewCommentEvent,2017-07-10 09:00:10+00:00,4871879,cocagne/txdbus,7661068,exvito,,,created,48843196,6b5e4b06e3504d52c80b5b33f736b5549743dbc9,False,"I thought about that, when flake8 complained wrt my first commit. Then I got somehow lost in reading the details about E125 vs E129 for example in https://github.com/PyCQA/pycodestyle/issues/126. I ended up going for one possible, valid approach. But the one you suggest sounds nice, so here it is.",,74,{}
567,PullRequestReviewCommentEvent,2016-07-06 22:12:53+00:00,16425613,dgilland/alchy,1251349,dgilland,,,created,,e8981acad370c733fafbc93cf1a41b4cee273ad7,False,"I prefer `setup` instead of `init`.

Nit: Argument format should follow formatting in `__init__`.",,31,{}
612,PullRequestReviewCommentEvent,2015-03-29 19:49:10+00:00,1408162,jpadilla/pyjwt,472350,mark-adams,,,created,,624cef3b7ab323b77b265d1217d55ecfff893c25,False,I missed this test when I removed private API tests earlier.,,125,{}
663,PullRequestReviewCommentEvent,2018-07-29 15:09:43+00:00,45875786,nschloe/meshio,19991680,loumalouomega,,,created,141350911,37c46d8c70144a70ecde5b0abffdffd386c4dfc3,False,"I like tabs, better spaces?",NONE,272,{}
678,PullRequestReviewCommentEvent,2016-02-01 20:16:58+00:00,50450913,peterbe/hashin,295816,erikrose,,,created,,fbec0646f2303669f7cbe9e46faf067b5eaf4b1e,False,I'm not sure how one would go about asserting that. A smart MITM would even check user agents and MITM you only when something dumb (like Python) connected. I suggest just removing that bit.,,10,{}
761,PullRequestReviewCommentEvent,2017-02-17 10:22:24+00:00,77148264,deeplook/svglib,143192,claudep,,,created,22464737,2fea7ae2a964cf77f908811396da920203b5d09e,False,"We're trying to progressively depart from the old CamelCase syntax to use a more Pythonic syntax with underscores for class attribute and method names. Could you move `colorConverter` to `color_converter`, and the same for the new method?",,73,{}
769,PullRequestReviewCommentEvent,2017-05-24 06:01:10+00:00,34604090,eerimoq/bincopy,8992345,danarcana,,,created,39933067,283be739640a24255fd8f5431e74d3417b1bad89,False,"Thanks for review.
I will address your comments and will create a new testcase.",,7,{}
834,PullRequestReviewCommentEvent,2017-03-31 04:01:36+00:00,16558526,kumar303/mohawk,1466123,thusoy,,,created,30162815,dc4c1a6d66c4ffa3664ab5c5d9b09073073bfc34,False,"Uh, yeah, not sure why I didn't do that in the first place. Needed an `str(exc.exception)` instead, but otherwise correct.",,36,{}
958,PullRequestReviewCommentEvent,2016-02-22 16:50:32+00:00,11929631,craffel/mir_eval,3009670,justinsalamon,,,created,,e512a9dd5ec512cddeb03c7d11f978b09c76c8d6,False,yes: https://github.com/marl/jams/pull/104#issuecomment-185501094,,170,{}
1007,PullRequestReviewCommentEvent,2016-06-11 20:25:27+00:00,20101515,giampaolo/psutil,681260,giampaolo,,,created,,c105688ec65acf1ec4a0d2b0aa9c8d2e11db90b2,False,You can use a single `ifdef/else/endif` block here.,,835,{}
1044,PullRequestReviewCommentEvent,2016-03-09 11:49:37+00:00,8313091,miso-belica/sumy,76932,heni,,,created,,0a48041b084d01f3ce634e729915932878a0bb83,False,"I think you haven't correctly unsderstood my problem.
In our team we use buildout to develop, build and distribute packages.
Buildout use egg format of python packages. 
In case of egg format expand_resource_path returns paths link '/usr/local/lib/python3.5/site-packages/sumy-0.4.1a0-py3.5.egg/sumy/data/stopwords/english.txt' and it's not a legal file (because of .egg is zip-archive).

For this cases pkgutil ( https://docs.python.org/3.5/library/pkgutil.html#pkgutil.get_data )is single known for me standard way to get access to distributed package data.
Of course I can explicitely add possibility to read in-archive pathes for reading data into your code (it you will insist on it) - but I think that this is usage of standard pkgutil is more pretty way to solve problem.",,53,{}
1086,PullRequestReviewCommentEvent,2017-04-16 07:12:43+00:00,7946956,rm-hull/luma.lcd,1915543,rm-hull,,,created,32940147,e3a0bf6a1d0332e3155ba41f29a716084bb383e4,False,"It looks like there are quite a few different variants that have 4, 5, 8 or 12 characters on the display. That statement was really just a disguised disclaimer saying it works on the 6 character device i suppose.",,45,{}
1122,PullRequestReviewCommentEvent,2016-03-07 13:39:36+00:00,1998014,Diaoul/subliminal,319220,Diaoul,,,created,,9999dedc76da7dcebd1967825c622924902366ad,False,"No need to specify them all, just the exceptions. BTW, why the conversion anyway?",,592,{}
1207,PullRequestReviewCommentEvent,2017-10-21 15:57:33+00:00,5934517,dpkp/kafka-python,843444,dpkp,,,created,71010487,50640a39da639885e130de893544d532760ad666,False,"Good call. It is actually called rebalance_timeout at the protocol level, but the consumer configuration that drives it is max_poll_interval_ms.",OWNER,1266,{}
1332,PullRequestReviewCommentEvent,2017-03-22 00:55:20+00:00,78548891,rm-hull/luma.core,305679,thijstriemstra,,,created,28275702,a597a7e1f4423fa98bb471b87932cc56cf805aff,False,@rm-hull is there a `self` missing here?,,62,{}
1340,PullRequestReviewCommentEvent,2016-08-06 01:28:53+00:00,24484622,seperman/deepdiff,2314797,seperman,,,created,,8632b97bae934d625072fed4ef36f2e1ae4984e4,False,Great idea for excluding types!,,36,{}
1398,PullRequestReviewCommentEvent,2017-09-13 11:22:30+00:00,36250659,aschn/drf-tracking,1763930,triat,,,created,62405000,87ba8f721fd5b7cfab4a3a27de0050b9944fa160,False,I think you have a typo here,CONTRIBUTOR,73,{}
1558,PullRequestReviewCommentEvent,2017-08-09 09:45:59+00:00,8292338,ultrabug/py3status,56311,tobes,,,created,55184476,fc87df911c7f2faea9157ad5f3b75cbb36e7930d,False,"a bit more explanation would be good here.

> Data such as price, percentage change, and total supply for a wide range of crypto currencies.  Prices can be shown in traditional currencies eg YEN, EUR.",,944,{}
1563,PullRequestReviewCommentEvent,2018-07-30 21:30:45+00:00,8292338,ultrabug/py3status,474389,ultrabug,,,created,141725025,51f305177a9b6f8ab947cd6f0372d3448f03c3c9,False,"sure, but that's not what the example below shows, so in this case you only refresh the wifi module",OWNER,1387,{}
1565,PullRequestReviewCommentEvent,2016-03-14 07:32:29+00:00,8292338,ultrabug/py3status,474389,ultrabug,,,created,,48fe69324243b3b3c077ba952a2bebad6d0f9576,False,better to use `if layouts.get(lang):` as it won't throw a KeyIndex error if the lang is not present please.,,210,{}
1566,PullRequestReviewCommentEvent,2017-10-30 22:29:07+00:00,8292338,ultrabug/py3status,852504,lasers,,,created,73007477,1fc0eda98ead3c94719adf2c2d412e9060aa1855,False,"I think... For wrong password, we should throw `self.py3.error` when we can... Also, with `mpd_status` where I threw an error, but `mpd_status` would keep connecting with the sockets? Issue got filed here: https://github.com/ultrabug/py3status/issues/1115. Otherwise, this would keep going just like `mpd_status`'s sockets. For other exception, maybe we don't need `import time`. Anyhow, good to know. Are you finished merging everything over?

Running `imap.py` in the terminal shouldn't give me `Mail: 0`.",CONTRIBUTOR,1136,{}
1567,PullRequestReviewCommentEvent,2016-04-05 01:14:33+00:00,8292338,ultrabug/py3status,1177900,maximbaz,,,created,,8a20e44633eb2174e0ac126cc3751f84b8afec59,False,you've got it :+1: ,,249,{}
1677,PullRequestReviewCommentEvent,2018-07-10 18:49:57+00:00,49332088,guykisel/inline-plz,16011037,stickler-ci,,,created,135961468,8471c1a96113068c27e29f95dfc3995d46a80e74,False,E1601 print statement used,CONTRIBUTOR,307,{}
1678,PullRequestReviewCommentEvent,2016-01-17 22:17:01+00:00,49332088,guykisel/inline-plz,6760519,guykisel,,,created,,fe4f0f713c0b56695a22abd517761a21f39a0b6b,False,pep8: E501 / line too long (99 > 79 characters) (col 80),,10,{}
1697,PullRequestReviewCommentEvent,2018-05-01 14:35:28+00:00,106929485,ikalchev/HAP-python,30130371,cdce8p,,,created,116582779,a9867056fbea86e761988068d2da616c371188f1,False,I removed the breaking change and marked the `_set_service` method as `deprecated` instead. That way it should still work without issues.,CONTRIBUTOR,102,{}
1792,PullRequestReviewCommentEvent,2017-04-10 15:31:19+00:00,34479027,robshakir/pyangbind,4836821,robshakir,,,created,31876864,de53ad0addd89bb6945a80ba76554a130792e1d4,False,"Can `i_orig_module` ever be `None`, or can `element` not have `i_orig_module` as an attribute? 

The case above seems to show that it can be, but this one just references it directly.",,121,{}
2016,PullRequestReviewCommentEvent,2017-11-20 11:26:21+00:00,6054289,niklasf/python-chess,402777,niklasf,,,created,77753516,15366e226c68bdc63ae0c79ea9d94fd2bce3ab94,False,"Head and tail intentionally have the same CSS class, so they can be referred to together. `line.arrow` is an easy way to select the shaft.",OWNER,233,{}
2019,PullRequestReviewCommentEvent,2017-07-03 07:12:10+00:00,6054289,niklasf/python-chess,1834123,ddugovic,,,created,47589942,29a2209c42bf29b7387fb4d3bccf1aee3d15e243,False,"I think I had originally added the `flush` call because I didn't know how to run python in the background with stdout unbuffered (`python -u`).  This code seems unnecessary when running in the foreground, since stdout is unbuffered.",,139,{}
2026,PullRequestReviewCommentEvent,2016-04-27 07:25:30+00:00,2072368,piskvorky/sqlitedict,1261528,tmylk,,,created,,5363273faad35c48ab4c8c4be8890328dbcca216,False,"Should we handle the Exception in some way? Log, close connection?",,45,{}
2036,PullRequestReviewCommentEvent,2018-03-21 16:37:58+00:00,86862338,retr0h/git-url-parse,15092,jayvdb,,,created,105805511,713efc11af96dc8faf6caa703d3ad202a7bb5af6,False,"the reason to have an array is so that you can do looping.

you'll need to define capture groups in the two regexes for this to work.

then you have one problem: `re.sub(r'^:', '', m2.group(4))` needs to be converted to a single capture group.",NONE,6,{}
2083,PullRequestReviewCommentEvent,2017-08-04 11:31:22+00:00,69198756,RazerM/sqlalchemy_aio,944077,massimiliano-della-rovere,,,created,54343236,3d81bd152e4bb39241fd2276f9aa12404f6256c1,False,"I had some trouble with async_generator.
I opted for a ""traditional solution"": a separate class with its own __aiter__ and __anext__.",,3,{}
2084,PullRequestReviewCommentEvent,2018-02-27 11:53:33+00:00,66557611,Stranger6667/pyoffers,13682685,iamanikeev,,,created,99654248,68b7d04165e9f1737e6007aacd67ca16c01fdcac,False,done,CONTRIBUTOR,60,{}
2220,PullRequestReviewCommentEvent,2017-02-03 05:17:13+00:00,3244152,rene-aguirre/pywinusb,766846,rene-aguirre,,,created,19950080,ae87a22835cd7cbea1dca543cbe1c628a1e5ee3c,False,This is only executed when python version >= 3.x,,42,{}
2226,PullRequestReviewCommentEvent,2018-03-10 11:34:18+00:00,83989500,rytilahti/python-miio,6697940,houndci-bot,,,created,102848603,40958cdd54071124f423c2061b11c3a536187e8d,False,module level import not at top of file,NONE,191,{}
2278,PullRequestReviewCommentEvent,2018-03-10 20:13:31+00:00,3677493,wolever/parameterized,59575,wolever,,,created,102861767,b905ef76d3022338ab2a5a1185f812ff707042e7,False,"Please put the closing `])` on a new line and add a trailing comma:

```
+        ""test_one_function_patch_decorator(42, 'umask', 'getpid')"",
+    ])
```
 ",OWNER,53,{}
2351,PullRequestReviewCommentEvent,2017-08-09 04:57:02+00:00,19372146,magmax/python-inquirer,584026,magmax,,,created,55133881,fde9d2b56578e9656191ebbb44c5d45aa15f0ea6,False,Beware tabs!,,30,{}
2395,PullRequestReviewCommentEvent,2017-12-11 00:31:08+00:00,28937065,Bachmann1234/diff-cover,1521093,Bachmann1234,,,created,82368893,00237b3a43f42879215da6a38cfaceb33dc717d7,False,Is there any way to have this less dependent on this specific version of checkstyle?,OWNER,68,{}
2397,PullRequestReviewCommentEvent,2017-05-20 17:23:27+00:00,63150494,Danielhiversen/flux_led,650502,Danielhiversen,,,created,39339396,cfc0d7df4cb0ce645cfc14ad555155fd70533672,False,Remove blank lines,,42,{}
2436,PullRequestReviewCommentEvent,2016-09-07 07:48:57+00:00,403432,batiste/django-page-cms,1388,greut,,,created,,4f16c6bd49137a75846016fa990b2853a42a4c91,False,"@remik indeed, django uses `__import__('django')` which is kind of the same. Do you suggest anything better?",,151,{}
2623,PullRequestReviewCommentEvent,2017-09-16 10:53:33+00:00,91963167,ktosiek/pytest-freezegun,278013,ktosiek,,,created,63200500,103b733cb18c30b72eb58682b0f7a97986ac1244,False,"Could this be done by passing `ignore=('_pytest.runner', )` to `freeze_time`? Or maybe even whole `_pytest` - I'll have to check, but I have a feeling junit reporting is broken too.",OWNER,2,{}
2629,PullRequestReviewCommentEvent,2017-05-19 09:12:17+00:00,16474183,matllubos/django-is-core,424409,matllubos,,,created,39146221,66bafe1835198cda966b41292b7d29ea84d11f3a,False,využívám pyston error response pro vydefinování formátu zprávy,,240,{}
2639,PullRequestReviewCommentEvent,2017-04-07 11:12:39+00:00,3049190,moul/advanced-ssh-config,6697940,houndci-bot,,,created,31536152,da99edfe97ab2ab7e363591aa8632bc06a97fc51,False,struct field SshConfigPath should be SSHConfigPath,,241,{}
