,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,event_type,event_ref,event_pusher_type
56,DeleteEvent,2016-04-16 02:03:53+00:00,27924304,cdent/gabbi,34498,cdent,,,branch,fix-pytest,user
531,DeleteEvent,2017-07-12 14:51:35+00:00,95898391,bwinkel/pycraf,6582333,bwinkel,,,tag,0.24.0,user
543,DeleteEvent,2015-09-06 22:20:35+00:00,6982384,cdown/tzupdate,660663,cdown,,,branch,manifest_reqs,user
627,DeleteEvent,2018-05-19 16:49:04+00:00,1408162,jpadilla/pyjwt,83319,jpadilla,,,tag,1.6.2,user
695,DeleteEvent,2016-01-27 14:31:53+00:00,50229657,s/preprocessor,1969638,s,,,tag,v0.3.0,user
723,DeleteEvent,2016-04-29 16:25:53+00:00,56831251,yuma-m/pychord,855763,yuma-m,,,branch,feature/add-tests,user
735,DeleteEvent,2016-06-28 09:48:18+00:00,56257335,Rambatino/CHAID,9027149,xulaus,,,branch,feature/node_decision,user
740,DeleteEvent,2018-07-28 12:03:24+00:00,7927051,ahawker/crython,178002,ahawker,,,branch,pyup/scheduled-update-2018-07-27,user
751,DeleteEvent,2018-08-06 21:09:02+00:00,43131469,bjodah/pyodesys,485936,bjodah,,,branch,regression-test-cse,user
814,DeleteEvent,2018-01-02 22:42:28+00:00,19612641,jaraco/calendra,308610,jaraco,,,tag,v0.0.1,user
842,DeleteEvent,2016-07-12 20:39:50+00:00,16558526,kumar303/mohawk,55398,kumar303,,,branch,wheel-docs,user
859,DeleteEvent,2017-05-15 07:35:00+00:00,11972930,matze/pkgconfig,115270,matze,,,branch,nose-travis,user
892,DeleteEvent,2017-11-21 13:25:58+00:00,58164254,nibrag/aiosocks,6500446,nibrag,,,branch,proxy_from_env,user
902,DeleteEvent,2017-04-02 07:10:37+00:00,46593500,rasbt/biopandas,5618407,rasbt,,,branch,0.1.5,user
927,DeleteEvent,2017-01-13 03:41:07+00:00,57014273,sloria/environs,2379650,sloria,,,branch,read-env,user
957,DeleteEvent,2017-04-07 09:30:34+00:00,62207281,wwrechard/pydlm,8441202,wwrechard,,,branch,multivariate_dlm,user
971,DeleteEvent,2017-05-19 19:12:51+00:00,53360638,Lacsap-/4scanner,7145585,Lacsap-,,,branch,download-rework,user
1003,DeleteEvent,2017-01-25 21:10:10+00:00,667289,daler/pybedtools,115406,daler,,,tag,v0.7.9,user
1308,DeleteEvent,2017-10-25 07:29:42+00:00,94133125,metachris/logzero,116939,metachris,,,branch,pyup-update-cryptography-2.1-to-2.1.2,user
1313,DeleteEvent,2017-09-13 05:38:34+00:00,30484966,michael-lazar/rtv,5026795,michael-lazar,,,branch,themes_part_1,user
1320,DeleteEvent,2018-08-04 06:00:49+00:00,30484966,michael-lazar/rtv,5026795,michael-lazar,,,branch,edridgedsouza-master,user
1466,DeleteEvent,2017-11-13 20:37:24+00:00,99481053,ahopkins/sanic-jwt,166269,ahopkins,,,branch,pyup-update-yarl-0.13.0-to-0.14.1,user
1482,DeleteEvent,2015-11-09 07:05:25+00:00,21185133,bw2/ConfigArgParse,6240170,bw2,,,branch,pullrequest_28,user
1513,DeleteEvent,2016-03-24 11:20:09+00:00,28453253,hughperkins/DeepCL,123560,hughperkins,,,tag,v8.3.1,user
1535,DeleteEvent,2017-12-06 14:05:09+00:00,54931215,klen/flask-restler,90699,klen,,,branch,pyup-update-apispec-0.23.1-to-0.27.0,user
1615,DeleteEvent,2017-05-02 12:10:27+00:00,8292338,ultrabug/py3status,56311,tobes,,,branch,py3-commands-exception,user
