,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_review_comment_action,pr_review_comment_id,pr_review_comment_commit_id,pr_review_comment_site_admin,pr_review_comment_body,pr_review_comment_author_association,pr_number,pr_review_comment_reactions
2,PullRequestReviewCommentEvent,2015-03-04 06:01:26+00:00,20513123,kn/slack,621009,kn,,,created,,0bd8c2c4583191398200e1e4d7487623d94c2c9b,False,"might be cleaner to do `response = {'ok': False, 'error': e}` instead.",,7,{}
133,PullRequestReviewCommentEvent,2017-09-29 08:58:36+00:00,31894637,amol-/dukpy,578543,webknjaz,,,created,66094231,db0deaaadcde490ef63f1521070f3f7d72db53ab,False,"@amol- 

Password placeholder is here. Feel free to **push into my branch** (GitHub has feature to allow such write access).",NONE,16,{}
183,PullRequestReviewCommentEvent,2017-05-20 17:17:02+00:00,9896961,dbrgn/RPLCD,20880016,GoranLundberg,,,created,39339253,ce5128e530753bdd529d4b060e45a1556674a9c6,False,Will do.,,59,{}
271,PullRequestReviewCommentEvent,2017-09-25 17:00:22+00:00,9954780,keis/base58,125062,keis,,,created,64965176,99fca42abac61f3a022dc9eb71c29c95887ded25,False,"This confusing conditional is because of python2, where bytes and str is the same thing. decoding the python2 str will give a unicode object which later breaks things.",OWNER,17,{}
482,PullRequestReviewCommentEvent,2015-06-17 19:50:28+00:00,6662075,joke2k/faker,89607,fcurella,,,created,,bdc3c31f208e377167fe8adc13b1d028d483dceb,False,"I think `tests/requirements.txt` is the way to go.

The various `travis.yml` and co. will need to be updated to run `pip install -r tests/requirements.txt`",,259,{}
748,PullRequestReviewCommentEvent,2018-07-23 01:55:07+00:00,14900247,skoczen/will,7936439,brandonsturgeon,,,created,139314049,e65a887ba3e388169ed2b8f376a615beb70b9c4f,False,"Couldn't you just do:
`@respond_to(""what time is it in (?P<place>.*)?\?+?"")` ?",CONTRIBUTOR,370,{}
810,PullRequestReviewCommentEvent,2015-11-06 10:15:11+00:00,9554817,bameda/djmail,829615,davidfischer-ch,,,created,,17d9ce05642f7e47cf6fc21367c63793c40b6c5c,False,Testing with in because I expect we can add YAML ...,,26,{}
849,PullRequestReviewCommentEvent,2017-09-15 05:05:34+00:00,18313451,dsoprea/PySvn,715626,dsoprea,,,created,62946805,74cc9106da49e1dcb3f2b25715dc7d373a3d6d6a,False,Why does this need to change?,OWNER,99,{}
932,PullRequestReviewCommentEvent,2017-10-17 19:54:57+00:00,64491816,kopf/httsleep,6017680,oliverlockwood,,,created,70008943,8e9c9decc6bd87265b662af0294c38bee92e3a90,False,"TL;DR: I copied this description from the `requests` library, which we delegate to; they default to `None` on the API, but then in the depths of the code they set `verify` to the *actual* default of `True` if not already set.

I'm inclined to stick with this description - and code setting! as-is, but happy to discuss further if you like?

References:
-  Description copied from: https://github.com/requests/requests/blob/master/requests/api.py#L39-L41 (or https://github.com/requests/requests/blob/master/requests/sessions.py#L474-L476, it's the same).
-  API defaulting to `None` in the API: https://github.com/requests/requests/blob/master/requests/sessions.py#L444.
-  Where they turn a `None` into `True`: https://github.com/requests/requests/blob/master/requests/sessions.py#L597 (with reference to https://github.com/requests/requests/blob/master/requests/sessions.py#L367-L368).",NONE,12,{}
996,PullRequestReviewCommentEvent,2017-04-01 14:02:08+00:00,36556137,pmaupin/pdfrw,327925,takluyver,,,created,30382864,0b29f3e602429e53c7e14aa9566e6e6cfa526e95,False,"I'd put clarity before performance until it's established that code is performance critical, and then profile to work out what can be done.",,81,{}
1158,PullRequestReviewCommentEvent,2017-07-06 13:21:38+00:00,28530868,cannatag/ldap3,1319333,cannatag,,,created,48330184,708619b26f62077fdaa403f2baa9bb70347a0e22,False,"Yes, also because ``object_definition`` should be of ""unicode"" type. Please send me a test case with th error and the content of the object_definition variable.",,373,{}
1219,PullRequestReviewCommentEvent,2018-01-07 14:12:20+00:00,16331291,davisking/dlib,6259399,davisking,,,created,87099773,86699c7459025cfbfa5042ceb14b1df6e1bd1d11,False,Why is this template argument here?,OWNER,1005,{}
