,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_review_comment_action,pr_review_comment_id,pr_review_comment_commit_id,pr_review_comment_site_admin,pr_review_comment_body,pr_review_comment_author_association,pr_number,pr_review_comment_reactions
22,PullRequestReviewCommentEvent,2018-06-05 07:53:29+00:00,2918192,epsy/clize,685865,epsy,,,created,125852919,57381917e0326be33155aa18484b324698f613f0,False,"This makes it so that any callable (see line 827)'s type, instead of types themselves would be considered a converter. This seems unnecessarily broad. Is there a reason for it?

This is already the behavior for default parameters, by the way.",OWNER,47,{}
54,PullRequestReviewCommentEvent,2016-10-03 10:27:35+00:00,27924304,cdent/gabbi,34498,cdent,,,created,2498347,7060aff0f79f55bd45ddc6d92ace4abe4b99bbaa,False,👍 ,,179,{}
123,PullRequestReviewCommentEvent,2018-03-20 15:41:55+00:00,96523010,komuw/sewer,5163857,komuw,,,created,105408553,d111c8a363b2ec24fbdd97f17976efeab5499242,False,"I think we can keep the dependency then since the alternatives do not appear to be much better. 
At a later date we may refactor and put `dns-python` as an extra dependency. 
",OWNER,89,{}
128,PullRequestReviewCommentEvent,2015-08-01 23:42:10+00:00,4946406,mher/flower,691049,mher,,,created,,ff623c9425f7b406ec6c7bd3a1e602b47f376c9d,False,Broker is also instantiated in /api/tasks.py,,440,{}
335,PullRequestReviewCommentEvent,2016-12-03 12:56:56+00:00,24005390,tBuLi/symfit,2188968,tBuLi,,,created,11276715,b1b8fd3e52beb4f85120b128f382e1a3106cfa70,False,Problem persists ;).,,93,{}
553,PullRequestReviewCommentEvent,2017-11-12 12:02:38+00:00,16331291,davisking/dlib,6259399,davisking,,,created,75956576,27dcfc0f29e9841c19433d204a5c33d13c26ce63,False,"Do a `cout << trainer` to log the training outputs too.  I've been doing that for all the examples and my own training code and it's great.  :)

It's saved me a lot from coming back and wondering what I did during a particular training run.  All the examples should encourage people to log the training parameters.",OWNER,943,{}
580,PullRequestReviewCommentEvent,2016-08-15 00:22:32+00:00,52478762,etingof/pysnmp,17447359,etingof,,,created,,a94c55bf7f8cfa64efdc872f429d95f973e264bb,False,Could we get rid of extra parenthesis?,,12,{}
615,PullRequestReviewCommentEvent,2015-10-26 22:09:20+00:00,17308448,jquast/blessed,972584,jquast,,,created,,c8b47be92fbc2727070c6790650aa965070452d5,False,"trying to remember what the hell this comment was for, we need to file an issue or disregard this before deleting it.",,78,{}
752,PullRequestReviewCommentEvent,2017-08-02 22:28:53+00:00,49008290,dhylands/rshell,127500,dhylands,,,created,53951152,7b7e479601913a625dc78cac6a6bb743ba8c1062,False,"I'd be inclined to call this --ascii or --encode. I would expect --binary to send binary data, which is the opposite of what this does.",,28,{}
814,PullRequestReviewCommentEvent,2017-04-17 20:48:06+00:00,16558526,kumar303/mohawk,8538231,rneilson,,,created,33086945,f57fb7c66cabec1c381a0c56763ad1bfab8adb79,False,"Added a couple more. So now we test several things: content and type being `None` is now equivalent to them being empty strings, that `always_hash_content=False` will still add the hash even when content and type are `None`, and that `accept_untrusted_content=True` will still check the hash if it's included.",,45,{}
1012,PullRequestReviewCommentEvent,2016-01-02 21:58:21+00:00,20101515,giampaolo/psutil,2221844,0-wiz-0,,,created,,7e98e0b9ba6426be86dfcea02c9d2ef18d3554b5,False,Done.,,557,{}
1080,PullRequestReviewCommentEvent,2017-09-21 13:41:40+00:00,54651676,regisb/slack-cli,44319,regisb,,,created,64287220,ff6c2a2350ab423ad0451eea985b8020ad659fe9,False,"May I suggest to simplify as the following:

    username = message.get('username')
    if not username:
        username = names.username(message['user'])

Also, could you please add a comment in the code that explains that some bot messages contain a ""username"" key?",OWNER,6,{}
1337,PullRequestReviewCommentEvent,2015-10-24 13:38:37+00:00,32283257,philpep/testinfra,569574,daenney,,,created,,6355b76c254cee9f6644651a446d2962ac3bd517,False,You'll need it for the BSD's too if I'm not mistaken. sha256 is gnu/coreutils which the BSD's don't ship with afaik.,,26,{}
1360,PullRequestReviewCommentEvent,2016-12-29 09:30:09+00:00,13423891,softvar/json2html,4180800,softvar,,,created,14646754,022394e3fdcdc6847428eff30da9f815aa4c5e7c,False,Can you please elaborate on this? I'm bit confused with this and the `ValueError` msg.,,21,{}
1513,PullRequestReviewCommentEvent,2017-08-01 18:08:14+00:00,59235,mkleehammer/pyodbc,27421,mkleehammer,,,created,53586808,2e9459560acaee5411af7f95b02377931a3a9120,False,Wait - this may be because it just needs to be rebased with master.  I *recently* cleaned up lint / flake8 warnings.,,256,{}
1562,PullRequestReviewCommentEvent,2018-04-20 23:34:46+00:00,56998522,skorokithakis/catt,23648,skorokithakis,,,created,114150904,4aaaa6fed04c34d54a627379387d43ab6ab49213,False,"Oh bah, I forgot that's a view object in py3... And it doesn't even support iteration, how inconvenient. `list(data.views())[0]` might be more readable, but not by much. Alright, looks good to me then!",OWNER,88,{}
