,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url,partition,commit_list
6,PullRequestEvent,2018-01-15 00:21:39+00:00,73567304,ofek/bit,9677399,ofek,,,159010530,,Closes #23 - Raise exception when using pay2sh addresses,closed,False,24,"We don't yet support pay2sh. Until #12 is ready, we should throw
exceptions if given an address in an unexpected format.",https://api.github.com/repos/ofek/bit/issues/24,2018-01-15T00:21:39Z,2018-01-15T00:21:39Z,2018-01-15T00:21:39Z,1,36,3,4,CONTRIBUTOR,[],[],[],ofek,9677399.0,User,False,[],https://github.com/ofek/bit/pull/24.patch,https://api.github.com/repos/ofek/bit/pulls/24/commits,234,['6d5307f46fb96a0af13cfa00dae09766cf9bd373']
15,PullRequestEvent,2016-11-10 06:53:25+00:00,54391698,jd/pifpaf,200878,sileht,,,93096376,,doc: rabbitmq cluster is supported,closed,False,33,,https://api.github.com/repos/jd/pifpaf/issues/33,2016-11-10T06:53:25Z,2016-11-10T06:53:25Z,2016-11-10T06:53:25Z,1,1,1,1,[],[],[],[],sileht,200878.0,User,False,[],https://github.com/jd/pifpaf/pull/33.patch,https://api.github.com/repos/jd/pifpaf/pulls/33/commits,234,['8f11b697e452ef9202743d98e7663cf39e1cc00b']
38,PullRequestEvent,2018-02-16 09:48:33+00:00,82165392,flou/brume,60556,flou,,,169410296,,Improve CloudFormation templates checker,closed,False,12,"- Detect possible parameter name mismatch between the main stack
  and its nested stacks
- Fix a bug in `Stack.find_nodes` where Ref and GetAtt used in
  `Fn::Join` would not be detected",https://api.github.com/repos/flou/brume/issues/12,2018-02-16T09:48:33Z,2018-02-16T09:48:33Z,2018-02-16T09:48:33Z,1,83,39,2,OWNER,[],[],[],flou,60556.0,User,False,[],https://github.com/flou/brume/pull/12.patch,https://api.github.com/repos/flou/brume/pulls/12/commits,234,['86d6bc73a8840c3a3f5fb2d7d80a4c5e8113c01d']
52,PullRequestEvent,2017-12-03 10:30:23+00:00,55258005,jopohl/urh,18219846,jopohl,,,155998945,,Add --version command line version,closed,False,373,Would you consider something like this? It's dead simple but useful for manual and scripted version checking and something I've several times found myself missing...,https://api.github.com/repos/jopohl/urh/issues/373,,2017-12-03T10:30:22Z,2017-12-03T10:30:22Z,1,5,0,1,NONE,[],[],[],,,,,[],https://github.com/jopohl/urh/pull/373.patch,https://api.github.com/repos/jopohl/urh/pulls/373/commits,234,['5e70f18f8ea102734ee9233bd66b6e58093ad4d4']
58,PullRequestEvent,2018-03-10 23:45:54+00:00,55258005,jopohl/urh,18219846,jopohl,,,174189042,,improve unittest,closed,False,405,,https://api.github.com/repos/jopohl/urh/issues/405,2018-03-10T23:45:54Z,2018-03-10T23:45:54Z,2018-03-10T23:45:54Z,11,16,23,3,OWNER,[],[],[],jopohl,18219846.0,User,False,[],https://github.com/jopohl/urh/pull/405.patch,https://api.github.com/repos/jopohl/urh/pulls/405/commits,234,"['86cbca535a075bcf7f3a8a6c45907249f1d9bffb', '93df3499b12a6b394550608a1f5a8195e4efe653', '25d95c4fbc5509698cbe36d9c2e1b5e1a9bf23f3', 'd9308ed7c614c93f8d3f60cb717c4d3657def392', '40f4d2bc92db53fb888202f4045d4d18b57779b3', '6e633d3156136775df01ec16de8ce199322eff17', 'bb0429d22464e911122bac7efaa82606c0608682', '07b471614018756eb1f5767dbec9e60111cf8a3f', 'e5f9b4f7586d401f0bd97d294a23699350036d9d', 'a5109ce4f1f093217f3bf678da18f4469c8e7956', '401295e7014b0bdaef04dc05e8b60858a5dae56e']"
80,PullRequestEvent,2017-06-09 09:28:19+00:00,55258005,jopohl/urh,18283204,andynoack,,,124661413,,Improve UI,closed,False,288,"- Remove unneeded frames from UI
- Remove unneeded margins to save space and make it look better",https://api.github.com/repos/jopohl/urh/issues/288,2017-06-09T09:28:18Z,2017-06-09T09:28:18Z,2017-06-09T09:28:18Z,16,48152,45464,22,[],[],[],[],andynoack,18283204.0,User,False,[],https://github.com/jopohl/urh/pull/288.patch,https://api.github.com/repos/jopohl/urh/pulls/288/commits,234,[]
89,PullRequestEvent,2017-11-06 12:36:33+00:00,10156090,klen/mixer,254250,EmlynC,,,150842009,,Fix DeprecationWarning,open,False,87,"Fixes a DeprecationWarning warning:

```
 The 'warn' method is deprecated, use 'warning' instead LOGGER.warn(""'commit' set true but session not initialized."")
```",https://api.github.com/repos/klen/mixer/issues/87,,,2017-11-06T12:36:33Z,1,1,1,1,NONE,[],[],[],,,,,[],https://github.com/klen/mixer/pull/87.patch,https://api.github.com/repos/klen/mixer/pulls/87/commits,234,['3cc267868af73e21519a71e3ce6d021cf17b504b']
92,PullRequestEvent,2016-05-18 15:25:58+00:00,769951,mhe/pynrrd,926354,aghayoor,,,70548653,,ENH: Added testNrrd program,open,False,22,"testNrrd.py defines ""nrrdDWIHeader"" class that helps us to read a DWI nrrd file using pynrrd.
Then, the DWI nrrd file is converted to Nifti using DWIConvert and is read by dipy.
The gradient table and b-values are compared to verify that the files read by both methods are compatible.
Also, we do something interesting with manipulating DWI data (i.e. average close gradients) and write the output file to disk in nrrd format again and verify the output.",https://api.github.com/repos/mhe/pynrrd/issues/22,,,2016-05-18T15:25:57Z,12,325,0,3,[],[],[],[],,,,,[],https://github.com/mhe/pynrrd/pull/22.patch,https://api.github.com/repos/mhe/pynrrd/pulls/22/commits,234,"['3c16c2eb363f234d6f9dad8b9fa088ccb9d63d9a', '11f6faa7d69341ff9be60607c325e7f155a58dd5', '9d9c4e4271ddd56799f8513244b3f8de08525383', 'b21120428b54143a74b1dcbfb0dc1d868ddcc9c6', '8ef4a6dd79afbce15e46c2c60db9f151695466c9', '70dba18ad6e6879d98e2559e83562fb0a56e3dcb', '6e593527d5a66cbd84d985b2c011f56b53dd7030', '9b52617d99bbdb496bddf327952fab74537df9df', '3f277a3dd329647d5ac7e8d9a2ebd4083a9b9502', 'ba69a410b9eed0f97dede0516c91863c4f2c5da2', '68c31717f40286db8dd0f1e6c4ff72ed52a584c3', '2c028bef7e31656d9a3280b1300fd4a3397f5a18', '4d5e0019c23d0e26333db4e1565b7bb9eb46fb28', 'efc64e5331237330ada7b1afff3d80328a333529']"
99,PullRequestEvent,2018-07-11 20:55:43+00:00,7369432,Turbo87/utm,635145,paulhovey,,,200823032,MDExOlB1bGxSZXF1ZXN0MjAwODIzMDMy,Add zone checking when forced,open,False,32,"When using `force_zone_number` or `force_zone_letter` in `from_latlon()`, there is no check to make sure the inputs are valid.  I broke that into a separate function and added unit tests for that function individually, and in failing cases to `from_latlon()`.  No other tests broke, so it should be working as expected.",https://api.github.com/repos/Turbo87/utm/issues/32,,,2018-07-11T20:55:43Z,2,54,8,4,NONE,[],[],[],,,,,[],https://github.com/Turbo87/utm/pull/32.patch,https://api.github.com/repos/Turbo87/utm/pulls/32/commits,234,"['2ae3dfb8849b1a3f9f13c3abafb17099f0c7bfb2', '3ae04b2ed094c123c5bc9cd870c5ae9c0aec24a1']"
100,PullRequestEvent,2016-08-12 22:24:32+00:00,18603138,WoLpH/mt940,270571,WoLpH,,,81076847,,"Input agnostic interface, allow to pass data directly as string to parse()",closed,False,25,"Fixes #24

FYI: For internal packaging I bumped the version to `4.1-post1`.",https://api.github.com/repos/WoLpH/mt940/issues/25,2016-08-12T22:24:32Z,2016-08-12T22:24:32Z,2016-08-12T22:24:32Z,2,11,8,2,[],[],[],[],WoLpH,270571.0,User,False,[],https://github.com/WoLpH/mt940/pull/25.patch,https://api.github.com/repos/WoLpH/mt940/pulls/25/commits,234,"['7c22d3cce4f985af4e1d1510e9faa5a9d2dbe206', 'fe6cae190cbb4878e255b3d6fcbe6e6b52e48df8']"
