,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_review_comment_action,pr_review_comment_id,pr_review_comment_commit_id,pr_review_comment_site_admin,pr_review_comment_body,pr_review_comment_author_association,pr_number,pr_review_comment_reactions
47,PullRequestReviewCommentEvent,2016-11-27 09:24:22+00:00,27924304,cdent/gabbi,34498,cdent,,,created,10227442,bec94c555423e1c41b267805065b87d31ce1b5ee,False,This mock fails on python 3.3 and 3.4. I _think_ that doing a `create=True` will fix it. See [the note in the docs](https://docs.python.org/dev/library/unittest.mock.html).,,188,{}
116,PullRequestReviewCommentEvent,2018-07-23 14:08:15+00:00,96523010,komuw/sewer,19940114,codacy-bot,,,created,139489475,00c9d19d707084bca8485e8dab62f00c413334fc,False,![Codacy](https://app.codacy.com/assets/images/favicon.png) Issue found: [Unused variable 'sub'](https://app.codacy.com/app/komuW/sewer/pullRequest?prid=1936352),NONE,98,{}
130,PullRequestReviewCommentEvent,2015-08-01 23:40:36+00:00,4946406,mher/flower,691049,mher,,,created,,ff623c9425f7b406ec6c7bd3a1e602b47f376c9d,False,futures is required only for python2. It is added to requirements here https://github.com/mher/flower/blob/master/setup.py#L48,,440,{}
186,PullRequestReviewCommentEvent,2018-01-23 17:30:51+00:00,32288304,aleaxit/gmpy,1391208,pkittenis,,,created,90912746,424ee4843f4b24b7177ab909f1ab97ef8a782694,False,"Why? User installed libraries will go in there and unless included here, setuptools will not find those libraries.",NONE,178,{}
221,PullRequestReviewCommentEvent,2017-09-03 06:08:18+00:00,68560140,cs01/pygdbmi,5715368,cs01,,,created,60288834,2818bdb78c4e2ae5309351d4dfa5ff667827fcaf,False,the triple quote should only be used for docstrings (https://stackoverflow.com/questions/7696924/way-to-create-multiline-comments-in-python#7696966),OWNER,15,{}
473,PullRequestReviewCommentEvent,2016-07-11 08:42:01+00:00,48846863,pavoni/pyvera,4487313,pavoni,,,created,,473d2f3d4af7bfbe0cc4909200e7530e97f8919d,False,"Rather that changing the category - I think it might be better to get the same effect by overriding `is_dimmable` in VeraDimmer:-

````python
    @property
    def is_dimmable(self):
        """"""Device is dimmable.""""""
        return True
````
That way - once we've decided the object is a Dimmer - other checks will be consistent.

For purity also probably better to refactor the base `VeraDevice` class slightly:-
````python
    @property
    def is_dimmable(self):
        """"""Default device is not dimmable.""""""
        return False
````

Longer term I think this would be a better pattern for the others objects too - I will refactor along these lines ",,25,{}
520,PullRequestReviewCommentEvent,2016-08-24 15:26:14+00:00,15938073,JelteF/PyLaTeX,16944729,vovchikthebest,,,created,,63409f606ef387f2503c097192b4fee1c1f62b5e,False,"center, flush_left and flush_right are actually currently found in the `position` module. Is it ok to keep them there?",,126,{}
659,PullRequestReviewCommentEvent,2015-04-08 19:51:32+00:00,1408162,jpadilla/pyjwt,3202410,johnlockwood-wf,,,created,,e62df133556398b0845f60bd76a3afde57208291,False,"they should at least be labeled with expansions, or have a ""constants"" class that labels the keys, such as:

    class CLAIMS_KEYS(object):
        class VERIFY(object):
            EXPIRATION = 'verify_exp'
            ISSUED_AT = 'verify_iat'
        
",,131,{}
698,PullRequestReviewCommentEvent,2018-01-03 14:52:24+00:00,53360812,nadirizr/dazel,3140736,mishas,,,created,86389397,e4dbfea481cb0658cb1f7608089d875a08ad8cd7,False,"I don't mind too much, just curious, the trick with the * didn't work?",COLLABORATOR,27,{}
711,PullRequestReviewCommentEvent,2016-03-29 10:23:48+00:00,50450913,peterbe/hashin,26739,peterbe,,,created,,d07d0f527c70af4f75955ac7f4dfc460841603d5,False,Why bother with this one? It's never going to help you. ,,14,{}
870,PullRequestReviewCommentEvent,2016-05-01 15:32:08+00:00,4477733,kevin1024/vcrpy,21099,kevin1024,,,created,,b890f40e0ee37b2a352053a56ad9a1c32474585c,False,Yeah it was a merge conflict screwup.  Good catch.,,149,{}
914,PullRequestReviewCommentEvent,2015-08-27 08:30:47+00:00,26048137,motom001/DoorPi,9497035,motom001,,,created,,03b05d90db6f91066ab74892b5cd081942f0c987,False,"den verstehe ich nicht - die Frage ist doch nicht die Länge, sondern is not False
Oder willst Du eine List mit mehreren Snapshots übergeben und mehrere Bilder der Mail anhängen?",,101,{}
1025,PullRequestReviewCommentEvent,2018-06-26 16:30:17+00:00,11929631,craffel/mir_eval,1190540,bmcfee,,,created,132103377,90242e1cb1f81805439bd07f995c4df0729bb4b5,False,"If it doesn't require that velocity is <127, why not just say that it has to be a non-negative number?",COLLABORATOR,283,{}
1027,PullRequestReviewCommentEvent,2015-02-01 21:02:50+00:00,21095662,d11wtq/dockerpty,4534621,rmohr,,,created,,7bfd6380be00d51a682e0bf8632d3115388635d9,False,done,,28,{}
