,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_review_comment_action,pr_review_comment_id,pr_review_comment_commit_id,pr_review_comment_site_admin,pr_review_comment_body,pr_review_comment_author_association,pr_number,pr_review_comment_reactions
104,PullRequestReviewCommentEvent,2018-07-14 21:21:01+00:00,31894637,amol-/dukpy,578543,webknjaz,,,created,137248866,45624e5539e10f7323ce938169a797a1cad3300a,False,"I agree with the point that having different envs is unfortunate, but now it's the best we can do.
Also, turns out that sometimes the end-result of having VM vs. containter-based worker is practically about the same and in some cases VM-based tests might go even faster, because while it has slower startup time runtime tends to have better access to resources. It's from experience, before I compared it myself I also thought that docker-based jobs are faster in 100% of cases, but turned out that it's not always true.",CONTRIBUTOR,28,{}
113,PullRequestReviewCommentEvent,2017-03-31 08:39:34+00:00,27924304,cdent/gabbi,34498,cdent,,,created,30193429,d71a477b24f7fd9ce6c2c3cd18b8e7bf93d45871,False,"Sorry, I meant to say 'content-type' and then it might have been more clear that I meant ``multipart/form-data`` (because it's a literal).",,212,{}
117,PullRequestReviewCommentEvent,2018-01-07 10:58:51+00:00,27924304,cdent/gabbi,34498,cdent,,,created,87096041,ed49d70bba3485120fb7f7776526be0031b323fa,False,"No, the class is named `Http`. It does `HTTP`.",OWNER,241,{}
140,PullRequestReviewCommentEvent,2017-06-27 05:17:50+00:00,72066935,cs01/gdbgui,5715368,cs01,,,created,46445623,58f9b7d06b79de74544057b0ac24dcc46b09d94f,False,"this refetch logic does not need to be inside `if(obj)`. It should be moved up to the beginning of the `for` loop, and then use `continue` to skip to the next changelist. ",,86,{}
146,PullRequestReviewCommentEvent,2017-05-09 17:56:10+00:00,9896961,dbrgn/RPLCD,20880016,GoranLundberg,,,created,37105469,1375aa6785b085bea0397643386bf8d1cc9ff3cd,False,"Its not a constant. 0x00 is sent to the IODIR register, one bit for each gpio on the expander.
For example sending 0b10000010 would set gpio 7 and 1 to input (1) and the rest to output (0).
Don't think that setting it to a constant would make it easier to read the code. It's only used once and will not change.",,43,{}
465,PullRequestReviewCommentEvent,2017-02-21 16:05:45+00:00,6662075,joke2k/faker,89607,fcurella,,,created,22995923,7947288798d8494407fc57b9dbe020727ac7b3f1,False,can you provide a source for this list?,,464,{}
471,PullRequestReviewCommentEvent,2017-03-18 02:04:01+00:00,6662075,joke2k/faker,26068859,ppeemk,,,created,27714320,82eeb0c158e90af7032197712b3ed8c11be6512f,False,will find more official sources :) ,,483,{}
598,PullRequestReviewCommentEvent,2015-12-01 16:15:48+00:00,33614304,nvbn/thefuck,1697911,pakrym,,,created,,f9aa0e7c6b5ec2bbde691826eba648f75ea369b2,False,"Yes, you need to init `win_unicode_console` before importing `colorama`",,414,{}
877,PullRequestReviewCommentEvent,2017-11-08 20:17:41+00:00,64491816,kopf/httsleep,1115852,kopf,,,created,75235313,0308a512e613404ef3ca870ca8a637cfd3c9e814,False,"This will now never happen.. I'd be fine with simply always passing `verify` to requests as a kwarg on L154 (no need for `self.kwargs`, which is a little ambiguous)",OWNER,12,{}
926,PullRequestReviewCommentEvent,2017-05-03 09:07:32+00:00,48846863,pavoni/pyvera,4487313,pavoni,,,created,35969249,dd5a159dfa58b951161429751317cc5124e05023,False,Probably makes sense just to log as `info` rather than `exception` - since we're retrying.,,52,{}
