,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_review_comment_action,pr_review_comment_id,pr_review_comment_commit_id,pr_review_comment_site_admin,pr_review_comment_body,pr_review_comment_author_association,pr_number,pr_review_comment_reactions
237,PullRequestReviewCommentEvent,2018-02-26 16:37:22+00:00,6662075,joke2k/faker,89607,fcurella,,,created,99363246,e2034392ef1d0174b7b81955ce7f6e7e1c6897d1,False,"I would default the `private` argument to `None`, and have this check only `if private is False`",COLLABORATOR,679,{}
366,PullRequestReviewCommentEvent,2018-01-15 10:53:01+00:00,24005390,tBuLi/symfit,12967865,pckroon,,,created,88779607,a37b1bdd6cec38040aeac2f1ffed3e90ed3050a0,False,Imports need to be trimmed,COLLABORATOR,140,{}
464,PullRequestReviewCommentEvent,2017-06-09 05:24:18+00:00,11815672,nicodv/kmodes,3586945,benandow,,,created,43069669,7e4e8656cd821dfdf525fa3e38179064b8eb924f,False,"Good catch! I removed that parameter. I had implemented support for a weighting function, which was removed for the PR and that parameter was a leftover remnant.",,44,{}
600,PullRequestReviewCommentEvent,2016-07-16 17:45:38+00:00,16331291,davisking/dlib,6259399,davisking,,,created,,903eaa8a41d2467515ccd58983ae52c4bd28de6c,False,"The code is good how it is :)

I'm just saying maybe add a little more error handling to some of the
functions even though it's redundant within the scope of the entire
program.
",,155,{}
764,PullRequestReviewCommentEvent,2017-04-20 09:09:16+00:00,56257335,Rambatino/CHAID,9027149,xulaus,,,created,33713313,6312673835c4c7a083019836dc5cfad5b2dfd1ac,False,To be honest I don't think asking the user to convert the column is too far fetched. Maybe next major version though 😄,,57,{}
842,PullRequestReviewCommentEvent,2017-04-11 11:27:50+00:00,1600411,jsocol/pystatsd,180459,jsocol,,,created,32078769,840195770d4009e657cf550ab0038b5e1db403b1,False,"I don't believe this does what you think it does. `socket.gaierror` is a subclass of `socket.error`, so should have already been caught, if it were thrown from here:

```py
try:
    raise socket.gaierror()
except socket.error as e:
    print('hi there')
```",,92,{}
877,PullRequestReviewCommentEvent,2017-02-14 16:49:03+00:00,16558526,kumar303/mohawk,55398,kumar303,,,created,21802223,17ea738552b3de9a156f413ee5ea817bf4f30fc4,False,I replied in the now buried original review thread with details. I think this exception message should be explicit (I guess that means including `unparsed_header`?) to aid the developer in debugging. I also amended the docs in https://github.com/kumar303/mohawk/pull/39 to be clear that exception messages are not secure enough to expose publicly.,,36,{}
1036,PullRequestReviewCommentEvent,2016-03-16 15:54:52+00:00,11929631,craffel/mir_eval,8169843,rabitt,,,created,,5880a480d007e94880404cf5410e761e9d997dab,False,Ok - I'll update this once we settle on how the metrics are organized.,,186,{}
1040,PullRequestReviewCommentEvent,2016-06-13 15:07:10+00:00,11929631,craffel/mir_eval,6766142,ErikJohnsonCU,,,created,,27c6343c0da795a1d4ed7664201f7dc8209f3524,False,Good point! That would be a user mistake and I'll throw a descriptive error message.,,199,{}
1077,PullRequestReviewCommentEvent,2017-09-05 09:50:25+00:00,20101515,giampaolo/psutil,681260,giampaolo,,,created,60541135,1e0aa8ffcecdfcf1c3892e2edf1909b9e455549c,False,"Strings should be handled with care (it's a major change I introduced in 5.3.0). This is how they should be treated:
https://github.com/Infinidat/psutil/blob/c895a4aa1a08e7dac7213ab1c2458b0a28cea343/psutil/_psutil_linux.c#L469-L477",OWNER,1123,{}
1090,PullRequestReviewCommentEvent,2018-06-21 15:33:36+00:00,20101515,giampaolo/psutil,681260,giampaolo,,,created,130853117,ea8a5da2605bae6d547aea6443a7988115383bbd,False,"Please add this to the top of this file:

```c
/*
 * Copyright (c) 2009, Giampaolo Rodola'. All rights reserved.
 * Use of this source code is governed by a BSD-style license that can be
 * found in the LICENSE file.
 *
 * Interface to SMC API, needed in order to collect sensors stats.
 */
```",OWNER,1284,{}
1164,PullRequestReviewCommentEvent,2017-11-10 05:30:59+00:00,7591383,python273/vk_api,13350458,vanyasem,,,created,75666413,fbd35b589c8bfdf93dd5d1feef6b8430ba4167f6,False,Fixed,NONE,98,{}
1219,PullRequestReviewCommentEvent,2017-05-29 14:42:15+00:00,1998014,Diaoul/subliminal,5019344,sagilo,,,created,40788040,2ecdbfd3868489a684ec6c75c4c44a19df8c8a7d,False,"@Diaoul It looks fine, the `test_download_subtitle` fails in python3.x.
It looks like the test depends on ordering within the Subtitle object and somewhere it is not the same between Python 2.x to Python 3.x (I've used python 3.5 to test and it passed with the same value as in Python 2.x)
Any ideas ? ",,760,{}
1296,PullRequestReviewCommentEvent,2018-02-19 13:29:10+00:00,5934517,dpkp/kafka-python,916148,tvoinarovskyi,,,created,97542149,a8e33fb931073f5f99e2fd0036c4354f9d145180,False,Seems like you missed `throttle_time_ms` field. Lets set the name to `topic_errors` to be exact to docs also. See https://kafka.apache.org/protocol#The_Messages_CreatePartitions.,COLLABORATOR,1386,{}
1298,PullRequestReviewCommentEvent,2017-10-11 22:20:37+00:00,5934517,dpkp/kafka-python,483314,jeffwidman,,,created,68769070,9da4c3c16ff05e49e0fc400a0bc565a4e0132aea,False,nit: imports aren't pep8 ordered/spaced,COLLABORATOR,1252,{}
1378,PullRequestReviewCommentEvent,2015-04-18 02:05:07+00:00,30484966,michael-lazar/rtv,5026795,michael-lazar,,,created,,0bdb207fe6fcf9507ddf39ecf6fdbdfca17262d4,False,Looks like you accidentally added `{created}` here.,,92,{}
1519,PullRequestReviewCommentEvent,2018-02-26 09:57:47+00:00,51503813,ales-erjavec/anyqt,3832365,jschueller,,,created,99239225,11c507c3ff5dd566bbd0485d036017a9af79b4a7,False,"Ok, fixed",CONTRIBUTOR,4,{}
1520,PullRequestReviewCommentEvent,2018-02-21 11:04:29+00:00,51503813,ales-erjavec/anyqt,4716745,ales-erjavec,,,created,98146523,376ae09a1f6d9c364139ebf74457b22dbd296ba2,False,Same here. Import the full namespace.,OWNER,4,{}
1694,PullRequestReviewCommentEvent,2016-09-26 07:00:53+00:00,8292338,ultrabug/py3status,474389,ultrabug,,,created,,0986ac7f1bccca0ee41a5b2f252067275ad3ab3a,False,actually this method doesn't return anything right ?,,478,{}
1696,PullRequestReviewCommentEvent,2016-10-31 10:28:59+00:00,8292338,ultrabug/py3status,3483433,guiniol,,,created,6412588,cb5512e34add3fefc4afbc684847820e4fcccd01,False,Sure. I'll get something done.,,529,{}
