,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,event_type,event_ref,repo_master_branch,event_pusher_type
15,CreateEvent,2018-07-07 17:56:24+00:00,66086299,tek/amino,2632,tek,,,tag,13.0.1.a.2,master,user
41,CreateEvent,2016-02-08 03:15:18+00:00,49802969,wong2/pick,321947,wong2,,,tag,v0.4.0,master,user
56,CreateEvent,2017-04-23 16:54:21+00:00,27924304,cdent/gabbi,34498,cdent,,,branch,cd/simple-coerce,master,user
58,CreateEvent,2015-10-12 12:02:57+00:00,27924304,cdent/gabbi,34498,cdent,,,tag,1.8.1,master,user
129,CreateEvent,2017-10-04 04:45:44+00:00,95226573,jpn--/pines,1036626,jpn--,,,tag,v2.66.0,master,user
131,CreateEvent,2016-02-20 22:30:45+00:00,30243627,klen/muffin,90699,klen,,,branch,ei-grad-fix-route-names,develop,user
187,CreateEvent,2017-12-11 12:04:08+00:00,93703838,ahawker/ulid,178002,ahawker,,,branch,pyup/scheduled-update-12-11-2017,master,user
364,CreateEvent,2015-12-06 15:07:05+00:00,24005390,tBuLi/symfit,2188968,tBuLi,,,tag,0.3.0,master,user
371,CreateEvent,2018-05-06 23:58:53+00:00,116323642,Nekmo/dirhunt,740106,Nekmo,,,branch,develop,master,user
443,CreateEvent,2018-04-11 21:49:33+00:00,53005545,kislyuk/aegea,862013,kislyuk,,,tag,v2.1.6,master,user
467,CreateEvent,2015-09-10 22:36:40+00:00,7568434,paulfitz/daff,118367,paulfitz,,,branch,sqlite_3way,master,user
480,CreateEvent,2017-09-11 17:30:58+00:00,22937749,rasbt/mlxtend,5618407,rasbt,,,branch,association_rules,master,user
503,CreateEvent,2017-01-30 03:59:58+00:00,3502340,Anorov/PySocks,935203,Anorov,,,tag,1.6.6,master,user
515,CreateEvent,2016-04-18 15:49:10+00:00,55783736,JBKahn/rednose,2654653,JBKahn,,,branch,python-2.4-testing,master,user
687,CreateEvent,2016-12-28 09:01:30+00:00,27371456,pbugnion/gmaps,1392879,pbugnion,,,branch,how-to-release,master,user
728,CreateEvent,2015-02-08 15:45:22+00:00,19361153,tdryer/hangups,857374,tdryer,,,tag,v0.2.5,master,user
733,CreateEvent,2017-09-20 07:57:35+00:00,104184487,thomaxxl/safrs,4190750,thomaxxl,,,branch,master,master,user
753,CreateEvent,2016-12-31 08:07:29+00:00,56831251,yuma-m/pychord,855763,yuma-m,,,tag,v0.2.4,master,user
783,CreateEvent,2017-02-06 20:50:15+00:00,43131469,bjodah/pyodesys,485936,bjodah,,,tag,v0.8.0,master,user
785,CreateEvent,2016-07-15 14:28:17+00:00,43131469,bjodah/pyodesys,485936,bjodah,,,tag,v0.5.3,master,user
822,CreateEvent,2017-05-25 23:55:50+00:00,48198151,gleb812/pch2csd,1007225,ech2,,,branch,python_port,master,user
876,CreateEvent,2016-05-03 23:32:31+00:00,27283062,ktbyers/netmiko,899716,ktbyers,,,branch,netmiko-cli,master,user
900,CreateEvent,2018-04-20 16:42:36+00:00,25129800,mikf/gallery-dl,5375314,mikf,,,tag,v1.3.4,master,user
912,CreateEvent,2018-03-01 15:22:22+00:00,11380094,msiemens/tinydb,1873922,msiemens,,,tag,v3.8.0,master,user
921,CreateEvent,2016-03-22 20:17:27+00:00,53603584,niklasf/fishnet,402777,niklasf,,,tag,v1.2.0,master,user
930,CreateEvent,2017-05-25 01:42:04+00:00,18021163,paxswill/evesrp,178273,paxswill,,,branch,graphql,master,user
932,CreateEvent,2017-09-17 23:04:29+00:00,80701928,pschmitt/pynuki,37886,pschmitt,,,branch,pyup-update-six-1.10.0-to-1.11.0,master,user
946,CreateEvent,2018-08-27 00:04:28+00:00,88241992,rsalmei/clearly,6652853,rsalmei,,,branch,rsa-throughput,master,user
959,CreateEvent,2018-01-08 22:00:19+00:00,11075275,sloria/TextBlob,2379650,sloria,,,branch,pyup-update-sphinx-1.6.5-to-1.6.6,dev,user
981,CreateEvent,2018-05-30 15:55:30+00:00,39515694,ungarj/mapchete,3802285,ungarj,,,tag,0.21,master,user
983,CreateEvent,2017-10-23 16:50:53+00:00,39515694,ungarj/mapchete,3802285,ungarj,,,tag,0.10,master,user
1028,CreateEvent,2018-05-18 23:03:40+00:00,9923468,boppreh/keyboard,231856,boppreh,,,tag,v0.13.2,master,user
1119,CreateEvent,2015-07-23 22:57:57+00:00,34494009,kalefranz/auxlib,1418419,kalefranz,,,tag,0.0.14,develop,user
1173,CreateEvent,2017-11-01 22:15:47+00:00,7946956,rm-hull/luma.lcd,305679,thijstriemstra,,,branch,doc-devices,master,user
1203,CreateEvent,2017-01-04 23:40:09+00:00,77713990,wmalgadey/PyTado,141838,wmalgadey,,,tag,0.1.8,master,user
1209,CreateEvent,2017-05-11 22:25:34+00:00,88580756,72squared/redpipe,12319,72squared,,,tag,1.0.0,master,user
1210,CreateEvent,2017-04-27 06:20:32+00:00,88580756,72squared/redpipe,12319,72squared,,,tag,0.2.2,master,user
1220,CreateEvent,2017-11-18 13:49:48+00:00,1998014,Diaoul/subliminal,2620870,fernandog,,,branch,feature/ltv_multi_archive,master,user
1245,CreateEvent,2016-11-04 02:29:59+00:00,41179827,Rapptz/discord.py,1695103,Rapptz,,,tag,v0.14.0,master,user
1256,CreateEvent,2017-10-22 22:42:55+00:00,91669334,Stibbons/dopplerr,133498,Stibbons,,,tag,0.3.0.a1,master,user
1268,CreateEvent,2018-03-12 17:26:47+00:00,112461400,axnsan12/drf-yasg,6382979,axnsan12,,,tag,1.5.0,master,user
1272,CreateEvent,2016-09-22 02:30:33+00:00,67164027,barrust/mediawiki,3161814,barrust,,,branch,0.3.3,master,user
1325,CreateEvent,2018-03-05 13:06:35+00:00,78549488,flomotlik/formica,132653,flomotlik,,,branch,novalue,master,user
1340,CreateEvent,2015-04-06 16:48:52+00:00,19165491,jacebrowning/yorm,939501,jacebrowning,,,tag,v0.3.1,develop,user
1354,CreateEvent,2017-06-02 04:29:10+00:00,37439982,jeffrimko/Qprompt,1689242,jeffrimko,,,tag,qprompt-0.9.2,master,user
1355,CreateEvent,2016-07-01 04:38:13+00:00,9590543,josiahcarlson/rom,209346,josiahcarlson,,,tag,0.37.1,master,user
1375,CreateEvent,2018-08-14 21:46:47+00:00,94133125,metachris/logzero,116939,metachris,,,branch,pyup-update-cryptography-2.1.4-to-2.3.1,master,user
1396,CreateEvent,2017-04-24 22:18:58+00:00,85603555,molpopgen/fwdpy11,6416159,molpopgen,,,branch,dev_handling_fixations,master,user
1399,CreateEvent,2018-03-07 13:46:12+00:00,69458400,mosquito/aio-pika,792981,mosquito,,,tag,2.2.2,master,user
1418,CreateEvent,2012-01-04 13:26:11+00:00,2909429,nicolargo/glances,776747,nicolargo,,,tag,v1.3.5,master,
1458,CreateEvent,2015-09-25 04:37:34+00:00,43109932,samstav/tox-pyenv,2030182,samstav,,,repository,,master,user
1524,CreateEvent,2017-03-13 18:04:37+00:00,83462592,asottile/pyupgrade,1810591,asottile,,,tag,v1.0.2,master,user
