,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url,partition,commit_list
13,PullRequestEvent,2016-01-14 05:43:36+00:00,2782546,hobu/mgrs,11436419,nhatbui,,,55994921,,Create dummy symbol for module initialization for setuptools' Extension class on Windows,open,False,11,"On Windows, setuptools' Extension class must export the symbol
""initlibmgrs"" when building the DLL (no way around it). We place dummy
functions in the source to satisfy this. Code has been updated to look
for the DLL (or .pyd in this case), satisfying this for Python 2 and 3.",https://api.github.com/repos/hobu/mgrs/issues/11,,,2016-01-14T05:43:36Z,1,15,12,4,[],[],[],[],,,,,[],https://github.com/hobu/mgrs/pull/11.patch,https://api.github.com/repos/hobu/mgrs/pulls/11/commits,134,"['4e011fb000acd00425e092f75096938c04edbf7d', 'b8ba48815cfa4db64190d8bf7d4a7e7859b4b3e6']"
16,PullRequestEvent,2018-07-01 19:52:45+00:00,138318038,komuw/naz,5163857,komuw,,,198539727,MDExOlB1bGxSZXF1ZXN0MTk4NTM5NzI3,Queue,open,False,13,"Thank you for contributing to naz.                    
Every contribution to naz is important to us.                       
You may not know it, but you have just contributed to making the world a more safer and secure place.                         

Contributor offers to license certain software (a “Contribution” or multiple
“Contributions”) to naz, and naz agrees to accept said Contributions,
under the terms of the MIT License.
Contributor understands and agrees that naz shall have the irrevocable and perpetual right to make
and distribute copies of any Contribution, as well as to create and distribute collective works and
derivative works of any Contribution, under the MIT License.


Now,                   

## What(What have you changed?)


## Why(Why did you change it?)

",https://api.github.com/repos/komuw/naz/issues/13,,,2018-07-01T19:52:45Z,8,128,58,13,OWNER,[],[],[],,,,,[],https://github.com/komuw/naz/pull/13.patch,https://api.github.com/repos/komuw/naz/pulls/13/commits,134,"['76528d824500c8124a88600990409f512ff3f551', '064954f50890fe8beab4eba35567d05a8d6c615c', 'a00c7511523654e6a3093dda4777969473e12e1e', 'e0078bbaf272a91edb2328dad0db29c559f40683', '5a1e887690e5b8eb6dd6d2a4b1c4f4da7ab27523', '1eefccb5bc3a000aa9b74ba287950f917dbf5ef7', '71d87e3ee7cbc7a588133c71ee1be69796e38596', '1b436dcbcc8aa0d4e3ebff1d3f88f9d0dd5de362', '19f368bee116beea95f246faaffa42d237fd6457', '137f04a1af5122cafe5db82eeb7902f999fc1097', 'b67f73abab7dfd231c094fa41104d4e62c1ce69f', 'b26b3f1cd01e41337c0bad476822d4c1c51bb47f', '68bd7711f0f9dbd9dac45584c9e7e153fd385ecc', 'd1861b5fb35221f6c8a66aee908019a90f988412', '83a152fa5dd625188509d2f7753252ce51390092', 'efccf4450949642e51b766cc97e05e8d17b3c090', '7f5221ac9e0daf5f9fc777d3f21a1ffcd5e0da60', '95fcec934a2e51eb1744ee6c2cf43f029bb22a49', '500adc48e214efbfc6c3ec3c67dcb93943864c6c', '8e7c344a54449fe085677a511c7dff276adc80b9', 'adc2bca1c7c33c447cd8067bc4143a3d942ea0ba', '2b6050a0de78393bb45e41afee9435f2c968a041', '171bbefd8ad4d25a0617098389782978a6c8e76f', 'b2066f6538f9e91315ade3918fa4662623392e64', '426a250e9fa189ab2aafa9fdbde63c1545065427', 'e69063024a1a60edbcb131592aad067abdffdc63', 'c5c9a3d8631c729ae8028b6657b6eb1af5637bef', '44d7087289459dd1c59a89f5dbf9a4684330a774', 'c539be636fa90bfb37533f82ea34a65ac58ace17', 'd3361886ecee997105787e4b527c1243c64ac70c', 'd2871f020f16cfd50e194f1ba0851fb55e3321c2', '7ca5272c11a8fa62bd15b13ff4d8942cb9b56a9a', '3ab117127e83adba75e1cd696898e8d72cee37fe', '7262dfa6e656301a1c2594f26056bca44f7ad970', '991e7d1916fdb4a609dd9a6f4d3aaeebaacfb734']"
20,PullRequestEvent,2016-10-25 15:10:00+00:00,3462960,lazka/pgi,991986,lazka,,,80752603,,'AttributeError: NoneType object has no attribute quit'  on sigint,closed,False,34,Fixed the 'AttributeError: NoneType object has no attribute quit'  raised when the sigint signal is received by the mainloop,https://api.github.com/repos/lazka/pgi/issues/34,,2016-10-25T15:10:00Z,2016-10-25T15:10:00Z,1,2,2,1,[],[],[],[],,,,,[],https://github.com/lazka/pgi/pull/34.patch,https://api.github.com/repos/lazka/pgi/pulls/34/commits,134,['ac35649fda6c4f9af60f229fc8d78aa1e19c94d1']
49,PullRequestEvent,2016-06-02 12:37:36+00:00,55258005,jopohl/urh,18219846,jopohl,,,72338513,,fix #57,closed,False,64,,https://api.github.com/repos/jopohl/urh/issues/64,2016-06-02T12:37:36Z,2016-06-02T12:37:36Z,2016-06-02T12:37:36Z,1,56,75,6,[],[],[],[],jopohl,18219846.0,User,False,[],https://github.com/jopohl/urh/pull/64.patch,https://api.github.com/repos/jopohl/urh/pulls/64/commits,134,['0f30cf073b3731a8029d21f6522ed7cf5027ccfe']
55,PullRequestEvent,2017-05-05 06:52:47+00:00,55258005,jopohl/urh,18219846,jopohl,,,119067323,,ZMQ v3.7.5+ compatibility,closed,False,266,Newer ZMQ version accepts 4 arguments instead of 5,https://api.github.com/repos/jopohl/urh/issues/266,,2017-05-05T06:52:46Z,2017-05-05T06:52:46Z,1,1,1,1,[],[],[],[],,,,,[],https://github.com/jopohl/urh/pull/266.patch,https://api.github.com/repos/jopohl/urh/pulls/266/commits,134,['e949da46fed934cbef0fa57a452586a8d3e5e2f0']
101,PullRequestEvent,2016-10-20 09:38:11+00:00,7369432,Turbo87/utm,1857142,arnaldorusso,,,90164996,,docstring included to from_latlon function,open,False,27,I have included more function documentation.,https://api.github.com/repos/Turbo87/utm/issues/27,,,2016-10-20T09:38:09Z,1,17,0,1,[],[],[],[],,,,,[],https://github.com/Turbo87/utm/pull/27.patch,https://api.github.com/repos/Turbo87/utm/pulls/27/commits,134,['33ba2ad5280a6db0b4b351d5ebcca7f779b30aef']
102,PullRequestEvent,2016-12-07 14:56:15+00:00,18603138,WoLpH/mt940,270571,WoLpH,,,96938612,,Removing debug statement,open,False,29,,https://api.github.com/repos/WoLpH/mt940/issues/29,,,2016-12-07T14:56:14Z,4,3,2,2,[],[],[],[],,,,,[],https://github.com/WoLpH/mt940/pull/29.patch,https://api.github.com/repos/WoLpH/mt940/pulls/29/commits,134,"['ec3943cc4f9a9c1cf36921a87b6d703102d70446', 'ccbf67a6c679e876fb0af4dc0e5e6c25a91bf1b0', '739b6a48ed564d15a8bc0de361faa0c3ebc5c1ad', '24462476f90b528dec1b8138963855a337388646']"
110,PullRequestEvent,2015-03-02 16:59:17+00:00,27924304,cdent/gabbi,34498,cdent,,,30296786,,Allow templating headers,closed,False,21,"Hi, 

This change allows to use template in the request headers.

Cheers,",https://api.github.com/repos/cdent/gabbi/issues/21,2015-03-02T16:59:17Z,2015-03-02T16:59:17Z,2015-03-02T16:59:17Z,1,2,0,1,[],[],[],[],cdent,34498.0,User,False,[],https://github.com/cdent/gabbi/pull/21.patch,https://api.github.com/repos/cdent/gabbi/pulls/21/commits,134,['771991b0a6d1953aa2ba221b3ba80852c88de40f']
151,PullRequestEvent,2017-05-15 14:45:14+00:00,9896961,dbrgn/RPLCD,105168,dbrgn,,,120597308,,Fixes for tests.,closed,False,58,"- Fixed an error in the following files caused by removing the default value of i2c_expander.
    show_charmap.py
    test_16x2.py
    test_20x4.py

- Switch positions of the `<rows>` and `<cols>` arguments in show_charmap.py
  To the more common way to write display sizes. 20x4, 16x4 (columns first, rows second)

- Fixed a spelling error in CONTRIBUTORS",https://api.github.com/repos/dbrgn/RPLCD/issues/58,,2017-05-15T14:45:13Z,2017-05-15T14:45:13Z,6,7,7,4,[],[],[],[],,,,,[],https://github.com/dbrgn/RPLCD/pull/58.patch,https://api.github.com/repos/dbrgn/RPLCD/pulls/58/commits,134,"['95a9d6a833e55ea2a2cb6c45d0a378a58c1d48c0', 'cb470dc2ac291704e60bf45e35d65919401c19d0', '589bf112842ba5ed832d0b13dc14929b8aed5f5f', '5d6be8e21700744f7e478c2c5809f323f96d935c', 'dbe124e5ae314c928270e07f463841d9017cb54b', '1e0d5f546712542d3e7298e5ba27abcb03e17859']"
161,PullRequestEvent,2018-01-11 18:58:22+00:00,48198706,dschep/ntfy,667763,dschep,,,162393979,,Fix typo related to 'hide_command' config,closed,False,161,I stumbled upon this typo while looking for some args defaults.,https://api.github.com/repos/dschep/ntfy/issues/161,2018-01-11T18:58:22Z,2018-01-11T18:58:22Z,2018-01-11T18:58:22Z,1,1,1,1,NONE,[],[],[],dschep,667763.0,User,False,[],https://github.com/dschep/ntfy/pull/161.patch,https://api.github.com/repos/dschep/ntfy/pulls/161/commits,134,['dee7ab1d7b07e4266e105ac32fd4c42e14894253']
