,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url,partition,commit_list
7,PullRequestEvent,2018-08-29 13:17:20+00:00,8387179,uiri/toml,347634,jdufresne,,,211749741,MDExOlB1bGxSZXF1ZXN0MjExNzQ5NzQx,Tidy RELEASE.rst,open,False,188,"Fix ""Title overline too short"" warning.

Wrap code elements in double back ticks.

Wrap long lines.",https://api.github.com/repos/uiri/toml/issues/188,,,2018-08-29T13:17:20Z,1,8,5,1,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/uiri/toml/pull/188.patch,https://api.github.com/repos/uiri/toml/pulls/188/commits,118,['457cdcd6b52e71675374c54e220c9fbbb8544f01']
34,PullRequestEvent,2017-07-13 09:12:11+00:00,55258005,jopohl/urh,18219846,jopohl,,,130292176,,Bugfix for participant assignment when loading project with hidden messages,closed,False,308,"This PR fixes a bug where participants do not get assigned properly to previously hidden messages, when loading a project.",https://api.github.com/repos/jopohl/urh/issues/308,2017-07-13T09:12:11Z,2017-07-13T09:12:11Z,2017-07-13T09:12:11Z,3,92,18,4,[],[],[],[],jopohl,18219846.0,User,False,[],https://github.com/jopohl/urh/pull/308.patch,https://api.github.com/repos/jopohl/urh/pulls/308/commits,118,"['c3a4b004cbad979e9bbd14d936a092a1f518b85f', '048be572831795f92a6f9b75e55d3849faee8bf3', 'f4f3948e51ad9be4aa1e9f30461dda0c0625268f']"
36,PullRequestEvent,2018-01-24 08:37:21+00:00,55258005,jopohl/urh,18219846,jopohl,,,164783254,,Update travis config,closed,False,394,,https://api.github.com/repos/jopohl/urh/issues/394,,2018-01-24T08:37:21Z,2018-01-24T08:37:21Z,1,3,3,1,OWNER,[],[],[],,,,,[],https://github.com/jopohl/urh/pull/394.patch,https://api.github.com/repos/jopohl/urh/pulls/394/commits,118,['4a55ba483523a9e1f21e917cff117ab3d8c0f4d2']
44,PullRequestEvent,2016-10-17 09:10:58+00:00,10156090,klen/mixer,90699,klen,,,88012106,,PositiveSmallIntegerField Testing,closed,False,66,"mixer.blend populates PositiveSmallIntegerFields in Django with two high of a value. My current test suite is failing, so I made a new bare assertion in test_fields in test_django. ",https://api.github.com/repos/klen/mixer/issues/66,2016-10-17T09:10:57Z,2016-10-17T09:10:57Z,2016-10-17T09:10:57Z,3,13,1,2,[],[],[],[],klen,90699.0,User,False,[],https://github.com/klen/mixer/pull/66.patch,https://api.github.com/repos/klen/mixer/pulls/66/commits,118,"['f9780c953067ce310e2aceb8ba3bf4f2419f832e', 'ea1fe6055b8c4fbda85d274987dc10b47229a0e2', 'a52fda07e7420a7525cb462c9085052ebde26242']"
52,PullRequestEvent,2015-10-10 16:26:40+00:00,27924304,cdent/gabbi,34498,cdent,,,47346684,,Move gabbit tests into the tests dir,closed,False,99,"Originally there was no tests dir. When unit-like tests were added
they were put in a newly created tests directory. Since it is there
may as well use it.",https://api.github.com/repos/cdent/gabbi/issues/99,2015-10-10T16:26:39Z,2015-10-10T16:26:39Z,2015-10-10T16:26:40Z,1,7,7,23,[],[],[],[],cdent,34498.0,User,False,[],https://github.com/cdent/gabbi/pull/99.patch,https://api.github.com/repos/cdent/gabbi/pulls/99/commits,118,['db8c63b3e6124dd4c1e1cca47a11c37e8d156497']
56,PullRequestEvent,2016-10-02 14:28:14+00:00,27924304,cdent/gabbi,3515,FND,,,87635385,,gabbi-run support for multiple input files,open,False,179,"this addresses #104 

caveats:

* I'm no longer certain this is actually desirable (cf. @cdent's objections in the aforementioned issue)
* various implementation details seem crude (I kinda ran out of steam, so this is untypically unpolished)
* no documentation yet (this includes `help`); let's first decide whether we wanna marge this",https://api.github.com/repos/cdent/gabbi/issues/179,,,2016-10-02T14:28:14Z,2,72,7,4,[],[],[],[],,,,,[],https://github.com/cdent/gabbi/pull/179.patch,https://api.github.com/repos/cdent/gabbi/pulls/179/commits,118,"['ba134bfd0c22bb2170d6d6e39d86c935c9e7b9a7', '7060aff0f79f55bd45ddc6d92ace4abe4b99bbaa']"
131,PullRequestEvent,2015-03-30 20:33:11+00:00,4946406,mher/flower,628981,dellsystem,,,32264421,,Fix bug in handling denied emails with OpenID auth,open,False,359,"With OpenID authentication, when a user tries to log in with an email that isn't allowed, a KeyError is triggered in line 46 of flower/views/auth.py because the `user` dictionary does not have an `email` and so the call to `format()` doesn't work. Changing the kwargs to `email=email` fixes that.

I also replaced the HTTPError exception with a call to `self.render()`, because the former does not appear to display any information to the user (causing the request to simply hang) while the latter does. I'm not sure if this is what 404.html is intended for, but it works perfectly for me.

Thanks for your work on flower!",https://api.github.com/repos/mher/flower/issues/359,,,2015-03-30T20:33:11Z,1,5,5,1,[],[],[],[],,,,,[],https://github.com/mher/flower/pull/359.patch,https://api.github.com/repos/mher/flower/pulls/359/commits,118,"['2a50df004688c2fff4a311d00a7db75f4276e087', '2068772cb5e7512683d40d1826af9aeeee1d6862']"
140,PullRequestEvent,2018-01-16 19:58:45+00:00,95191952,rainx/pytdx,11537812,yutiansut,,,163273360,,fix bug for eol  update to 1.62,open,False,138,,https://api.github.com/repos/rainx/pytdx/issues/138,,,2018-01-16T19:58:45Z,3,2,2,2,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/rainx/pytdx/pull/138.patch,https://api.github.com/repos/rainx/pytdx/pulls/138/commits,118,"['dfc9b93126de6b1476298114d48d43f90b0f6f6e', 'e4b09867fd33bd6ae98ae5571b5b660a5b5f7dcf', '2934727fb317df8e7081772d99e69567b099bb29']"
178,PullRequestEvent,2018-03-21 01:39:20+00:00,23516699,LEW21/pydbus,19785284,nburkitt,,,176039121,,"Fix for Issue #69, Methods returning non-trivial types fail",closed,False,75,"`ProxyMethod.__call__()` does not correctly handle the case of a proxied method that returns a single dbus object. That is, a method that returns a value with a dbus signature of the form `""(xyz)""`.

I found two problems. The first is in the code that builds the proxied method's return type's signature.

Consider the case of a proxied method with `self._outargs = [""(dsii)""]`.
To build `self._soutargs`, `ProxyMethod.__init__()` unconditionally adds enclosing parentheses:

    self._soutargs = ""("" + """".join(self._outargs) + "")""

This will result in an error being returned from `instance._bus.con.call_sync()` when called from `ProxyMethod.__call__()`:

    gi._glib.GError: Method 'GetOrientation' returned type '(dsii)', but expected '((dsii))'

The second problem is in ProxyMethod.__call__(), in handling the value returned by call_sync(), which is a tuple, assigned to the variable `ret`:

    if len(self._outargs) == 0:
        return None
    elif len(self._outargs) == 1:
        return ret[0]
    else:
        return ret

If the proxied method returns a single object, `len(self._outargs)` will be 1, and only the first element of the tuple will be returned from `ProxyMethod.__call__()`.

To handle this particular case, I added a state variable `self._ret_obj`, which `ProxyMethod.__init__()` sets to `True` iff `len(self._outargs) == 1` and `self._outargs[0]` starts with ""("". In other words, if this flag is set, the proxied function will return a single argument, which will be a dbus object.

    self._ret_obj = len(self._outargs) == 1 and self._outargs[0].startswith(""("")

It then tests `self._ret_obj` and adds enclosing parentheses if it is `False`.

`ProxyMethod.__call__()` tests `self._ret_obj` when deciding whether to return the entire tuple or only the first element:

    if len(self._outargs) == 0:
        return None
    elif len(self._outargs) == 1 and not self._ret_obj:
        return ret[0]
    else:
        return ret
",https://api.github.com/repos/LEW21/pydbus/issues/75,,2018-03-21T01:39:20Z,2018-03-21T01:39:20Z,1,96,2,2,NONE,[],[],[],,,,,[],https://github.com/LEW21/pydbus/pull/75.patch,https://api.github.com/repos/LEW21/pydbus/pulls/75/commits,118,['3c9d71e395fa5c6e28d3ab183fdfd625ccb3db30']
182,PullRequestEvent,2018-06-22 12:06:18+00:00,93703838,ahawker/ulid,16239342,pyup-bot,,,196429736,MDExOlB1bGxSZXF1ZXN0MTk2NDI5NzM2,pyup.io:  Scheduled daily dependency update on thursday,closed,False,195,"




### Update [mypy](https://pypi.org/project/mypy) from **0.600** to **0.610**.


*The bot wasn't able to find a changelog for this release. [Got an idea?](https://github.com/pyupio/changelogs/issues/new)*

<details>
  <summary>Links</summary>
  
  - PyPI: https://pypi.org/project/mypy
  - Homepage: http://www.mypy-lang.org/
</details>





### Update [pylint](https://pypi.org/project/pylint) from **1.9.1** to **1.9.2**.


*The bot wasn't able to find a changelog for this release. [Got an idea?](https://github.com/pyupio/changelogs/issues/new)*

<details>
  <summary>Links</summary>
  
  - PyPI: https://pypi.org/project/pylint
  - Changelog: https://pyup.io/changelogs/pylint/
  - Repo: https://github.com/PyCQA/pylint
</details>





### Update [sphinx_rtd_theme](https://pypi.org/project/sphinx_rtd_theme) from **0.3.1** to **0.4.0**.


*The bot wasn't able to find a changelog for this release. [Got an idea?](https://github.com/pyupio/changelogs/issues/new)*

<details>
  <summary>Links</summary>
  
  - PyPI: https://pypi.org/project/sphinx-rtd-theme
  - Repo: https://github.com/rtfd/sphinx_rtd_theme/
</details>





### Update [pytest](https://pypi.org/project/pytest) from **3.6.0** to **3.6.2**.


<details>
  <summary>Changelog</summary>
  
  
   ### 3.6.1
   ```
   =========================

Bug Fixes
---------

- Fixed a bug where stdout and stderr were logged twice by junitxml when a test
  was marked xfail. (`3491
  &lt;https://github.com/pytest-dev/pytest/issues/3491&gt;`_)

- Fix ``usefixtures`` mark applyed to unittest tests by correctly instantiating
  ``FixtureInfo``. (`3498
  &lt;https://github.com/pytest-dev/pytest/issues/3498&gt;`_)

- Fix assertion rewriter compatibility with libraries that monkey patch
  ``file`` objects. (`3503
  &lt;https://github.com/pytest-dev/pytest/issues/3503&gt;`_)


Improved Documentation
----------------------

- Added a section on how to use fixtures as factories to the fixture
  documentation. (`3461 &lt;https://github.com/pytest-dev/pytest/issues/3461&gt;`_)


Trivial/Internal Changes
------------------------

- Enable caching for pip/pre-commit in order to reduce build time on
  travis/appveyor. (`3502
  &lt;https://github.com/pytest-dev/pytest/issues/3502&gt;`_)

- Switch pytest to the src/ layout as we already suggested it for good practice
  - now we implement it as well. (`3513
  &lt;https://github.com/pytest-dev/pytest/issues/3513&gt;`_)

- Fix if in tests to support 3.7.0b5, where a docstring handling in AST got
  reverted. (`3530 &lt;https://github.com/pytest-dev/pytest/issues/3530&gt;`_)

- Remove some python2.5 compatibility code. (`3529
  &lt;https://github.com/pytest-dev/pytest/issues/3529&gt;`_)
   ```
   
  
</details>


 

<details>
  <summary>Links</summary>
  
  - PyPI: https://pypi.org/project/pytest
  - Changelog: https://pyup.io/changelogs/pytest/
  - Repo: https://github.com/pytest-dev/pytest/issues
  - Homepage: http://pytest.org
</details>





",https://api.github.com/repos/ahawker/ulid/issues/195,,2018-06-22T12:06:18Z,2018-06-22T12:06:18Z,4,4,4,3,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/ahawker/ulid/pull/195.patch,https://api.github.com/repos/ahawker/ulid/pulls/195/commits,118,"['4331a514fcbff9f75a856a3609ec4c432734dddd', 'b750d1300809238dcd5921c2dd46f687b6e2ad1f', '37ece222d9ad98d79d6c9adaf8018dc2205e7e04', '9e346b6a4caca78e45f4be9db30b4cc836c86097']"
