,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_review_comment_action,pr_review_comment_id,pr_review_comment_commit_id,pr_review_comment_site_admin,pr_review_comment_body,pr_review_comment_author_association,pr_number,pr_review_comment_reactions
66,PullRequestReviewCommentEvent,2018-07-14 21:07:42+00:00,31894637,amol-/dukpy,601423,amol-,,,created,137248604,45624e5539e10f7323ce938169a797a1cad3300a,False,"It doesn't bother me for the wheels, those don't depend on it as they use the python versions provided by the docket image, but it makes me feel quite unease to run the tests on different systems, I dislike inconsistencies :P
Also `sudo: true` means our builds will be queued longer as they will require a full virtual machine instead of running in a container.

Btw I'll merge it as it, I don't like to promote bikeshedding.",OWNER,28,{}
209,PullRequestReviewCommentEvent,2017-10-01 08:37:33+00:00,10074815,berdario/pew,36209,jstasiak,,,created,66330948,b9328bc717d7a4e62f28d63954a024634abe905a,False,"@berdario That was three years ago, today I'm of a position that it's fine to drop support for anything older than 3.4 ;)",CONTRIBUTOR,156,{}
238,PullRequestReviewCommentEvent,2018-02-07 00:19:41+00:00,6662075,joke2k/faker,316277,doctorlard,,,created,94554412,347d310686b626a18ae527e02e89498ffd4b6c1f,False,"First of all that would only be representative of people born in the last few years. Secondly, how do want to deal with the fact that New Zealanders don't have name suffixes? Setting `suffixes_male` and `suffixes_female` to empty tuples results in random.choice raising an IndexError.",NONE,695,{}
255,PullRequestReviewCommentEvent,2017-03-24 21:01:50+00:00,4576441,kbandla/dpkt,1717834,obormot,,,created,29009451,2925ef4c72e86c50680d309f20fdc278205ea564,False,"Hi @smutt 
It feels strange to see the TLS class having a different ```__hdr__``` compared to SSL2, essentially packet structure is the same, so why are the fields different?  Secondly, you're creating the ```length``` field as ```len(self.data)```, then you're reducing the size of data but length stays the same. While this approach may work for your use case, it should be following the dpkt style more closely to become part of the library, IMO.  In general looking at ssl.py though, it is a bit of a mess and could use some refactoring. ",,312,{}
284,PullRequestReviewCommentEvent,2015-04-20 14:56:04+00:00,33614304,nvbn/thefuck,907063,nwinkler,,,created,,411aea67f771fb2a9ba0bf253b750d05deb2c242,False,Looks like the wrong import... Shouldn't you import `thefuck.rules.python_command` here?,,62,{}
373,PullRequestReviewCommentEvent,2017-07-26 04:45:11+00:00,77868600,benjaminp/six,219470,benjaminp,,,created,52256919,c6a4033a0bc87c89cf060141a6befd987e505beb,False,`six.str_type` doesn't exist.,,204,{}
686,PullRequestReviewCommentEvent,2016-09-07 15:10:40+00:00,50450913,peterbe/hashin,26739,peterbe,,,created,,99b3de50110c7d104fa143ec8714ba3906164a16,False,Can this be moved into a function. Otherwise it'll run in import-time. ,,21,{}
712,PullRequestReviewCommentEvent,2016-02-29 01:49:40+00:00,19361153,tdryer/hangups,857374,tdryer,,,created,,9a4359e52c3c8e4e185e18f5f7e6290134846316,False,"`# full, none or discreet` -> `# full or discreet`",,214,{}
765,PullRequestReviewCommentEvent,2016-11-13 20:29:44+00:00,10155460,dbader/schedule,3073363,Zerrossetto,,,created,8321675,64b1788534ecaf292f492251f10ab8f6c3c44482,False,Here I fixed a broken link,,111,{}
1030,PullRequestReviewCommentEvent,2015-12-30 10:38:36+00:00,20101515,giampaolo/psutil,681260,giampaolo,,,created,,e124acbab43f5506fa49820c672fa75293b6e5fc,False,same here,,557,{}
1047,PullRequestReviewCommentEvent,2018-03-16 06:29:51+00:00,20101515,giampaolo/psutil,681260,giampaolo,,,created,104464067,bc88abe7b4b9e6eed2d9d3152769008cd8de211b,False,PEP8 (please remove extra spaces),OWNER,1248,{}
1058,PullRequestReviewCommentEvent,2018-02-22 19:26:28+00:00,23076316,horazont/aioxmpp,271710,horazont,,,created,98696348,5e9c27764eefdbb27be6cc13854e64c2b7bd08ae,False,Good point!,OWNER,175,{}
1061,PullRequestReviewCommentEvent,2016-10-13 14:24:05+00:00,23076316,horazont/aioxmpp,512573,SamWhited,,,created,4084013,00427816fb0e9568ae4270d03e2989314aa7bbd0,False,"Oh nifty, TIL. Thanks for the pointer.",,29,{}
1086,PullRequestReviewCommentEvent,2018-03-21 12:35:51+00:00,108187130,mhammond/pywin32,578543,webknjaz,,,created,105701487,a847dfaae901cbd09098cf0fa16a71e7c0a25158,False,"Appveyor is capable of showing you a list of tests separately from the console output:
```yaml
after_test:
  - ps: |
      $wc = New-Object 'System.Net.WebClient'
      $wc.UploadFile(""https://ci.appveyor.com/api/testresults/junit/$($env:APPVEYOR_JOB_ID)"", (Resolve-Path .\junit-test-results.xml))  # make sure your test runner puts junit-compatible test results into this file
```",NONE,1159,{}
1155,PullRequestReviewCommentEvent,2015-10-30 11:14:25+00:00,1998014,Diaoul/subliminal,319220,Diaoul,,,created,,1ab290176024de3bd9830026b8ddaf24d9f7f6bc,False,"Same here, explicit args rather than params would be more readable and a cleaner API. The goal of the  `query` method is to be as close as possible to a query to the provider with minimal filtering (as this will occur in the scoring part anyway)",,513,{}
1247,PullRequestReviewCommentEvent,2017-09-16 00:23:03+00:00,1079938,ericpruitt/cronex,1231855,megahall,,,created,63188332,f881870316e71316594dc080024c623d878f54c8,False,"I named them this, because Vixie cron itself named them this, and I was trying to stay consistent.",NONE,7,{}
1387,PullRequestReviewCommentEvent,2017-01-13 15:39:30+00:00,24118673,rm-hull/luma.oled,305679,thijstriemstra,,,created,16593194,be5dc4957ecbf35e234e4af99a7053d3e80b62f0,False,A comment with that explanation wouldn't hurt.,,115,{}
1467,PullRequestReviewCommentEvent,2017-04-24 06:35:15+00:00,5879214,berkerpeksag/astor,26338,berkerpeksag,,,created,34218479,392519dc604658de3a2c07041817ac47c440de3a,False,"We need to pass proper `stacklevel` values here. I think it should 4 or 5 for module level deprecations, but I don't know the other case.",,66,{}
1487,PullRequestReviewCommentEvent,2017-01-18 11:44:37+00:00,77726177,dxa4481/truffleHog,365324,centralniak,,,created,17203214,5ae4f86a9328a41e7395f4460d7abb2c337c024b,False,"Is exactly 2.1.1 required? 

A tool that would be installed globally should rather not enforce a particular version IMO.",,28,{}
