,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,event_type,event_ref,event_pusher_type
29,DeleteEvent,2017-03-14 13:43:40+00:00,55258005,jopohl/urh,18219846,jopohl,,,tag,v0.9.6.0.3,user
56,DeleteEvent,2016-06-06 10:07:44+00:00,27924304,cdent/gabbi,34498,cdent,,,branch,use-urllib3,user
189,DeleteEvent,2018-04-01 12:05:14+00:00,93703838,ahawker/ulid,178002,ahawker,,,branch,pyup/scheduled-update-2018-03-31,user
366,DeleteEvent,2017-05-17 09:48:15+00:00,76640818,NoneGG/aredis,22073484,NoneGG,,,branch,hotfix_parse_cluster_slots,user
386,DeleteEvent,2018-02-15 21:43:57+00:00,63429822,ericmjl/nxviz,2631566,ericmjl,,,branch,pyup-update-hypothesis-3.44.26-to-3.45.0,user
390,DeleteEvent,2018-02-21 12:21:47+00:00,63429822,ericmjl/nxviz,2631566,ericmjl,,,branch,pyup-update-numpy-1.14.0-to-1.14.1,user
391,DeleteEvent,2017-08-25 15:28:50+00:00,63429822,ericmjl/nxviz,2631566,ericmjl,,,branch,pyup-update-setuptools-36.2.2-to-36.2.7,user
437,DeleteEvent,2018-01-31 09:36:00+00:00,16964283,olofk/fusesoc,2194902,olofk,,,branch,bmm_support,user
479,DeleteEvent,2018-07-13 00:22:08+00:00,80464421,Erotemic/ubelt,3186211,Erotemic,,,branch,dev/util_class.py,user
588,DeleteEvent,2017-01-11 23:55:20+00:00,73047402,dhermes/bezier,520669,dhermes,,,branch,temp-workspace,user
824,DeleteEvent,2018-04-23 03:49:04+00:00,37505119,jmcarp/nplusone,1633460,jmcarp,,,branch,build-stages,user
890,DeleteEvent,2015-11-24 08:05:44+00:00,46593500,rasbt/biopandas,5618407,rasbt,,,branch,pandaspdb,user
940,DeleteEvent,2016-04-07 12:41:19+00:00,53360638,Lacsap-/4scanner,7145585,Lacsap-,,,branch,issue10-2,user
991,DeleteEvent,2016-08-01 13:09:28+00:00,3489194,davidhalter/jedi,748594,davidhalter,,,branch,linter,user
1123,DeleteEvent,2017-11-16 01:01:48+00:00,63892846,samuelcolvin/arq,4039449,samuelcolvin,,,branch,signal-handling,user
1383,DeleteEvent,2016-01-22 15:08:22+00:00,32283257,philpep/testinfra,387511,philpep,,,tag,1.0a4,user
1568,DeleteEvent,2018-06-08 15:13:13+00:00,79981521,raghur/easyblogger,516267,raghur,,,branch,pyup-update-gevent-1.3.2.post0-to-1.3.3,user
1649,DeleteEvent,2017-08-16 21:16:39+00:00,100306850,Dentosal/python-sc2,2204863,Dentosal,,,tag,v0.1.0-alpha,user
1662,DeleteEvent,2016-11-08 13:56:16+00:00,34061246,Sung-Huan/ANNOgesic,6706987,Sung-Huan,,,tag,v0.4.9,user
1733,DeleteEvent,2017-10-22 05:38:53+00:00,7211837,dirk-thomas/vcstool,1335366,dirk-thomas,,,branch,flake8,user
1763,DeleteEvent,2017-05-19 11:38:09+00:00,62450423,horazont/aioopenssl,271710,horazont,,,branch,feature/travis-ci,user
1790,DeleteEvent,2017-05-29 09:22:36+00:00,62165703,kalaspuff/tomodachi,89139,kalaspuff,,,branch,pyup-update-multidict-2.1.5-to-2.1.6,user
2043,DeleteEvent,2017-12-17 00:55:26+00:00,69691394,kragniz/python-etcd3,735008,kragniz,,,branch,pyup-update-hypothesis-3.11.6-to-3.42.2,user
2044,DeleteEvent,2017-08-15 00:39:38+00:00,69691394,kragniz/python-etcd3,735008,kragniz,,,branch,pyup-update-hypothesis-3.11.6-to-3.18.0,user
2048,DeleteEvent,2018-02-13 22:31:30+00:00,69691394,kragniz/python-etcd3,735008,kragniz,,,branch,pyup-update-hypothesis-3.11.6-to-3.44.26,user
2062,DeleteEvent,2018-02-21 04:57:38+00:00,95990745,limdauto/drf_openapi,2032984,limdauto,,,branch,pyup-update-pytest-3.3.1-to-3.4.0,user
2217,DeleteEvent,2017-02-08 17:20:20+00:00,37154906,fboender/ansible-cmdb,2477515,fboender,,,branch,collapse,user
2293,DeleteEvent,2017-11-18 20:37:42+00:00,110825481,moritzploss/tribology,15254247,moritzploss,,,tag,0.1.22,user
2304,DeleteEvent,2018-05-02 08:53:41+00:00,14489530,petrjasek/eve-elastic,179249,petrjasek,,,branch,fix-insert,user
2305,DeleteEvent,2018-02-16 17:14:25+00:00,7431872,piotrmaslanka/satella,103189,piotrmaslanka,,,branch,Issue-11,user
2377,DeleteEvent,2017-05-25 08:37:59+00:00,30582779,warner/magic-wormhole,27146,warner,,,branch,new-txtorcon-plus-68,user
2506,DeleteEvent,2016-10-28 11:34:24+00:00,69878276,Stranger6667/postmarker,1236561,Stranger6667,,,branch,better-exceptions,user
2510,DeleteEvent,2016-04-05 07:30:00+00:00,30379674,adamchainz/django-mysql,857609,adamchainz,,,branch,upgrade_requirements,user
2543,DeleteEvent,2018-08-29 11:49:35+00:00,139454635,hill-a/stable-baselines,6171343,hill-a,,,branch,refactoring,user
2616,DeleteEvent,2018-07-23 14:46:17+00:00,73589616,tadashi-aikawa/owlmixin,9500018,tadashi-aikawa,,,branch,2.7.0,user
2761,DeleteEvent,2017-10-12 08:51:37+00:00,92439132,vovanbo/aiohttp_json_api,877240,vovanbo,,,branch,pyup-update-cffi-1.11.1-to-1.11.2,user
3108,DeleteEvent,2018-04-19 21:28:41+00:00,85780522,fgmacedo/python-statemachine,281007,fgmacedo,,,branch,pyup-update-pip-9.0.3-to-10.0.0,user
3413,DeleteEvent,2017-12-11 20:51:23+00:00,113849859,heroku/django-heroku,119893,kennethreitz,23211,heroku,branch,makedirs,user
