,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_review_comment_action,pr_review_comment_id,pr_review_comment_commit_id,pr_review_comment_site_admin,pr_review_comment_body,pr_review_comment_author_association,pr_number,pr_review_comment_reactions
15,PullRequestReviewCommentEvent,2017-04-11 19:37:59+00:00,8387179,uiri/toml,364765,uiri,,,created,32206945,b2340562ab332d7b235618f60e7747a35ec0fdfc,False,"The way that this is constructed, it calls every single possibility on `v` when it should only evaluate the matching possibility. I think that `dump_value` should map types to functions and the `return` statement below should call that function on `v` (with the default being an identity lambda, something like `lambda x: x`).",,85,{}
92,PullRequestReviewCommentEvent,2018-01-07 13:18:11+00:00,27924304,cdent/gabbi,3515,FND,,,created,87099101,f13aa5ee0bc6e5d73f3828126f03cc60a4c5254f,False,"heh My rule of thumb is: Hyphenate if it's a multi-word modifier (see?) - cf. [front end vs. front-end developer](https://css-tricks.com/poll-results-front-end-front-end/#article-header-id-0). Essentially, the hyphen acts like parentheses there, thus improving readabilty.",COLLABORATOR,241,{}
898,PullRequestReviewCommentEvent,2016-09-21 23:04:15+00:00,22937749,rasbt/mlxtend,5618407,rasbt,,,created,,c7303148fee708935d774139fab68fb38b43f58a,False,Good point! I think we should definitely set `shuffle=True` by default (and add a shuffle `__init__` parameter). Otherwise this may cause weird results if people didn't shuffle their datasets.,,102,{}
1043,PullRequestReviewCommentEvent,2017-07-06 15:53:57+00:00,28530868,cannatag/ldap3,12944198,aleodoni,,,created,48380072,708619b26f62077fdaa403f2baa9bb70347a0e22,False,"Internal Server Error: /autentica/valida-usuario/
Traceback (most recent call last):
  File ""/home/alexandre.odoni/personal/python/env-chamados-cmc/lib/python3.5/site-packages/django/core/handlers/exception.py"", line 42, in inner
    response = get_response(request)
  File ""/home/alexandre.odoni/personal/python/env-chamados-cmc/lib/python3.5/site-packages/django/core/handlers/base.py"", line 187, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File ""/home/alexandre.odoni/personal/python/env-chamados-cmc/lib/python3.5/site-packages/django/core/handlers/base.py"", line 185, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File ""/usr/lib/python3.5/contextlib.py"", line 30, in inner
    return func(*args, **kwds)
  File ""/home/alexandre.odoni/personal/python/projetos/chamados-cmc/chamados-cmc/autentica/views.py"", line 32, in valida_usuario
    user = authenticate(username=usuario, password=senha)
  File ""/home/alexandre.odoni/personal/python/env-chamados-cmc/lib/python3.5/site-packages/django/contrib/auth/__init__.py"", line 74, in authenticate
    user = backend.authenticate(**credentials)
  File ""/home/alexandre.odoni/personal/python/env-chamados-cmc/lib/python3.5/site-packages/django_python3_ldap/auth.py"", line 23, in authenticate
    return ldap.authenticate(*args, **kwargs)
  File ""/home/alexandre.odoni/personal/python/env-chamados-cmc/lib/python3.5/site-packages/django_python3_ldap/ldap.py"", line 166, in authenticate
    with connection(password=password, **kwargs) as c:
  File ""/usr/lib/python3.5/contextlib.py"", line 59, in __enter__
    return next(self.gen)
  File ""/home/alexandre.odoni/personal/python/env-chamados-cmc/lib/python3.5/site-packages/django_python3_ldap/ldap.py"", line 145, in connection
    raise_exceptions=True,
  File ""/home/alexandre.odoni/personal/python/env-chamados-cmc/lib/python3.5/site-packages/ldap3/core/connection.py"", line 325, in __init__
    self.bind(read_server_info=True)
  File ""/home/alexandre.odoni/personal/python/env-chamados-cmc/lib/python3.5/site-packages/ldap3/core/connection.py"", line 590, in bind
    self.refresh_server_info()
  File ""/home/alexandre.odoni/personal/python/env-chamados-cmc/lib/python3.5/site-packages/ldap3/core/connection.py"", line 1299, in refresh_server_info
    self.server.get_info_from_server(self)
  File ""/home/alexandre.odoni/personal/python/env-chamados-cmc/lib/python3.5/site-packages/ldap3/core/server.py"", line 436, in get_info_from_server
    self._get_schema_info(connection)
  File ""/home/alexandre.odoni/personal/python/env-chamados-cmc/lib/python3.5/site-packages/ldap3/core/server.py"", line 414, in _get_schema_info
    self._schema_info = SchemaInfo(schema_entry, connection.response[0]['attributes'], connection.response[0]['raw_attributes']) if result else None
  File ""/home/alexandre.odoni/personal/python/env-chamados-cmc/lib/python3.5/site-packages/ldap3/protocol/rfc4512.py"", line 287, in __init__
    self.attribute_types = AttributeTypeInfo.from_definition(attributes.pop('attributeTypes', []))
  File ""/home/alexandre.odoni/personal/python/env-chamados-cmc/lib/python3.5/site-packages/ldap3/protocol/rfc4512.py"", line 439, in from_definition
    splitted = re.split('( NAME | DESC | OBSOLETE| X-| E-' + pattern + ')', object_definition[1:-1])
  File ""/home/alexandre.odoni/personal/python/env-chamados-cmc/lib/python3.5/re.py"", line 203, in split
    return _compile(pattern, flags).split(string, maxsplit)
TypeError: cannot use a string pattern on a bytes-like object
""POST /autentica/valida-usuario/ HTTP/1.1"" 500 191077",,373,{}
1076,PullRequestReviewCommentEvent,2017-03-08 11:24:25+00:00,6865808,danilop/yas3fs,3657337,timor-raiman,,,created,25751450,1cb0a2013ae804b691241411e7eab94627314821,False,"We protect this against permission denied exceptions, as existing users may not have granted the ""getUser"" permission to the user running yas3fs",,147,{}
1134,PullRequestReviewCommentEvent,2017-05-12 02:02:33+00:00,28950521,delfick/bespin,5027130,atward,,,created,37740825,455a53cf201870d72f42dc1a588942c4ccc4935d,False,"https://github.com/delfick/option_merge/blob/master/option_merge/merge.py#L199
https://github.com/delfick/option_merge/blob/master/option_merge/merge.py#L410",,69,{}
1156,PullRequestReviewCommentEvent,2018-03-29 06:51:32+00:00,94022519,gregoil/rotest,12800016,rinslow,,,created,107713679,3714060a79cf0822c39bfd4a33b9b9f807135789,False,"I looked through and through for ways to get console size in win32, I couldn't find anything that worked. I'll push now but I'll try again",CONTRIBUTOR,43,{}
1238,PullRequestReviewCommentEvent,2015-05-05 15:33:26+00:00,1408162,jpadilla/pyjwt,578872,mindw,,,created,,8ace48aaf8aca023c4cea1a205670168ba116ae5,False,"You can see the discussion here for recommendations:
http://stackoverflow.com/questions/2058802/how-can-i-get-the-version-defined-in-setup-py-setuptools-in-my-package

Please review my latest version which eliminates '__version__' extraction completely while providing automatic version management.",,153,{}
1300,PullRequestReviewCommentEvent,2018-03-23 11:24:39+00:00,45875786,nschloe/meshio,181628,nschloe,,,created,106457393,39694df11dcfb4cb1d9bf1c3af95ea701d5414cf,False,"Sure. I don't know anymore why this assertion was inserted at all though. Anyhow, let's keep it. Perhaps the input can also be shown in the error message (à la `Invalid input '123'.`)",OWNER,209,{}
1314,PullRequestReviewCommentEvent,2016-03-29 10:30:38+00:00,50450913,peterbe/hashin,26739,peterbe,,,created,,d07d0f527c70af4f75955ac7f4dfc460841603d5,False,"""Filtering **hashes** by Python version""

To me ""requirements"" is another word for the ""packages"". Ultimately what we're meddling with is the listed hashes. If someone wants to hashin Flask, Django and Tornado, we don't filter on that. ",,14,{}
1358,PullRequestReviewCommentEvent,2017-01-07 22:56:51+00:00,19361153,tdryer/hangups,857374,tdryer,,,created,15613819,9749e0762ec50917c6caf2887ecc044bc9e51aba,False,Do you think there's a good reason to add `conversations_per_request` or could it just be hard coded?,,292,{}
1416,PullRequestReviewCommentEvent,2016-09-15 09:14:39+00:00,56257335,Rambatino/CHAID,3631109,Rambatino,,,created,,31650661ebf39bedaa6110630edede4180898c98,False,"Nope, if you have 3 types of dependent variable categories, you'll get non square ndarrays",,37,{}
1420,PullRequestReviewCommentEvent,2017-06-12 11:21:50+00:00,56257335,Rambatino/CHAID,3631109,Rambatino,,,created,43408786,0e1f1677534a39c75f3d16b247dfcc0cf0ec9906,False,This is so much cleaner IMO,,68,{}
1437,PullRequestReviewCommentEvent,2016-08-24 09:15:45+00:00,10027254,benhoyt/scandir,411294,prashanthpai,,,created,,03ab375b13d19b4757b7b6f6ee7c0ecf3ad33742,False,Done,,62,{}
1524,PullRequestReviewCommentEvent,2017-04-30 17:21:41+00:00,54787116,guyzmo/git-repo,6997928,kounoike,,,created,35521213,4c22986e8988b563b64cd40215504ee108846298,False,"OK I fixed it.

- self.gh must change to new one(GitHubEnterprise)
- self.gh._session must keeps old one(created by __init__)
- self.gh._session.base_url must change to new URL

```python
            gh = github3.GitHubEnterprise(RepositoryService.build_url(self))
            self.gh._session.base_url = gh._session.base_url
            gh._session = self.gh._session
            self.gh = gh
```",,144,{}
1572,PullRequestReviewCommentEvent,2015-10-01 00:01:06+00:00,5473383,keleshev/schema,23648,skorokithakis,,,created,,42733a88b5a01205f6312d6de923960d2eb35115,False,"Ah, you're just letting it bubble up.",,79,{}
1630,PullRequestReviewCommentEvent,2016-10-22 19:34:25+00:00,8307391,mahmoud/boltons,2320029,induane,,,created,5355186,9b964c361c6eeda4b8038373bb4839600e73b796,False,"That could be implemented as well, but the goal here was to match the api of the StringIO module, hence this property. Without it, SpooledBytesIO and SpooledStringIO wouldn't be possible to use as drop-in replacements.",,99,{}
1878,PullRequestReviewCommentEvent,2016-05-26 17:57:50+00:00,11929631,craffel/mir_eval,417568,craffel,,,created,,6352d2b50e566ce6a8784043d687c2074eb49eee,False,"I see why you did this from the test below, but this must create an actual click, right?  Is it really that bad to have a small ramp-down/ramp-up at the beginning and/or end (because that's all your avoiding here, right)?",,195,{}
1883,PullRequestReviewCommentEvent,2016-04-25 19:06:29+00:00,11929631,craffel/mir_eval,3009670,justinsalamon,,,created,,3b892ddb48df32338a6c608bb78d8b57d71afc60,False,Resolved via [Colin's comment](https://github.com/craffel/mir_eval/pull/189#issuecomment-214465870).,,189,{}
1919,PullRequestReviewCommentEvent,2015-02-13 00:16:36+00:00,6725332,denisenkom/pytds,2815692,denisenkom,,,created,,a912091ae562c035a83aba6c63ccc94793d45ace,False,Unfortunately this is not working on Python 3.  Can you fix this?,,44,{}
1966,PullRequestReviewCommentEvent,2017-04-29 21:40:35+00:00,20101515,giampaolo/psutil,14041572,himanshub16,,,created,35505062,a267c772eef1b762430e6aa831f7ce0d97dd9c9a,False,done,,1036,{}
1967,PullRequestReviewCommentEvent,2018-03-16 07:59:36+00:00,20101515,giampaolo/psutil,464832,gsauthof,,,created,104478540,bc88abe7b4b9e6eed2d9d3152769008cd8de211b,False,"Ok, will update (rebase) the commit.",NONE,1248,{}
1993,PullRequestReviewCommentEvent,2017-04-30 13:49:01+00:00,20101515,giampaolo/psutil,681260,giampaolo,,,created,35517232,a267c772eef1b762430e6aa831f7ce0d97dd9c9a,False,"This provides a nice example on how to do exactly this:
https://docs.python.org/3/library/concurrent.futures.html#threadpoolexecutor-example
In details:
- it uses `concurrent.futures.as_completed` which AFAIU it yields you completed futures as soon as they are completed 
- uses a dict comprehension (future_to_url) to create a `{fut: url, ...}` mapping which will let you save to use the ""threads"" list 
- shows that you want to catch exceptions on `fut.result()` (just print it and continue)

Maybe with this you could avoid the `time.sleep()`",,1036,{}
1997,PullRequestReviewCommentEvent,2017-04-29 17:35:17+00:00,20101515,giampaolo/psutil,681260,giampaolo,,,created,35500940,8aa1bd7ad75b4d7812704f89724113bde83d4650,False,"you can do:

```
REGEX = r'(?:http|ftp|https)?://' + \
    r'(?:[a-zA-Z]|[0-9]|[$-_@.&+]|[!*\(\),]|(?:%[0-9a-fA-F][0-9a-fA-F]))+'
```",,1036,{}
1998,PullRequestReviewCommentEvent,2015-09-05 16:28:21+00:00,20101515,giampaolo/psutil,681260,giampaolo,,,created,,d7df8437d2a8dfb0d91894628117a958bfdc6c0d,False,"Please put this file under:

`psutil/arch/solaris/v10/ifaddrs.h`",,610,{}
2174,PullRequestReviewCommentEvent,2018-07-04 10:47:45+00:00,9289343,svinota/pyroute2,814602,svinota,,,created,134330795,183b48b55ba91536ae3fffb6639e6630c07b6adc,False,that's correct,OWNER,522,{}
2235,PullRequestReviewCommentEvent,2015-01-31 17:15:59+00:00,1998014,Diaoul/subliminal,319220,Diaoul,,,created,,1b7291e45c6f9b5404a743e222cd6d3739168dc0,False,A little comment on this and an explicit name instead of `_series` would be nice :star2: ,,404,{}
2288,PullRequestReviewCommentEvent,2017-08-14 17:17:36+00:00,41179827,Rapptz/discord.py,1884865,TheTrain2000,,,created,56142699,732c2e3ba2838a0c117b2e04f22ecb8f32eae090,False,"`None` is unnecessary, as it will be automatically returned if the key is not found.",,718,{}
2542,PullRequestReviewCommentEvent,2015-10-17 00:42:24+00:00,30484966,michael-lazar/rtv,5026795,michael-lazar,,,created,,998748e1f14e1802c1e0ce7cd43bb68d6d322181,False,We should add this to the README too.,,162,{}
2671,PullRequestReviewCommentEvent,2017-02-25 09:02:37+00:00,25334762,pipermerriam/flex,4220414,ahartoto,,,created,23854460,fcdb9a79a5dccaa5c30ae0da49c4f040378fa528,False,"Doing this so that we don't see:
```
Request status code was not found in the known response codes.  Got `202`: Expected one of: `dict_key(200, 404)`
```",,142,{}
2674,PullRequestReviewCommentEvent,2017-03-18 07:37:15+00:00,25334762,pipermerriam/flex,4220414,ahartoto,,,created,27719260,5203e3c41a0eaa66958047adca7bbbceb75454ec,False,"This is done so that it's still backward compatible, but allowing us to have one version in all files",,154,{}
