,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,event_type,event_ref,repo_master_branch,event_pusher_type
9,CreateEvent,2015-09-25 10:55:47+00:00,28550291,cdown/srt,660663,cdown,,,branch,parse_invalid,develop,user
12,CreateEvent,2016-04-01 15:08:42+00:00,54391698,jd/pifpaf,2644,jd,,,tag,0.0.6,master,user
22,CreateEvent,2016-10-03 12:52:34+00:00,2918192,epsy/clize,685865,epsy,,,tag,3.1.0,master,user
23,CreateEvent,2015-09-14 09:23:10+00:00,25983331,fnl/segtok,109501,fnl,,,tag,v1.5.1,master,user
66,CreateEvent,2018-04-06 11:55:07+00:00,93209191,cemsbr/yala,49481,cemsbr,,,branch,pyup-update-dparse-0.2.1-to-0.4.1,master,user
179,CreateEvent,2017-09-29 19:57:39+00:00,76012224,ayemos/akagi,2426082,ayemos,,,branch,pyup-update-tox-2.7.0-to-2.9.1,master,user
187,CreateEvent,2016-08-21 00:07:00+00:00,66173145,bprinty/gems,3347800,bprinty,,,tag,0.0.1,master,user
201,CreateEvent,2017-10-19 23:12:25+00:00,309235,gmr/rejected,49469,gmr,,,tag,3.19.2,master,user
229,CreateEvent,2018-07-15 15:48:39+00:00,97612481,lh3/minimap2,480346,lh3,,,branch,split,master,user
337,CreateEvent,2018-05-05 18:25:21+00:00,66086253,tek/ribosome,2632,tek,,,tag,13.0.0.a.44,master,user
342,CreateEvent,2016-03-13 14:04:14+00:00,52729310,ymoch/apyori,8799612,ymoch,,,branch,release/v1.0.0,master,user
372,CreateEvent,2016-07-28 07:42:32+00:00,63603286,cvium/irc_bot,675118,cvium,,,tag,1.0.4,master,user
378,CreateEvent,2018-01-07 11:47:15+00:00,63429822,ericmjl/nxviz,2631566,ericmjl,,,branch,pyup-update-hypothesis-3.42.2-to-3.44.12,master,user
382,CreateEvent,2016-12-13 23:48:22+00:00,63429822,ericmjl/nxviz,2631566,ericmjl,,,branch,pyup-update-cryptography-1.5-to-1.7.1,master,user
383,CreateEvent,2016-02-24 22:35:55+00:00,52479456,etingof/pysmi,17447359,etingof,,,repository,,master,user
439,CreateEvent,2015-08-07 21:55:21+00:00,7568434,paulfitz/daff,118367,paulfitz,,,branch,patch_test,master,user
492,CreateEvent,2016-09-30 12:15:50+00:00,45362107,Mego/Seriously,853264,Mego,,,branch,compile,master,user
497,CreateEvent,2018-05-09 13:26:54+00:00,50348325,Pr0Ger/PyAPNs2,232005,Pr0Ger,,,tag,0.4.1,master,user
645,CreateEvent,2015-10-11 07:51:23+00:00,17308448,jquast/blessed,972584,jquast,,,branch,newstyle-fmt,master,user
654,CreateEvent,2017-04-24 08:14:04+00:00,73685532,lawsie/guizero,5183697,lawsie,,,tag,0.3.1,master,user
669,CreateEvent,2017-12-11 22:33:21+00:00,45875786,nschloe/meshio,181628,nschloe,,,tag,v1.10.3,master,user
701,CreateEvent,2016-04-21 06:56:41+00:00,41076741,sibson/redbeat,125162,sibson,,,tag,v0.9.2,master,user
747,CreateEvent,2016-01-15 22:02:08+00:00,49740374,bb4242/sdnotify,10068296,bb4242,,,tag,0.2.0,master,user
748,CreateEvent,2016-11-09 09:56:22+00:00,71800829,beardypig/pymp4,16033421,beardypig,,,tag,1.0.2,master,user
