,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,event_type,event_ref,event_pusher_type
8,DeleteEvent,2015-09-27 09:03:20+00:00,28550291,cdown/srt,660663,cdown,,,branch,feature/parse_file_generator,user
9,DeleteEvent,2015-10-09 17:28:31+00:00,28550291,cdown/srt,660663,cdown,,,branch,f/hypothesis,user
10,DeleteEvent,2015-10-09 19:09:59+00:00,28550291,cdown/srt,660663,cdown,,,branch,f/hypothesis,user
42,DeleteEvent,2017-02-26 13:23:40+00:00,55258005,jopohl/urh,18219846,jopohl,,,tag,v1.2.0,user
81,DeleteEvent,2018-05-12 16:57:48+00:00,55258005,jopohl/urh,18219846,jopohl,,,tag,untagged-fc00f39ee1f32dc1bdfb,user
128,DeleteEvent,2018-08-06 13:52:20+00:00,93209191,cemsbr/yala,49481,cemsbr,,,branch,pyup-update-pylint-1.9.2-to-2.1.0,user
354,DeleteEvent,2017-12-15 17:11:44+00:00,93703838,ahawker/ulid,178002,ahawker,,,branch,pyup/scheduled-update-12-15-2017,user
380,DeleteEvent,2017-07-28 12:27:08+00:00,76012224,ayemos/akagi,2426082,ayemos,,,branch,pyup-update-flake8-3.3.0-to-3.4.0,user
433,DeleteEvent,2017-03-31 03:40:19+00:00,5021892,hgrecco/pint,26634292,bors[bot],,,branch,staging.tmp,user
773,DeleteEvent,2017-09-18 14:07:25+00:00,63429822,ericmjl/nxviz,2631566,ericmjl,,,branch,pyup-update-cryptography-1.7.2-to-2.0.3,user
778,DeleteEvent,2017-09-27 10:07:52+00:00,63429822,ericmjl/nxviz,2631566,ericmjl,,,branch,pyup-update-hypothesis-3.30.0-to-3.30.3,user
896,DeleteEvent,2015-09-20 02:17:20+00:00,7568434,paulfitz/daff,118367,paulfitz,,,branch,spreadsheet_style_numbers,user
916,DeleteEvent,2017-10-21 23:10:07+00:00,22937749,rasbt/mlxtend,5618407,rasbt,,,branch,fix-inittime,user
983,DeleteEvent,2016-04-19 06:50:37+00:00,37823900,Grunny/zap-cli,230630,Grunny,,,branch,travis,user
1016,DeleteEvent,2017-03-08 08:18:44+00:00,82862171,anntzer/defopt,1322974,anntzer,,,branch,ansi-underline,user
1199,DeleteEvent,2017-11-10 06:54:41+00:00,73047402,dhermes/bezier,520669,dhermes,,,branch,debug-meh,user
1363,DeleteEvent,2018-08-02 10:08:53+00:00,109303405,pavdmyt/yaspin,10200820,pavdmyt,,,branch,black-fmt,user
1618,DeleteEvent,2017-11-12 21:18:15+00:00,89026317,jalan/pdftotext,305841,jalan,,,branch,cleanup,user
1724,DeleteEvent,2018-05-30 12:57:27+00:00,25129800,mikf/gallery-dl,5375314,mikf,,,branch,1.4-dev,user
1764,DeleteEvent,2017-04-02 07:10:48+00:00,46593500,rasbt/biopandas,5618407,rasbt,,,branch,setup-fixes,user
1768,DeleteEvent,2017-04-02 07:10:31+00:00,46593500,rasbt/biopandas,5618407,rasbt,,,branch,compute-dist,user
1926,DeleteEvent,2016-07-01 15:02:45+00:00,11929631,craffel/mir_eval,1190540,bmcfee,,,branch,display,user
1968,DeleteEvent,2016-02-22 11:42:02+00:00,35793364,dtamayo/reboundx,3408023,dtamayo,,,branch,doc,user
2014,DeleteEvent,2015-07-13 01:10:24+00:00,20101515,giampaolo/psutil,681260,giampaolo,,,branch,get_open_files_thread,user
2044,DeleteEvent,2017-04-11 14:04:26+00:00,23076316,horazont/aioxmpp,271710,horazont,,,branch,hotfix/fix-broken-test-on-python3.6,user
2065,DeleteEvent,2017-06-17 17:16:03+00:00,34494009,kalefranz/auxlib,1418419,kalefranz,,,branch,add-aliases-to-entity,user
2090,DeleteEvent,2017-08-27 18:43:33+00:00,41117430,mfussenegger/cr8,38700,mfussenegger,,,branch,chain-subprocess,user
2106,DeleteEvent,2017-07-25 04:14:04+00:00,95870855,mlouielu/twstock,28770408,mlouielu,,,branch,disable_codecov_comment,user
2162,DeleteEvent,2016-10-28 07:19:32+00:00,55208383,renskiy/fabricio,3508656,renskiy,,,branch,command_optimization,user
2168,DeleteEvent,2017-01-05 00:01:48+00:00,55208383,renskiy/fabricio,3508656,renskiy,,,branch,service_options_rework,user
2233,DeleteEvent,2018-04-22 12:46:46+00:00,58374888,wkentaro/labelme,4310419,wkentaro,,,branch,qsettings,user
2379,DeleteEvent,2018-07-20 18:04:50+00:00,137223122,deepjyoti30/ytmdl,33604454,deepjyoti30,,,branch,beta,user
2449,DeleteEvent,2017-11-19 13:22:01+00:00,34602308,eerimoq/bitstruct,176810,eerimoq,,,branch,performance,user
2522,DeleteEvent,2016-11-07 22:06:17+00:00,46895564,jtpereyda/boofuzz,244969,jtpereyda,,,branch,fix-excess-packages,user
2597,DeleteEvent,2017-02-18 23:46:22+00:00,23058769,nabla-c0d3/sslyze,1915165,nabla-c0d3,,,tag,release-0.8,user
2851,DeleteEvent,2015-12-11 01:19:42+00:00,12366195,danielfrg/word2vec,1580714,danielfrg,,,tag,v0.7.1,user
2900,DeleteEvent,2015-05-01 03:14:05+00:00,28453253,hughperkins/DeepCL,123560,hughperkins,,,branch,momentum,user
2994,DeleteEvent,2016-05-01 19:18:46+00:00,15327092,moogar0880/PyTrakt,3399904,moogar0880,,,branch,sync-fixes,user
3074,DeleteEvent,2018-05-31 16:01:51+00:00,56998522,skorokithakis/catt,19859003,theychx,,,branch,pathlib-fixes,user
3079,DeleteEvent,2018-06-15 00:38:35+00:00,104761258,terrycain/aioboto3,1986397,terrycain,,,branch,pyup-update-requests-2.18.4-to-2.19.0,user
3105,DeleteEvent,2015-10-10 16:55:18+00:00,28882767,tkem/mopidy-mobile,2833077,tkem,,,branch,cleanup-gulp,user
3108,DeleteEvent,2016-01-25 17:42:24+00:00,28882767,tkem/mopidy-mobile,2833077,tkem,,,branch,dev/1.6.7,user
3127,DeleteEvent,2016-10-12 11:42:14+00:00,8292338,ultrabug/py3status,56311,tobes,,,branch,module-exchange-rates-updates,user
3132,DeleteEvent,2017-02-08 11:08:28+00:00,8292338,ultrabug/py3status,56311,tobes,,,branch,py3-updates,user
3162,DeleteEvent,2017-03-12 16:16:01+00:00,57005838,vfaronov/httpolice,300211,vfaronov,,,branch,rearrange,user
3169,DeleteEvent,2016-09-28 07:39:49+00:00,31063180,wbolster/jsonlines,748944,wbolster,,,branch,custom-encoding-flags,user
3194,DeleteEvent,2017-08-17 22:23:35+00:00,65155092,ClimbsRocks/auto_ml,7017045,ClimbsRocks,,,branch,dfv_speed2,user
3214,DeleteEvent,2018-08-15 21:36:16+00:00,39159799,JoelBender/bacpypes,10273490,JoelBender,,,branch,211-i-am-router-to-network,user
3286,DeleteEvent,2016-09-29 13:08:01+00:00,67413607,ashwin711/georaptor,7869437,ashwin711,,,tag,0.1,user
3439,DeleteEvent,2018-03-08 21:40:24+00:00,81004128,j4321/tkFileBrowser,18469869,j4321,,,branch,fix_#7,user
3451,DeleteEvent,2015-06-08 08:57:03+00:00,31665258,jonathanj/eliottree,112166,jonathanj,,,branch,1-broken-trees,user
3463,DeleteEvent,2018-05-22 23:34:48+00:00,62165703,kalaspuff/tomodachi,89139,kalaspuff,,,branch,pyup/update-botocore-1.10.12-to-1.10.25,user
3466,DeleteEvent,2017-07-15 17:17:58+00:00,62165703,kalaspuff/tomodachi,89139,kalaspuff,,,branch,pyup/update-python-dateutil-2.6.0-to-2.6.1,user
3577,DeleteEvent,2017-01-17 16:57:50+00:00,19407941,plumdog/flask_table,2348591,plumdog,,,branch,allow_empty,user
3603,DeleteEvent,2018-02-09 20:48:09+00:00,5754504,sivel/speedtest-cli,39340,sivel,,,tag,v2.0.0-0.2.alpha2,user
3661,DeleteEvent,2015-10-03 17:26:35+00:00,19361014,svanoort/pyresttest,5400948,svanoort,,,branch,add-changelog-snapshot-version,user
3702,DeleteEvent,2016-03-28 03:27:50+00:00,15879082,AndrewAnnex/SpiceyPy,2126916,AndrewAnnex,,,branch,appveyor_final,user
3773,DeleteEvent,2016-12-18 14:38:12+00:00,76670891,andrivet/python-asn1,981049,andrivet,,,tag,v2.1.0,user
3836,DeleteEvent,2017-10-09 11:38:46+00:00,96750547,danielhrisca/asammdf,20952040,danielhrisca,,,tag,1.1.0,user
3916,DeleteEvent,2016-02-08 07:28:43+00:00,11379148,jasonish/py-idstools,644115,jasonish,,,branch,rulecat-multiurl,user
3923,DeleteEvent,2017-05-12 20:36:21+00:00,90407498,jbasko/configmanager,632910,jbasko,,,branch,exploration1,user
4024,DeleteEvent,2016-10-12 11:57:31+00:00,69691394,kragniz/python-etcd3,735008,kragniz,,,branch,requires-io-master,user
4026,DeleteEvent,2017-08-26 12:30:01+00:00,69691394,kragniz/python-etcd3,735008,kragniz,,,branch,pyup-update-hypothesis-3.11.6-to-3.21.2,user
4195,DeleteEvent,2017-08-01 22:20:09+00:00,5323741,rdegges/flask-dynamo,90247,rdegges,,,branch,bump-version-0-0-8,user
4249,DeleteEvent,2018-03-15 03:13:43+00:00,16787349,workhorsy/py-cpuinfo,2733986,workhorsy,,,branch,dmesg_log_linux_only,user
4274,DeleteEvent,2017-06-13 23:45:43+00:00,75740215,CiaranWelsh/PyCoTools,19502680,CiaranWelsh,,,branch,Feature-itemTemplateStartValues,user
4290,DeleteEvent,2015-01-24 15:46:30+00:00,29612099,Fantomas42/mots-vides,100376,Fantomas42,,,branch,feature/merger,user
4291,DeleteEvent,2017-08-31 22:40:50+00:00,97326053,FoleyDiver/extrathick,609577,FoleyDiver,,,branch,wip,user
4308,DeleteEvent,2017-06-03 15:49:37+00:00,90616574,MichaelYusko/GitterPy,13191999,MichaelYusko,,,branch,feature/docs,user
4345,DeleteEvent,2018-06-29 11:16:12+00:00,128905598,audunarn/ANYstructure,22213477,audunarn,,,branch,develop,user
4470,DeleteEvent,2017-01-28 01:09:54+00:00,24561828,gunthercox/ChatterBot,2030578,gunthercox,,,branch,add_conversation,user
4716,DeleteEvent,2018-03-14 20:07:42+00:00,30582779,warner/magic-wormhole,27146,warner,,,branch,starry-dilate,user
4789,DeleteEvent,2016-01-20 05:42:17+00:00,11726155,corydolphin/flask-cors,446889,corydolphin,,,branch,gh-pages,user
5001,DeleteEvent,2016-02-06 11:24:31+00:00,30379674,adamchainz/django-mysql,857609,adamchainz,,,branch,issue_225_datetime_command,user
5144,DeleteEvent,2017-08-18 06:47:09+00:00,9933602,mbraak/django-file-form,235558,mbraak,,,branch,requires-io-master,user
5145,DeleteEvent,2018-06-16 14:01:28+00:00,9933602,mbraak/django-file-form,235558,mbraak,,,branch,requires-io-master,user
5225,DeleteEvent,2017-04-04 23:07:15+00:00,73903959,urda/django-letsencrypt,1648492,urda,,,branch,chore/django-version-sync,user
5230,DeleteEvent,2015-05-24 16:38:41+00:00,13421726,wndhydrnt/python-oauth2,3942978,wndhydrnt,,,branch,41_client_parameter,user
5322,DeleteEvent,2016-11-29 00:48:59+00:00,47902684,clarkperkins/click-shell,3230910,clarkperkins,,,branch,bugfix/no-readline,user
5423,DeleteEvent,2015-11-05 07:38:57+00:00,7889772,mbraak/django-mptt-admin,235558,mbraak,,,branch,requires-io-master,user
5493,DeleteEvent,2018-04-03 11:56:31+00:00,92439132,vovanbo/aiohttp_json_api,877240,vovanbo,,,branch,pyup-update-tqdm-4.19.6-to-4.19.9,user
5497,DeleteEvent,2018-03-20 09:46:50+00:00,92439132,vovanbo/aiohttp_json_api,877240,vovanbo,,,branch,pyup-update-docker-3.1.0-to-3.1.1,user
5846,DeleteEvent,2015-04-21 04:20:18+00:00,28577939,CamDavidsonPilon/lifetimes,884032,CamDavidsonPilon,,,branch,0.1.4,user
6042,DeleteEvent,2016-09-15 16:04:31+00:00,32921926,thampiman/reverse-geocoder,185084,thampiman,,,tag,v1.5,user
6062,DeleteEvent,2018-07-13 14:49:14+00:00,134160822,anapaulagomes/pytest-picked,1899950,anapaulagomes,,,branch,add-lambda-lint,user
6065,DeleteEvent,2017-07-11 20:50:56+00:00,96721073,asottile/add-trailing-comma,1810591,asottile,,,branch,parenthesized_function,user
6172,DeleteEvent,2018-04-22 14:59:43+00:00,85780522,fgmacedo/python-statemachine,281007,fgmacedo,,,branch,pyup-update-pip-9.0.3-to-10.0.1,user
6214,DeleteEvent,2015-05-04 08:32:14+00:00,13222253,mbraak/django-docopt-command,235558,mbraak,,,branch,requires-io-master,user
6271,DeleteEvent,2017-04-12 05:43:55+00:00,84781233,ashleysommer/sanic-dispatcher,402468,ashleysommer,,,tag,0.5.0,user
6308,DeleteEvent,2017-12-16 20:01:39+00:00,4830226,reinout/z3c.dependencychecker,1155680,gforcada,,,branch,gforcada-db-package,user
6309,DeleteEvent,2015-08-28 22:39:22+00:00,4830226,reinout/z3c.dependencychecker,121433,reinout,,,branch,reinout-better-dir-iteration,user
6323,DeleteEvent,2016-07-26 19:59:20+00:00,29976873,untitaker/python-atomicwrites,837573,untitaker,,,branch,fsync-dir,user
6431,DeleteEvent,2016-02-25 07:53:33+00:00,14612476,twolfson/restructuredtext-lint,902488,twolfson,,,branch,dev/patch.json.empty,user
6578,DeleteEvent,2015-10-09 15:12:22+00:00,1643611,daviddrysdale/python-phonenumbers,457208,daviddrysdale,,,branch,release-4.3b1,user
6628,DeleteEvent,2017-06-01 07:44:13+00:00,66290615,sabricot/django-elasticsearch-dsl,13036875,sabricot,,,branch,es5,user
6644,DeleteEvent,2015-02-01 22:40:58+00:00,16006840,miki725/django-rest-framework-bulk,932940,miki725,,,branch,cookiecutter,user
6700,DeleteEvent,2017-01-28 04:13:30+00:00,54262044,hiroaki-yamamoto/mongoengine-goodjson,5356011,hiroaki-yamamoto,,,branch,recursive_limit,user
6711,DeleteEvent,2017-12-13 10:45:10+00:00,2238739,KristianOellegaard/django-health-check,1772890,codingjoe,,,branch,pyup-update-pytest-3.2.3-to-3.2.5,user
6838,DeleteEvent,2016-11-09 23:29:28+00:00,30386388,box/box-python-sdk,1150978,jmoldow,23900,box,branch,logging,user
7265,DeleteEvent,2016-05-26 21:24:53+00:00,15088276,theonion/django-bulbs,484777,kand,61816,theonion,branch,base-ia-changes,user
