,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,event_type,event_ref,event_pusher_type
14,DeleteEvent,2015-10-18 20:13:34+00:00,28550291,cdown/srt,660663,cdown,,,branch,f/coverage,user
66,DeleteEvent,2017-01-16 17:59:05+00:00,55258005,jopohl/urh,18219846,jopohl,,,branch,broadcastparticipant,user
106,DeleteEvent,2017-03-02 06:53:37+00:00,41265661,Xion/callee,413673,Xion,,,tag,0.3,user
123,DeleteEvent,2017-07-28 13:28:13+00:00,93209191,cemsbr/yala,49481,cemsbr,,,branch,pyup-update-flake8-3.3.0-to-3.4.0,user
354,DeleteEvent,2017-09-16 21:50:26+00:00,93703838,ahawker/ulid,178002,ahawker,,,branch,pyup/initial-update,user
377,DeleteEvent,2017-04-21 07:58:27+00:00,76012224,ayemos/akagi,2426082,ayemos,,,tag,v0.1.0,user
779,DeleteEvent,2017-01-16 20:00:20+00:00,63429822,ericmjl/nxviz,2631566,ericmjl,,,branch,pyup-pin-matplotlib-1.5.3,user
783,DeleteEvent,2018-02-25 03:49:15+00:00,63429822,ericmjl/nxviz,2631566,ericmjl,,,branch,pyup-update-hypothesis-3.45.2-to-3.45.3,user
784,DeleteEvent,2018-06-20 11:16:08+00:00,63429822,ericmjl/nxviz,2631566,ericmjl,,,branch,pyup-update-hypothesis-3.45.0-to-3.45.1,user
788,DeleteEvent,2018-07-19 16:52:34+00:00,63429822,ericmjl/nxviz,2631566,ericmjl,,,branch,pyup-update-hypothesis-3.66.1-to-3.66.2,user
1219,DeleteEvent,2017-10-23 05:01:38+00:00,73047402,dhermes/bezier,520669,dhermes,,,branch,native-libs-win,user
1245,DeleteEvent,2018-07-19 08:23:03+00:00,94022519,gregoil/rotest,29352269,gregoil,,,branch,make_logs_inherit,user
1304,DeleteEvent,2017-06-19 15:31:24+00:00,48170794,jepegit/cellpy,16334959,jepegit,,,branch,feature/refactoring,user
1461,DeleteEvent,2016-12-02 11:48:28+00:00,6577385,trungdong/prov,325184,trungdong,,,branch,pyup-pin-coverage-4.2,user
1489,DeleteEvent,2018-08-12 01:05:11+00:00,141231047,Kautenja/nes-py,2184469,Kautenja,,,branch,OOrefactor,user
1508,DeleteEvent,2017-11-25 05:54:03+00:00,6051615,ajslater/picopt,263494,ajslater,,,tag,v1.5.0,user
1514,DeleteEvent,2017-01-08 09:21:32+00:00,28558048,benEnsta/pyIbex,6647880,benEnsta,,,tag,untagged-b3d6b4de78e7f4ac01ed,user
1747,DeleteEvent,2017-06-07 05:31:26+00:00,3852351,meejah/txtorcon,145599,meejah,,,branch,microdesc-automat-parser,user
1817,DeleteEvent,2017-06-20 17:52:07+00:00,21843083,rlabbe/filterpy,5308143,rlabbe,,,tag,1.0.0,user
2029,DeleteEvent,2017-12-27 10:00:15+00:00,94554082,dylanaraps/pywal,6799467,dylanaraps,,,branch,reload,user
2269,DeleteEvent,2017-05-17 17:09:05+00:00,58374888,wkentaro/labelme,4310419,wkentaro,,,branch,add_travis,user
2441,DeleteEvent,2017-01-17 17:53:32+00:00,5934517,dpkp/kafka-python,843444,dpkp,,,branch,serialize_interface,user
2450,DeleteEvent,2015-03-30 18:19:44+00:00,18112068,dpkp/kafka-python,843444,dpkp,,,branch,del_multiprocess,user
2507,DeleteEvent,2017-10-30 13:28:08+00:00,49326093,gpchelkin/scdlbot,920616,gpchelkin,,,branch,pyup-update-pytest-runner-2.12.1-to-3.0,user
2512,DeleteEvent,2018-02-08 07:22:07+00:00,120079872,holgern/py-scrypt,2202263,holgern,,,tag,untagged-6f58d6c41e4d22f2a72b,user
2722,DeleteEvent,2017-11-26 23:01:54+00:00,24118673,rm-hull/luma.oled,305679,thijstriemstra,,,branch,setuptools-travis,user
2798,DeleteEvent,2018-02-23 20:37:47+00:00,101291622,Chaffelson/nipyapi,11668664,Chaffelson,,,branch,redoSerialisation,user
2799,DeleteEvent,2017-10-26 16:27:51+00:00,101291622,Chaffelson/nipyapi,11668664,Chaffelson,,,branch,pyup-update-flake8-3.4.1-to-3.5.0,user
2925,DeleteEvent,2015-08-23 14:19:51+00:00,28453253,hughperkins/DeepCL,123560,hughperkins,,,tag,v8.0.0alpha17,user
3145,DeleteEvent,2015-11-05 20:41:30+00:00,28882767,tkem/mopidy-mobile,2833077,tkem,,,branch,fix/138,user
3221,DeleteEvent,2016-10-23 15:24:22+00:00,22226849,ymyzk/python-gyazo,3383281,ymyzk,,,branch,enhancement/28,user
3224,DeleteEvent,2016-11-03 12:59:05+00:00,22226849,ymyzk/python-gyazo,3383281,ymyzk,,,branch,update-upload-api,user
3271,DeleteEvent,2016-05-20 05:37:00+00:00,4209988,SethMMorton/natsort,1596189,SethMMorton,,,branch,develop,user
3273,DeleteEvent,2018-05-18 03:38:41+00:00,4209988,SethMMorton/natsort,1596189,SethMMorton,,,branch,dont-be-pretentious,user
3429,DeleteEvent,2016-02-09 02:10:45+00:00,49332088,guykisel/inline-plz,6760519,guykisel,,,branch,prepend-linter,user
3431,DeleteEvent,2016-05-22 00:34:13+00:00,49332088,guykisel/inline-plz,6760519,guykisel,,,branch,dockerfile-lint,user
3441,DeleteEvent,2018-05-28 11:49:17+00:00,69090889,hardbyte/python-can,4403130,felixdivo,,,branch,feature-synchronized-bus,user
3504,DeleteEvent,2017-11-15 02:31:23+00:00,62165703,kalaspuff/tomodachi,89139,kalaspuff,,,branch,pyup/update-botocore-1.7.5-to-1.7.43,user
3611,DeleteEvent,2018-04-12 12:34:32+00:00,3247274,niwinz/django-jinja,843689,niwinz,,,branch,AndreasBackx-error-view-extensions,user
3731,DeleteEvent,2016-04-02 04:47:01+00:00,15879082,AndrewAnnex/SpiceyPy,2126916,AndrewAnnex,,,branch,making_conda_four,user
3749,DeleteEvent,2015-02-08 09:56:56+00:00,8685799,DRMacIver/hypothesis,28623,DRMacIver,,,branch,better-travis,user
3783,DeleteEvent,2017-10-21 17:13:45+00:00,93190454,asottile/tokenize-rt,1810591,asottile,,,branch,all-repos_autofix_all-repos-sed,user
3919,DeleteEvent,2017-05-14 14:44:55+00:00,90407498,jbasko/configmanager,632910,jbasko,,,branch,feature/light-approach,user
3963,DeleteEvent,2017-09-15 14:34:33+00:00,8699905,jrief/django-angular,1132472,jrief,,,branch,deprecate-sekizai-postprocessors,user
4011,DeleteEvent,2017-05-23 13:00:59+00:00,69691394,kragniz/python-etcd3,735008,kragniz,,,branch,pyup-update-hypothesis-3.9.0-to-3.10.0,user
