,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,event_type,event_ref,event_pusher_type
23,DeleteEvent,2017-04-12 17:21:19+00:00,8387179,uiri/toml,364765,uiri,,,branch,floats,user
124,DeleteEvent,2017-11-18 17:04:47+00:00,72066935,cs01/gdbgui,5715368,cs01,,,branch,test-0.8.2.0,user
316,DeleteEvent,2018-05-11 15:45:44+00:00,11737385,Dav1dde/glad,255721,Dav1dde,,,branch,glad2-wip,user
329,DeleteEvent,2017-06-26 01:01:13+00:00,93703838,ahawker/ulid,178002,ahawker,,,branch,issues/16,user
333,DeleteEvent,2018-08-18 12:08:27+00:00,93703838,ahawker/ulid,178002,ahawker,,,branch,pyup/scheduled-update-2018-08-17,user
387,DeleteEvent,2017-09-06 15:43:57+00:00,68560140,cs01/pygdbmi,5715368,cs01,,,branch,fix-ci-tests,user
491,DeleteEvent,2018-07-04 08:45:20+00:00,138811196,nschloe/tuna,181628,nschloe,,,branch,fix-color,user
745,DeleteEvent,2017-02-19 00:31:59+00:00,23242753,c-w/Gutenberg,1086421,c-w,,,branch,pypi-badge,user
766,DeleteEvent,2017-11-29 17:12:49+00:00,63429822,ericmjl/nxviz,2631566,ericmjl,,,branch,pyup-update-hypothesis-3.38.0-to-3.38.7,user
877,DeleteEvent,2017-04-01 20:56:13+00:00,19384977,peplin/pygatt,184212,peplin,,,branch,detect-windows,user
957,DeleteEvent,2018-05-28 00:53:40+00:00,80464421,Erotemic/ubelt,3186211,Erotemic,,,branch,dev/0.1.1,user
1247,DeleteEvent,2018-01-02 11:51:57+00:00,48170794,jepegit/cellpy,16334959,jepegit,,,branch,feature/updated_reader,user
1313,DeleteEvent,2017-12-18 22:14:14+00:00,11745275,mikedh/trimesh,1403074,mikedh,,,branch,improved-obj-export,user
1332,DeleteEvent,2018-03-30 06:06:44+00:00,27371456,pbugnion/gmaps,1392879,pbugnion,,,branch,allow-downloading-layer-as-png,user
1454,DeleteEvent,2017-11-15 16:11:42+00:00,7927051,ahawker/crython,178002,ahawker,,,branch,pyup/scheduled-update-11-15-2017,user
1656,DeleteEvent,2016-09-09 15:01:34+00:00,55500071,lgiordani/punch,1675575,lgiordani,,,branch,feature/mercurial,user
1900,DeleteEvent,2015-11-12 15:55:30+00:00,11929631,craffel/mir_eval,417568,craffel,,,branch,use_stringtypes,user
2005,DeleteEvent,2015-07-13 01:09:23+00:00,20101515,giampaolo/psutil,681260,giampaolo,,,branch,appveyor-experiments,user
